,Geoid,num evictions,geoid_year,Total Population,Total Housing Units,Total; Estimate; Average household size,Year,Median Year Structure Built,Median Year Moved In,Percent with Bachelor's degree,Median rent burden,Evictions per units,Percent Black,Percent White,Percent Asian,Percent Native,"Percent H, PI"
48,06075020401,1,60750204012017,3290.0,1852.0,2.01,2017,1939.0,2011.0,40.0,19.8,0.0005399568034557236,0.017325227963525838,0.7468085106382979,0.15167173252279637,0.010638297872340425,0.0
49,06075020401,1,60750204012018,4865.849557522124,2005.5221238938052,2.6429203539823014,2018,1943.2300884955753,2009.8230088495575,32.61946902654866,27.650442477876098,0.0013378127506082694,0.03984970200476138,0.4612551628561711,0.35964033238699916,0.0032973168606924546,0.0036228655193046716
50,06075020402,1,60750204022017,4646.0,2738.0,1.85,2017,1966.0,2011.0,39.8,22.2,0.0003652300949598247,0.021093413689195005,0.6971588463194146,0.15647869134739562,0.0,0.0
51,06075020402,1,60750204022018,4865.849557522124,2005.5221238938052,2.6429203539823014,2018,1943.2300884955753,2009.8230088495575,32.61946902654866,27.650442477876098,0.0013378127506082694,0.03984970200476138,0.4612551628561711,0.35964033238699916,0.0032973168606924546,0.0036228655193046716
52,06075020500,2,60750205002017,2973.0,1443.0,2.08,2017,1939.0,2008.0,32.0,23.5,0.001386001386001386,0.022199798183652877,0.8156744029599731,0.1163807601749075,0.0,0.0
53,06075020500,1,60750205002018,4865.849557522124,2005.5221238938052,2.6429203539823014,2018,1943.2300884955753,2009.8230088495575,32.61946902654866,27.650442477876098,0.0013378127506082694,0.03984970200476138,0.4612551628561711,0.35964033238699916,0.0032973168606924546,0.0036228655193046716
54,06075020600,4,60750206002017,4953.0,2936.0,1.8,2017,1939.0,2010.0,34.3,22.5,0.0013623978201634877,0.024227740763173834,0.7664041994750657,0.10740965071673733,0.0,0.012315768221280032
55,06075020600,1,60750206002018,4865.849557522124,2005.5221238938052,2.6429203539823014,2018,1943.2300884955753,2009.8230088495575,32.61946902654866,27.650442477876098,0.0013378127506082694,0.03984970200476138,0.4612551628561711,0.35964033238699916,0.0032973168606924546,0.0036228655193046716
56,06075020700,3,60750207002017,5011.0,2887.0,1.93,2017,1939.0,2011.0,51.7,21.1,0.0010391409767925182,0.014168828577130314,0.698662941528637,0.11993614049091998,0.004589902215126721,0.0
57,06075020700,1,60750207002018,4865.849557522124,2005.5221238938052,2.6429203539823014,2018,1943.2300884955753,2009.8230088495575,32.61946902654866,27.650442477876098,0.0013378127506082694,0.03984970200476138,0.4612551628561711,0.35964033238699916,0.0032973168606924546,0.0036228655193046716
58,06075020800,3,60750208002017,6305.0,2858.0,2.2,2017,1939.0,2009.0,40.1,23.1,0.0010496850944716584,0.02696272799365583,0.5582870737509913,0.1627279936558287,0.01934972244250595,0.0019032513877874702
59,06075020800,1,60750208002018,4865.849557522124,2005.5221238938052,2.6429203539823014,2018,1943.2300884955753,2009.8230088495575,32.61946902654866,27.650442477876098,0.0013378127506082694,0.03984970200476138,0.4612551628561711,0.35964033238699916,0.0032973168606924546,0.0036228655193046716
60,06075020900,2,60750209002017,4816.0,1983.0,2.52,2017,1939.0,2009.0,31.2,26.2,0.0010085728693898135,0.02097176079734219,0.5278239202657807,0.14140365448504982,0.0035299003322259138,0.0
61,06075020900,3,60750209002018,4865.849557522124,2005.5221238938052,2.6429203539823014,2018,1943.2300884955753,2009.8230088495575,32.61946902654866,27.650442477876098,0.0013378127506082694,0.03984970200476138,0.4612551628561711,0.35964033238699916,0.0032973168606924546,0.0036228655193046716
62,06075021000,2,60750210002017,4835.0,2301.0,2.18,2017,1939.0,2007.0,40.8,21.8,0.000869187309865276,0.028335056876938988,0.709617373319545,0.10506721820062048,0.003722854188210962,0.0
63,06075021100,2,60750211002017,4246.0,2119.0,2.2,2017,1939.0,2010.0,34.2,19.7,0.0009438414346389807,0.005652378709373528,0.7715496938294866,0.12246820536975978,0.006358926048045219,0.0
64,06075021100,1,60750211002018,4865.849557522124,2005.5221238938052,2.6429203539823014,2018,1943.2300884955753,2009.8230088495575,32.61946902654866,27.650442477876098,0.0013378127506082694,0.03984970200476138,0.4612551628561711,0.35964033238699916,0.0032973168606924546,0.0036228655193046716
65,06075021200,3,60750212002017,3091.0,1565.0,2.11,2017,1939.0,2011.0,40.2,19.3,0.0019169329073482429,0.013264315755418959,0.7664186347460369,0.11840828210934973,0.00032351989647363315,0.0
66,06075021200,1,60750212002018,4865.849557522124,2005.5221238938052,2.6429203539823014,2018,1943.2300884955753,2009.8230088495575,32.61946902654866,27.650442477876098,0.0013378127506082694,0.03984970200476138,0.4612551628561711,0.35964033238699916,0.0032973168606924546,0.0036228655193046716
67,06075021400,2,60750214002017,3806.0,1838.0,2.22,2017,1939.0,2012.0,36.6,19.9,0.001088139281828074,0.006568575932737782,0.7816605359957961,0.1487125591171834,0.010772464529689963,0.009721492380451918
68,06075021400,2,60750214002018,4865.849557522124,2005.5221238938052,2.6429203539823014,2018,1943.2300884955753,2009.8230088495575,32.61946902654866,27.650442477876098,0.0013378127506082694,0.03984970200476138,0.4612551628561711,0.35964033238699916,0.0032973168606924546,0.0036228655193046716
69,06075021500,1,60750215002017,5155.0,2705.0,2.02,2017,1939.0,2011.0,36.4,24.5,0.0003696857670979667,0.03743937924345296,0.7549951503394763,0.10242483026188166,0.002521823472356935,0.0
70,06075021600,2,60750216002017,4372.0,2237.0,2.03,2017,1968.0,2012.0,34.1,22.7,0.000894054537326777,0.06381518755718207,0.6123055809698079,0.15942360475754802,0.017612076852698992,0.0
71,06075021600,1,60750216002018,4865.849557522124,2005.5221238938052,2.6429203539823014,2018,1943.2300884955753,2009.8230088495575,32.61946902654866,27.650442477876098,0.0013378127506082694,0.03984970200476138,0.4612551628561711,0.35964033238699916,0.0032973168606924546,0.0036228655193046716
72,06075021800,1,60750218002017,4075.0,1913.0,2.16,2017,1939.0,2010.0,33.6,21.6,0.0005227391531625719,0.03484662576687116,0.7541104294478528,0.1094478527607362,0.004417177914110429,0.0
73,06075021800,1,60750218002018,4865.849557522124,2005.5221238938052,2.6429203539823014,2018,1943.2300884955753,2009.8230088495575,32.61946902654866,27.650442477876098,0.0013378127506082694,0.03984970200476138,0.4612551628561711,0.35964033238699916,0.0032973168606924546,0.0036228655193046716
74,06075022704,5,60750227042017,3365.0,1787.0,2.1,2017,1944.0,2011.0,43.5,18.2,0.0027979854504756574,0.008023774145616641,0.762555720653789,0.15839524517087666,0.002674591381872214,0.0
75,06075022704,2,60750227042018,4865.849557522124,2005.5221238938052,2.6429203539823014,2018,1943.2300884955753,2009.8230088495575,32.61946902654866,27.650442477876098,0.0013378127506082694,0.03984970200476138,0.4612551628561711,0.35964033238699916,0.0032973168606924546,0.0036228655193046716
76,06075022801,4,60750228012017,5361.0,2004.0,2.74,2017,1939.0,2007.0,30.4,25.8,0.001996007984031936,0.014176459615743332,0.497668345457937,0.1557545234098116,0.0,0.0
77,06075022801,1,60750228012018,4865.849557522124,2005.5221238938052,2.6429203539823014,2018,1943.2300884955753,2009.8230088495575,32.61946902654866,27.650442477876098,0.0013378127506082694,0.03984970200476138,0.4612551628561711,0.35964033238699916,0.0032973168606924546,0.0036228655193046716
78,06075022803,4,60750228032017,4677.0,1643.0,2.93,2017,1939.0,2011.0,31.3,19.9,0.002434570906877663,0.02009835364549925,0.5805003207184093,0.12850117596750055,0.0,0.0
79,06075022803,4,60750228032018,4865.849557522124,2005.5221238938052,2.6429203539823014,2018,1943.2300884955753,2009.8230088495575,32.61946902654866,27.650442477876098,0.0013378127506082694,0.03984970200476138,0.4612551628561711,0.35964033238699916,0.0032973168606924546,0.0036228655193046716
80,06075022901,2,60750229012017,5392.0,1612.0,3.48,2017,1939.0,2007.0,26.1,27.3,0.0012406947890818859,0.019287833827893175,0.49276706231454004,0.07214391691394659,0.008160237388724036,0.0
81,06075022901,1,60750229012018,4865.849557522124,2005.5221238938052,2.6429203539823014,2018,1943.2300884955753,2009.8230088495575,32.61946902654866,27.650442477876098,0.0013378127506082694,0.03984970200476138,0.4612551628561711,0.35964033238699916,0.0032973168606924546,0.0036228655193046716
82,06075022902,3,60750229022018,4865.849557522124,2005.5221238938052,2.6429203539823014,2018,1943.2300884955753,2009.8230088495575,32.61946902654866,27.650442477876098,0.0013378127506082694,0.03984970200476138,0.4612551628561711,0.35964033238699916,0.0032973168606924546,0.0036228655193046716
83,06075022903,1,60750229032018,4865.849557522124,2005.5221238938052,2.6429203539823014,2018,1943.2300884955753,2009.8230088495575,32.61946902654866,27.650442477876098,0.0013378127506082694,0.03984970200476138,0.4612551628561711,0.35964033238699916,0.0032973168606924546,0.0036228655193046716
84,06075023001,2,60750230012017,5178.0,1428.0,3.95,2017,1945.0,2007.0,17.6,47.0,0.0014005602240896359,0.1037079953650058,0.09482425646967942,0.7508690614136733,0.002510621861722673,0.0
85,06075023001,2,60750230012018,4865.849557522124,2005.5221238938052,2.6429203539823014,2018,1943.2300884955753,2009.8230088495575,32.61946902654866,27.650442477876098,0.0013378127506082694,0.03984970200476138,0.4612551628561711,0.35964033238699916,0.0032973168606924546,0.0036228655193046716
86,06075023003,4,60750230032017,3921.0,1295.0,3.26,2017,1947.0,2008.0,23.8,44.6,0.003088803088803089,0.24203009436368272,0.1418005610813568,0.4761540423361387,0.0002550369803621525,0.0
87,06075023003,6,60750230032018,4865.849557522124,2005.5221238938052,2.6429203539823014,2018,1943.2300884955753,2009.8230088495575,32.61946902654866,27.650442477876098,0.0013378127506082694,0.03984970200476138,0.4612551628561711,0.35964033238699916,0.0032973168606924546,0.0036228655193046716
88,06075023102,1,60750231022017,4537.0,1582.0,2.93,2017,1976.0,2006.0,12.2,32.4,0.0006321112515802782,0.6175887150099184,0.04297994269340974,0.14811549482036587,0.0,0.06039232973330395
89,06075023200,4,60750232002017,4456.0,1363.0,3.62,2017,1944.0,2011.0,13.3,48.8,0.00293470286133529,0.30498204667863554,0.21072710951526033,0.125,0.0013464991023339318,0.005385996409335727
90,06075023200,2,60750232002018,4865.849557522124,2005.5221238938052,2.6429203539823014,2018,1943.2300884955753,2009.8230088495575,32.61946902654866,27.650442477876098,0.0013378127506082694,0.03984970200476138,0.4612551628561711,0.35964033238699916,0.0032973168606924546,0.0036228655193046716
91,06075023400,5,60750234002017,3432.0,1030.0,3.77,2017,1950.0,2006.0,12.4,28.8,0.0048543689320388345,0.2494172494172494,0.09731934731934731,0.17424242424242425,0.0,0.0775058275058275
92,06075025100,1,60750251002017,3788.0,1391.0,2.78,2017,1950.0,2011.0,35.6,20.4,0.0007189072609633358,0.06863780359028511,0.6729144667370645,0.13991552270327348,0.012407602956705385,0.003695881731784583
93,06075025200,1,60750252002017,5809.0,2318.0,2.73,2017,1939.0,2012.0,31.8,24.3,0.0004314063848144953,0.017903253572043382,0.7689791702530556,0.09795145463935273,0.002926493372353245,0.003270786710277156
94,06075025200,1,60750252002018,4865.849557522124,2005.5221238938052,2.6429203539823014,2018,1943.2300884955753,2009.8230088495575,32.61946902654866,27.650442477876098,0.0013378127506082694,0.03984970200476138,0.4612551628561711,0.35964033238699916,0.0032973168606924546,0.0036228655193046716
95,06075025300,2,60750253002017,4634.0,1951.0,2.55,2017,1939.0,2011.0,32.5,23.2,0.0010251153254741158,0.02330599913681485,0.620845921450151,0.10228744065602072,0.0062580923608113945,0.0
96,06075025300,1,60750253002018,4865.849557522124,2005.5221238938052,2.6429203539823014,2018,1943.2300884955753,2009.8230088495575,32.61946902654866,27.650442477876098,0.0013378127506082694,0.03984970200476138,0.4612551628561711,0.35964033238699916,0.0032973168606924546,0.0036228655193046716
97,06075025401,1,60750254012017,4171.0,1413.0,3.06,2017,1939.0,2010.0,29.3,22.6,0.0007077140835102619,0.02781107648046032,0.4840565811555982,0.11627906976744186,0.0002397506593143131,0.0
98,06075025401,1,60750254012018,4865.849557522124,2005.5221238938052,2.6429203539823014,2018,1943.2300884955753,2009.8230088495575,32.61946902654866,27.650442477876098,0.0013378127506082694,0.03984970200476138,0.4612551628561711,0.35964033238699916,0.0032973168606924546,0.0036228655193046716
99,06075025402,1,60750254022017,3249.0,1167.0,2.92,2017,1946.0,2011.0,30.0,33.6,0.000856898029134533,0.03262542320714066,0.4961526623576485,0.311788242536165,0.02277623884272084,0.0
100,06075025402,1,60750254022018,4865.849557522124,2005.5221238938052,2.6429203539823014,2018,1943.2300884955753,2009.8230088495575,32.61946902654866,27.650442477876098,0.0013378127506082694,0.03984970200476138,0.4612551628561711,0.35964033238699916,0.0032973168606924546,0.0036228655193046716
101,06075025403,5,60750254032017,5054.0,1567.0,3.56,2017,1943.0,2010.0,21.0,26.3,0.003190810465858328,0.10071230708349822,0.36505738029283735,0.2560348239018599,0.0051444400474871385,0.0
102,06075025403,3,60750254032018,4865.849557522124,2005.5221238938052,2.6429203539823014,2018,1943.2300884955753,2009.8230088495575,32.61946902654866,27.650442477876098,0.0013378127506082694,0.03984970200476138,0.4612551628561711,0.35964033238699916,0.0032973168606924546,0.0036228655193046716
103,06075025500,3,60750255002017,9366.0,2772.0,3.34,2017,1939.0,2009.0,27.6,40.7,0.0010822510822510823,0.01046337817638266,0.3229767243220158,0.4146914371129618,0.0,0.0
104,06075025500,4,60750255002018,4865.849557522124,2005.5221238938052,2.6429203539823014,2018,1943.2300884955753,2009.8230088495575,32.61946902654866,27.650442477876098,0.0013378127506082694,0.03984970200476138,0.4612551628561711,0.35964033238699916,0.0032973168606924546,0.0036228655193046716
105,06075025600,3,60750256002017,5503.0,1738.0,3.42,2017,1946.0,2009.0,20.6,33.3,0.0017261219792865361,0.025440668726149373,0.24386698164637471,0.5715064510267127,0.015446120298019263,0.0
106,06075025600,1,60750256002018,4865.849557522124,2005.5221238938052,2.6429203539823014,2018,1943.2300884955753,2009.8230088495575,32.61946902654866,27.650442477876098,0.0013378127506082694,0.03984970200476138,0.4612551628561711,0.35964033238699916,0.0032973168606924546,0.0036228655193046716
107,06075025701,4,60750257012017,5301.0,1511.0,3.6,2017,1949.0,2007.0,22.7,41.7,0.0026472534745201853,0.02867383512544803,0.16185625353706848,0.6419543482361818,0.00207508017355216,0.0009432182607055273
108,06075025702,3,60750257022017,4698.0,1355.0,3.69,2017,1943.0,2006.0,11.1,35.3,0.002214022140221402,0.03022562792677735,0.10940825883354618,0.5891868880374628,0.002979991485738612,0.012984248616432525
109,06075025702,3,60750257022018,4865.849557522124,2005.5221238938052,2.6429203539823014,2018,1943.2300884955753,2009.8230088495575,32.61946902654866,27.650442477876098,0.0013378127506082694,0.03984970200476138,0.4612551628561711,0.35964033238699916,0.0032973168606924546,0.0036228655193046716
110,06075025800,2,60750258002017,1853.0,647.0,2.89,2017,1945.0,2011.0,20.4,37.1,0.0030911901081916537,0.07987048030221262,0.23691311386940098,0.4905558553696708,0.024284943335132217,0.0
111,06075025900,1,60750259002017,4897.0,1492.0,3.23,2017,1959.0,2010.0,26.9,41.2,0.0006702412868632708,0.08494996936900143,0.30385950581988974,0.47008372472942617,0.003675719828466408,0.0
112,06075026001,2,60750260012017,5940.0,1699.0,3.66,2017,1939.0,2005.0,18.8,45.3,0.0011771630370806356,0.03080808080808081,0.3119528619528619,0.3717171717171717,0.005555555555555556,0.0
113,06075026001,3,60750260012018,4865.849557522124,2005.5221238938052,2.6429203539823014,2018,1943.2300884955753,2009.8230088495575,32.61946902654866,27.650442477876098,0.0013378127506082694,0.03984970200476138,0.4612551628561711,0.35964033238699916,0.0032973168606924546,0.0036228655193046716
114,06075026002,1,60750260022017,3570.0,1048.0,3.25,2017,1951.0,2011.0,25.2,28.1,0.0009541984732824427,0.06750700280112044,0.3445378151260504,0.3677871148459384,0.004761904761904762,0.0
115,06075026003,2,60750260032017,5342.0,1446.0,3.72,2017,1943.0,2007.0,15.6,34.0,0.0013831258644536654,0.013290902283788843,0.2283788843129914,0.43710220891052043,0.00711344065892924,0.0
116,06075026004,2,60750260042017,5043.0,1308.0,3.88,2017,1939.0,2007.0,18.5,37.2,0.0015290519877675841,0.018441403926234383,0.24786833234186,0.45687091017251635,0.010311322625421376,0.002379535990481856
117,06075026004,2,60750260042018,4865.849557522124,2005.5221238938052,2.6429203539823014,2018,1943.2300884955753,2009.8230088495575,32.61946902654866,27.650442477876098,0.0013378127506082694,0.03984970200476138,0.4612551628561711,0.35964033238699916,0.0032973168606924546,0.0036228655193046716
118,06075026100,3,60750261002017,7310.0,2048.0,3.59,2017,1939.0,2009.0,21.4,38.5,0.00146484375,0.012722298221614227,0.14979480164158687,0.5983584131326949,0.0025991792065663474,0.002051983584131327
