,Eviction ID,Address,City,State,Eviction Notice Source Zipcode,File Date,Non Payment,Breach,Nuisance,Illegal Use,Failure to Sign Renewal,Access Denial,Unapproved Subtenant,Owner Move In,Demolition,Capital Improvement,Substantial Rehab,Ellis Act WithDrawal,Condo Conversion,Roommate Same Unit,Other Cause,Late Payments,Lead Remediation,Development,Good Samaritan Ends,Constraints Date,Supervisor District,Neighborhoods - Analysis Boundaries,Location,Year,Latitude,Longitude,Geoid
4598,M180417,600 Block Of Andover  Street,San Francisco,CA,94110.0,02/05/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,04/03/2023,9.0,Bernal Heights,"(37.735250365758155, -122.4168605417695)",2018,37.735250365758155, -122.4168605417695,06075025403
4790,M180514,1000 Block Of Capp  Street,San Francisco,CA,94110.0,02/13/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,04/14/2023,9.0,Mission,"(37.74990998219971, -122.41705589633784)",2018,37.74990998219971, -122.41705589633784,06075020900
4803,M180418,0 Block Of Oakwood  Street,San Francisco,CA,94110.0,02/06/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,04/03/2023,8.0,Mission,"(37.76069673748311, -122.42487506207306)",2018,37.76069673748311, -122.42487506207306,06075020700
5209,M170921,100 Block Of Hale  Street,San Francisco,CA,94134.0,04/06/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,06/03/2022,9.0,Portola,"(37.73234418788365, -122.40812311440972)",2017,37.73234418788365, -122.40812311440972,06075025701
5358,M171770,1400 Block Of Van Dyke  Avenue,San Francisco,CA,94124.0,07/11/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,09/09/2022,10.0,Bayview Hunters Point,"(37.727616436396374, -122.38957015289084)",2017,37.727616436396374, -122.38957015289084,06075023200
5556,M170139,0 Block Of Navajo  Avenue,San Francisco,CA,94112.0,01/31/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,04/08/2022,11.0,Outer Mission,"(37.72008297222093, -122.44385735158968)",2017,37.72008297222093, -122.44385735158968,06075026100
5643,M180419,2100 Block Of Balboa  Street,San Francisco,CA,94121.0,02/07/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,04/01/2023,1.0,Outer Richmond,"(37.77636948501007, -122.48177867712707)",2018,37.77636948501007, -122.48177867712707,06075047702
5651,M180579,100 Block Of 21st  Avenue,San Francisco,CA,94121.0,02/14/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,04/14/2023,1.0,Outer Richmond,"(37.785008443501106, -122.48072360771293)",2018,37.785008443501106, -122.48072360771293,06075042601
5652,M180510,400 Block Of 11th  Avenue,San Francisco,CA,94118.0,02/09/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,04/07/2023,1.0,Inner Richmond,"(37.77980591495819, -122.46962996353442)",2018,37.77980591495819, -122.46962996353442,06075045200
5653,M180513,700 Block Of Waller  Street,San Francisco,CA,94117.0,02/12/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,04/10/2023,8.0,Haight Ashbury,"(37.77039121428327, -122.43600589554887)",2018,37.77039121428327, -122.43600589554887,06075016700
5701,M171378,500 Block Of Dolores  Street,San Francisco,CA,94110.0,05/26/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,07/23/2022,8.0,Mission,"(37.760637683614426, -122.42584369754681)",2017,37.760637683614426, -122.42584369754681,06075020700
5704,M170065,1300 Block Of Goettingen  Street,San Francisco,CA,94134.0,01/17/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,03/10/2022,10.0,Visitacion Valley,"(37.71547530377747, -122.40177742522785)",2017,37.71547530377747, -122.40177742522785,06075026402
5878,M171778,600 Block Of Diamond  Street,San Francisco,CA,94114.0,07/24/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,09/18/2022,8.0,Noe Valley,"(37.75236416754392, -122.43634659293531)",2017,37.75236416754392, -122.43634659293531,06075021200
6039,M172125,600 Block Of Paris  Street,San Francisco,CA,94111.0,08/22/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10/13/2022,11.0,Excelsior,"(37.71848142241513, -122.43731317769881)",2017,37.71848142241513, -122.43731317769881,06075026004
6065,M180508,500 Block Of 8th  Avenue,San Francisco,CA,94118.0,02/09/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,04/10/2023,1.0,Inner Richmond,"(37.77806834016559, -122.46615179811215)",2018,37.77806834016559, -122.46615179811215,06075045200
6066,M180511,400 Block Of 14th  Avenue,San Francisco,CA,94118.0,02/09/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,04/08/2023,1.0,Outer Richmond,"(37.77966425257889, -122.47284533062005)",2018,37.77966425257889, -122.47284533062005,06075047600
6098,M180509,600 Block Of South Van Ness  Avenue,San Francisco,CA,94110.0,02/09/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,04/10/2023,9.0,Mission,"(37.762765406899824, -122.41732466081913)",2018,37.762765406899824, -122.41732466081913,06075020800
6224,M180515,200 Block Of Dolores  Street,San Francisco,CA,94103.0,02/13/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,04/09/2023,8.0,Mission,"(37.76522550066121, -122.42628174476793)",2018,37.76522550066121, -122.42628174476793,06075020200
6329,M180658,200 Block Of Howth  Street,San Francisco,CA,94112.0,03/05/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,04/29/2023,11.0,Oceanview/Merced/Ingleside,"(37.720273950793505, -122.45134824702855)",2018,37.720273950793505, -122.45134824702855,06075031201
6336,M180653,0 Block Of Flood  Avenue,San Francisco,CA,94112.0,03/02/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,04/29/2023,7.0,West of Twin Peaks,"(37.72997006740157, -122.44133814423802)",2018,37.72997006740157, -122.44133814423802,06075031100
6478,M172498,2000 Block Of Noriega  Street,San Francisco,CA,94122.0,09/27/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12/25/2022,4.0,Sunset/Parkside,"(37.75389395851272, -122.48558520632692)",2017,37.75389395851272, -122.48558520632692,06075032802
6831,M180927,1500 Block Of 48th  Avenue,San Francisco,CA,94122.0,03/26/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,05/22/2023,4.0,Sunset/Parkside,"(37.757529258880304, -122.5079396514707)",2018,37.757529258880304, -122.5079396514707,06075035201
6885,M170515,2200 Block Of Clay  Street,San Francisco,CA,94115.0,03/03/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,04/25/2022,2.0,Pacific Heights,"(37.791288309258306, -122.43010298865083)",2017,37.791288309258306, -122.43010298865083,06075013500
6963,M171767,100 Block Of Arch  Street,San Francisco,CA,94132.0,07/10/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10/05/2022,11.0,Oceanview/Merced/Ingleside,"(37.71334804084741, -122.46701436525514)",2017,37.71334804084741, -122.46701436525514,06075031302
7038,M180660,2300 Block Of Cabrillo  Street,San Francisco,CA,94121.0,03/06/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,04/28/2023,1.0,Outer Richmond,"(37.774515961739304, -122.48379429132535)",2018,37.774515961739304, -122.48379429132535,06075047702
7041,M180897,400 Block Of Somerset  Street,San Francisco,CA,94134.0,03/19/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,06/12/2023,9.0,Portola,"(37.72601686411057, -122.40724078372516)",2018,37.72601686411057, -122.40724078372516,06075025702
7047,M180926,800 Block Of Geneva  Avenue,San Francisco,CA,94112.0,03/23/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,05/22/2023,11.0,Outer Mission,"(37.71693060299544, -122.44118827707891)",2018,37.71693060299544, -122.44118827707891,06075026100
7053,M180659,1800 Block Of Pacheco  Street,San Francisco,CA,94116.0,03/06/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,04/27/2023,4.0,Sunset/Parkside,"(37.750289926190355, -122.47995804489366)",2018,37.750289926190355, -122.47995804489366,06075032802
7141,M170524,1600 Block Of 15th  Street,San Francisco,CA,94121.0,03/07/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,04/29/2022,9.0,Mission,"(37.76655709925107, -122.42084198808904)",2017,37.76655709925107, -122.42084198808904,06075020100
7266,M180654,2600 Block Of Broderick  Street,San Francisco,CA,94123.0,03/05/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,04/29/2023,2.0,Pacific Heights,"(37.79464912019975, -122.4434104668574)",2018,37.79464912019975, -122.4434104668574,06075013200
7502,M171915,400 Block Of 14th  Street,San Francisco,CA,94103.0,08/10/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10/07/2022,8.0,Mission,"(37.76801829073528, -122.4233001994396)",2017,37.76801829073528, -122.4233001994396,06075020200
7616,M180740,2200 Block Of Lombard  Street,San Francisco,CA,94123.0,03/14/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,05/10/2023,2.0,Marina,"(37.79941316076199, -122.43849211329342)",2018,37.79941316076199, -122.43849211329342,06075012800
7629,M180656,2900 Block Of Pine  Street,San Francisco,CA,94115.0,03/05/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,05/04/2023,2.0,Presidio Heights,"(37.78664014562665, -122.44439510428471)",2018,37.78664014562665, -122.44439510428471,06075015400
7680,M171768,1400 Block Of 45th  Avenue,San Francisco,CA,94122.0,07/10/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,09/05/2022,4.0,Sunset/Parkside,"(37.759542160672716, -122.50472200816868)",2017,37.759542160672716, -122.50472200816868,06075035202
7921,M180900,800 Block Of Scott  Street,San Francisco,CA,94117.0,03/22/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,05/12/2023,5.0,Western Addition,"(37.777545927370895, -122.43653359970345)",2018,37.777545927370895, -122.43653359970345,06075015802
7925,M180899,1500 Block Of 48th  Avenue,San Francisco,CA,94122.0,03/21/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,05/18/2023,4.0,Sunset/Parkside,"(37.757529258880304, -122.5079396514707)",2018,37.757529258880304, -122.5079396514707,06075035201
8031,M171080,1400 Block Of 23rd  Avenue,San Francisco,CA,94133.0,05/04/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,07/27/2022,4.0,Sunset/Parkside,"(37.760574306715476, -122.48128205331645)",2017,37.760574306715476, -122.48128205331645,06075032601
8061,M171341,2900 Block Of Octavia  Street,San Francisco,CA,94123.0,05/18/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,07/17/2022,2.0,Marina,"(37.799331521057894, -122.4291278708492)",2017,37.799331521057894, -122.4291278708492,06075012902
8150,M180655,3900 Block Of Mission  Street,San Francisco,CA,94112.0,03/05/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,04/27/2023,9.0,Bernal Heights,"(37.734065614367445, -122.42587131817564)",2018,37.734065614367445, -122.42587131817564,06075025403
8153,M180898,1300 Block Of York  Street,San Francisco,CA,94110.0,03/21/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,05/19/2023,9.0,Mission,"(37.7504611598121, -122.40789162316563)",2018,37.7504611598121, -122.40789162316563,06075022903
8659,M170067,1200 Block Of 32nd  Avenue,San Francisco,CA,94122.0,01/18/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,03/13/2022,4.0,Sunset/Parkside,"(37.76388722143464, -122.49118875513003)",2017,37.76388722143464, -122.49118875513003,06075032700
8703,M171065,200 Block Of Topeka  Avenue,San Francisco,CA,94124.0,04/26/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,07/20/2022,10.0,Bayview Hunters Point,"(37.73226772307487, -122.39627453164579)",2017,37.73226772307487, -122.39627453164579,06075023003
8720,M171569,0 Block Of Majestic  Avenue,San Francisco,CA,94112.0,06/19/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,08/12/2022,11.0,Oceanview/Merced/Ingleside,"(37.7176993322876, -122.45137357260172)",2017,37.7176993322876, -122.45137357260172,06075031202
8759,M170982,1500 Block Of 46th  Avenue,San Francisco,CA,94122.0,04/13/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,06/07/2022,4.0,Sunset/Parkside,"(37.75762936518829, -122.50566208776782)",2017,37.75762936518829, -122.50566208776782,06075035201
8775,M170520,800 Block Of Greenwich  Street,San Francisco,CA,94133.0,03/06/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,04/29/2022,3.0,Russian Hill,"(37.801787886398024, -122.41324915784169)",2017,37.801787886398024, -122.41324915784169,06075010300
8882,M171564,700 Block Of Goettingen  Street,San Francisco,CA,94134.0,06/19/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,08/14/2022,9.0,Portola,"(37.72311226831253, -122.40493204295065)",2017,37.72311226831253, -122.40493204295065,06075025800
8977,M181206,1600 Block Of Yosemite  Avenue,San Francisco,CA,94124.0,04/09/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,07/05/2023,10.0,Bayview Hunters Point,"(37.727337173469344, -122.39241123984577)",2018,37.727337173469344, -122.39241123984577,06075023200
8987,M181127,200 Block Of 7th  Avenue,San Francisco,CA,94118.0,04/05/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,05/25/2023,1.0,Inner Richmond,"(37.78386865238333, -122.46563144608628)",2018,37.78386865238333, -122.46563144608628,06075040200
8999,M181129,1400 Block Of Quesada  Avenue,San Francisco,CA,94124.0,04/06/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,05/29/2023,10.0,Bayview Hunters Point,"(37.73065459037608, -122.38683126656619)",2018,37.73065459037608, -122.38683126656619,06075023200
9000,M181112,600 Block Of 14th  Avenue,San Francisco,CA,94118.0,04/03/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,05/28/2023,1.0,Outer Richmond,"(37.775908408470585, -122.47257216711465)",2018,37.775908408470585, -122.47257216711465,06075047600
9090,M171082,700 Block Of 28th  Avenue,San Francisco,CA,94121.0,05/08/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,06/26/2022,1.0,Outer Richmond,"(37.77522582473717, -122.48753259918337)",2017,37.77522582473717, -122.48753259918337,06075047702
9097,M171776,200 Block Of 2nd  Avenue,San Francisco,CA,94118.0,07/18/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,09/11/2022,1.0,Inner Richmond,"(37.78406830168709, -122.46027249627181)",2017,37.78406830168709, -122.46027249627181,06075040100
9176,M181214,0 Block Of Conkling  Street,San Francisco,CA,94124.0,04/12/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,07/15/2023,10.0,Bayview Hunters Point,"(37.73560595838346, -122.40182877318941)",2018,37.73560595838346, -122.40182877318941,06075023001
9253,M171672,1800 Block Of Mcallister  Street,San Francisco,CA,94115.0,06/26/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,08/25/2022,5.0,Lone Mountain/USF,"(37.77721463170213, -122.44248867977386)",2017,37.77721463170213, -122.44248867977386,06075015700
9312,M181307,0 Block Of Prospect  Avenue,San Francisco,CA,94110.0,04/25/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,06/17/2023,9.0,Bernal Heights,"(37.744200384741134, -122.41814089935541)",2018,37.744200384741134, -122.41814089935541,06075025300
9317,M181207,800 Block Of Rhode Island  Street,San Francisco,CA,94107.0,04/10/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,06/08/2023,10.0,Potrero Hill,"(37.7590433306866, -122.40194918584501)",2018,37.7590433306866, -122.40194918584501,06075022704
9320,M181221,100 Block Of Hahn  Street,San Francisco,CA,94134.0,04/16/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,06/10/2023,10.0,Visitacion Valley,"(37.712691062598985, -122.41558039538897)",2018,37.712691062598985, -122.41558039538897,Nan
9322,M181222,400 Block Of 35th  Avenue,San Francisco,CA,94121.0,04/16/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,06/12/2023,1.0,Outer Richmond,"(37.78055577895431, -122.49558949422929)",2018,37.78055577895431, -122.49558949422929,06075047802
9401,M181304,200 Block Of Louisburg  Street,San Francisco,CA,94112.0,04/20/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,06/17/2023,11.0,Oceanview/Merced/Ingleside,"(37.719943262774535, -122.45052362265953)",2018,37.719943262774535, -122.45052362265953,06075031202
9405,M181215,1300 Block Of Church  Street,San Francisco,CA,94114.0,04/13/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,06/10/2023,8.0,Noe Valley,"(37.74889157314863, -122.42723037048864)",2018,37.74889157314863, -122.42723037048864,06075021400
9474,M170309,2500 Block Of Cabrillo  Street,San Francisco,CA,94121.0,02/13/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,04/09/2022,1.0,Outer Richmond,"(37.77430841366315, -122.48592897985279)",2017,37.77430841366315, -122.48592897985279,06075047702
9499,M171473,1200 Block Of Palou  Avenue,San Francisco,CA,94124.0,06/06/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,08/04/2022,10.0,Bayview Hunters Point,"(37.73030887774129, -122.38431887615462)",2017,37.73030887774129, -122.38431887615462,06075023102
9710,M170136,600 Block Of Capp  Street,San Francisco,CA,94110.0,01/26/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,03/26/2022,9.0,Mission,"(37.75630587543189, -122.41766646371849)",2017,37.75630587543189, -122.41766646371849,06075020800
9757,M181113,200 Block Of 2nd  Avenue,San Francisco,CA,94118.0,04/03/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,06/02/2023,1.0,Inner Richmond,"(37.78406830168709, -122.46027249627181)",2018,37.78406830168709, -122.46027249627181,06075040100
9770,M181216,2400 Block Of Pacific  Avenue,San Francisco,CA,94115.0,04/13/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,06/12/2023,2.0,Pacific Heights,"(37.7931877775555, -122.43554634348223)",2018,37.7931877775555, -122.43554634348223,06075013200
9772,M181306,0 Block Of Arleta  Avenue,San Francisco,CA,94134.0,04/23/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,06/08/2023,10.0,Visitacion Valley,"(37.71278547033632, -122.40357873527337)",2018,37.71278547033632, -122.40357873527337,06075026403
10171,M171678,6000 Block Of Fulton  Street,San Francisco,CA,94121.0,07/06/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,08/26/2022,1.0,Outer Richmond,"(37.772062317248015, -122.49651339128465)",2017,37.772062317248015, -122.49651339128465,06075047802
10331,M181205,1300 Block Of 45th  Avenue,San Francisco,CA,94122.0,04/09/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,06/05/2023,4.0,Sunset/Parkside,"(37.76140516029353, -122.50485311228569)",2018,37.76140516029353, -122.50485311228569,06075035202
10332,M181220,1900 Block Of Judah  Street,San Francisco,CA,94122.0,04/16/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,06/11/2023,4.0,Sunset/Parkside,"(37.761386009228424, -122.48288376968648)",2018,37.761386009228424, -122.48288376968648,06075032601
10334,M181303,500 Block Of 19th  Avenue,San Francisco,CA,94121.0,04/20/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,06/18/2023,1.0,Outer Richmond,"(37.777523000149635, -122.47816880906436)",2018,37.777523000149635, -122.47816880906436,06075047600
10338,M181312,3600 Block Of Moraga  Street,San Francisco,CA,94122.0,04/26/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,06/19/2023,4.0,Sunset/Parkside,"(37.75503279647406, -122.50178773374321)",2018,37.75503279647406, -122.50178773374321,06075035100
10339,M181313,0 Block Of Rae  Avenue,San Francisco,CA,94112.0,04/27/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,06/23/2023,11.0,Outer Mission,"(37.71208546198652, -122.44803010864575)",2018,37.71208546198652, -122.44803010864575,06075026200
10448,M171084,1200 Block Of 38th  Avenue,San Francisco,CA,94122.0,05/10/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,07/04/2022,4.0,Sunset/Parkside,"(37.76360744470754, -122.49748100259526)",2017,37.76360744470754, -122.49748100259526,06075035100
10480,M181629,2700 Block Of Octavia  Street,San Francisco,CA,94123.0,05/24/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,07/22/2023,2.0,Marina,"(37.797467257532396, -122.42875134208427)",2018,37.797467257532396, -122.42875134208427,06075013000
10491,M181395,500 Block Of Monterey  Boulevard,San Francisco,CA,94127.0,05/03/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,07/01/2023,7.0,West of Twin Peaks,"(37.73165057382053, -122.44693611394267)",2018,37.73165057382053, -122.44693611394267,06075031100
10599,M170313,3900 Block Of Lincoln  Way,San Francisco,CA,94122.0,02/17/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,04/09/2022,4.0,Sunset/Parkside,"(37.7643402052422, -122.50028834126128)",2017,37.7643402052422, -122.50028834126128,06075035100
10846,M170983,900 Block Of York  Street,San Francisco,CA,94110.0,04/13/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,06/05/2022,9.0,Mission,"(37.75685705830046, -122.40850627070917)",2017,37.75685705830046, -122.40850627070917,06075022803
10897,M181402,100 Block Of Teddy  Avenue,San Francisco,CA,94134.0,05/07/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,06/06/2023,10.0,Visitacion Valley,"(37.71417880479703, -122.40548654881192)",2018,37.71417880479703, -122.40548654881192,06075026403
10898,M181518,1100 Block Of Florida  Street,San Francisco,CA,94110.0,05/25/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,07/17/2023,9.0,Mission,"(37.75354398885274, -122.41007418626837)",2018,37.75354398885274, -122.41007418626837,06075022902
10902,M181625,700 Block Of Madrid  Street,San Francisco,CA,94112.0,05/21/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,07/17/2023,11.0,Excelsior,"(37.71770219824621, -122.43568459149796)",2018,37.71770219824621, -122.43568459149796,06075026004
10911,M181393,2400 Block Of 39th  Avenue,San Francisco,CA,94116.0,05/03/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,06/30/2023,4.0,Sunset/Parkside,"(37.74116819002474, -122.49711970159387)",2018,37.74116819002474, -122.49711970159387,06075035300
10912,M181396,2100 Block Of 12th  Avenue,San Francisco,CA,94116.0,05/03/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,07/02/2023,7.0,West of Twin Peaks,"(37.74759679596984, -122.46845656858902)",2018,37.74759679596984, -122.46845656858902,06075030400
10915,M181511,700 Block Of Natoma  Street,San Francisco,CA,94103.0,05/14/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,07/10/2023,6.0,South of Market,"(37.77608805201559, -122.41298670568248)",2018,37.77608805201559, -122.41298670568248,06075017601
10921,M180580,1200 Block Of Kearny  Street,San Francisco,CA,94133.0,02/15/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,04/06/2023,3.0,North Beach,"(37.79944380150312, -122.40567131474927)",2018,37.79944380150312, -122.40567131474927,06075010400
10959,M170135,800 Block Of 45th  Avenue,San Francisco,CA,94121.0,01/25/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,04/24/2022,1.0,Outer Richmond,"(37.772527114293155, -122.50561002875197)",2017,37.772527114293155, -122.50561002875197,06075047901
10974,M181710,0 Block Of Melra  Court,San Francisco,CA,94134.0,05/29/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,07/22/2023,10.0,Visitacion Valley,"(37.709838464296354, -122.41056021201132)",2018,37.709838464296354, -122.41056021201132,06075026403
10979,M181512,700 Block Of Natoma  Street,San Francisco,CA,94103.0,05/14/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,07/10/2023,6.0,South of Market,"(37.77608805201559, -122.41298670568248)",2018,37.77608805201559, -122.41298670568248,06075017601
10980,M181517,1500 Block Of Funston  Avenue,San Francisco,CA,94122.0,05/25/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,07/22/2023,7.0,Inner Sunset,"(37.75875183558767, -122.47030805068235)",2018,37.75875183558767, -122.47030805068235,06075030301
10983,M181510,2000 Block Of Greenwich  Street,San Francisco,CA,94123.0,05/14/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,07/08/2023,2.0,Marina,"(37.79931944416521, -122.4334135249705)",2018,37.79931944416521, -122.4334135249705,06075012902
11047,M181627,800 Block Of 42nd  Avenue,San Francisco,CA,94121.0,05/21/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,08/16/2023,1.0,Outer Richmond,"(37.772674139894484, -122.50239833292505)",2018,37.772674139894484, -122.50239833292505,06075047901
11049,M181400,100 Block Of Flood  Avenue,San Francisco,CA,94131.0,05/04/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,07/01/2023,7.0,West of Twin Peaks,"(37.72995883654796, -122.4431512967206)",2018,37.72995883654796, -122.4431512967206,06075031100
11052,M181315,0 Block Of Apollo  Street,San Francisco,CA,94134.0,04/30/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,06/15/2023,10.0,Bayview Hunters Point,"(37.732124787177284, -122.39776557733842)",2018,37.732124787177284, -122.39776557733842,06075023003
11057,M181507,0 Block Of Conkling  Street,San Francisco,CA,94124.0,05/07/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,08/15/2023,10.0,Bayview Hunters Point,"(37.73560595838346, -122.40182877318941)",2018,37.73560595838346, -122.40182877318941,06075023001
11062,M181506,0 Block Of Perego  Terrace,San Francisco,CA,94131.0,05/07/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,06/05/2023,8.0,Twin Peaks,"(37.750449793630516, -122.44470207222737)",2018,37.750449793630516, -122.44470207222737,06075020402
