Total Housing Units,Year,Median Year Structure Built,Median Year Moved In,Percent with Bachelor's degree,Median rent burden,Evictions per units,Percent Black,Percent White,Percent Asian,Percent Native,Neighbors Mean,Number Stops,num shuttle stops
3166.0,2016,1939.0,2011.0,1761.0,23.2,0.00031585596967782683,0.020938159389709464,0.6474598279500081,0.2605096575231294,0.00016231131309852294,6.0,17,0.0
2044.1584,2017,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,4.0,17,0.0
2044.1584,2018,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,3.0,17,0.0
2495.0,2016,1969.0,2011.0,1091.0,30.0,0.00040080160320641277,0.030402629416598194,0.5691591344837031,0.35141057244590523,0.0,0.0,15,0.0
1363.0,2013,1945.0,2006.0,42.4,28.7,0.001467351430667645,0.01882693700217234,0.5528602461984069,0.35409123823316435,0.0,0.0,8,0.0
1454.0,2014,1947.0,2009.0,8.3,29.4,0.001375515818431912,0.024212271973466003,0.56318407960199,0.3333333333333333,0.0,2.0,8,0.0
1542.0,2015,1949.0,2011.0,1010.0,25.8,0.0012970168612191958,0.014444778814324403,0.5576286488113151,0.3478784231116461,0.0,4.0,8,0.0
1575.0,2016,1951.0,2011.0,957.0,26.8,0.0006349206349206348,0.008552229688454491,0.5632254123396457,0.3613317043372022,0.0,4.0,8,0.0
2044.1584,2017,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,3.0,8,0.0
2044.1584,2018,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,2.0,8,0.0
2706.0,2011,1951.0,2005.0,31.9,19.6,0.00036954915003695486,0.06698814023198227,0.5207871758112863,0.2596116251791998,0.0,0.0,26,0.0
2746.0,2012,1952.0,2004.0,34.5,24.0,0.0003641660597232338,0.07664574709574043,0.5426625717719321,0.2570436640405929,0.0,1.0,26,0.0
2755.0,2013,1952.0,2005.0,34.9,25.8,0.001088929219600726,0.08111684530898505,0.5600105862114596,0.2639936482731243,0.0,2.0,26,0.0
2819.0,2014,1946.0,2007.0,4.8,26.8,0.00035473572188719397,0.062343246148333926,0.5844977905171385,0.2603606831482145,0.0,4.0,26,0.0
2831.0,2016,1950.0,2006.5289389067527,2154.0,27.7,0.0014129282938890849,0.03939393939393939,0.5887766554433221,0.2621773288439955,0.0,1.0,26,0.0
2044.1584,2017,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,4.0,26,0.0
2044.1584,2018,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,7.0,26,0.0
1780.0,2013,1952.0,2003.0,27.6,25.4,0.0011235955056179776,0.34182479854432024,0.4811541460878607,0.1148947231609046,0.0,0.0,13,1.0
1758.0,2014,1958.0,2005.0,6.4,23.6,0.0005688282138794084,0.299625468164794,0.4815409309791333,0.15195291599785982,0.0,2.0,13,1.0
1784.0,2015,1965.0,2006.0,954.0,24.6,0.0016816143497757848,0.3795346509882412,0.4070552914686015,0.16962722041531147,0.0,3.0,13,1.0
1773.0,2016,1969.0,2007.0,930.0,22.5,0.0005640157924421883,0.3683571948556176,0.3863140014559573,0.1528755156515409,0.0,4.0,13,1.0
1596.0,2012,1939.0,2003.0,49.0,28.2,0.0018796992481203009,0.0797893884163629,0.7310652085864723,0.11300121506682867,0.0,0.0,7,0.0
1634.0,2013,1939.0,2005.0,48.2,26.6,0.0018359853121175031,0.09652509652509653,0.6935766935766936,0.1217971217971218,0.011232011232011231,3.0,7,0.0
1672.0,2014,1939.0,2006.0,7.0,26.0,0.0023923444976076554,0.08107155445893549,0.6979203383856186,0.12407472682410994,0.007754670426506873,6.0,7,0.0
1710.0,2015,1939.0,2010.0,1161.0,25.5,0.0005847953216374268,0.0902304446608244,0.6708860759493671,0.11424862057773452,0.006815968841285297,7.0,7,0.0
1684.0,2016,1939.0,2010.0,1344.0,23.5,0.0011876484560570072,0.07015959048479374,0.6726889491117133,0.1433303221921108,0.005118940078289671,5.0,7,0.0
2044.1584,2017,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,3.0,7,0.0
2044.1584,2018,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,4.0,7,0.0
2854.0,2015,1976.0,2006.0,1082.0,28.4,0.000350385423966363,0.33181320685881066,0.24388909157241884,0.3195913900036483,0.009850419554906968,0.0,13,0.0
1688.0,2013,1941.0,2006.0,44.8,32.3,0.0005924170616113746,0.04307820995399415,0.684650773734839,0.13634462567963196,0.0,0.0,9,0.0
1795.0,2015,1941.0,2010.0,1063.0,28.4,0.0005571030640668524,0.04281009879253568,0.6948408342480791,0.1628247347237468,0.0,1.0,9,0.0
2044.1584,2017,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,1.0,9,0.0
2183.0,2011,1939.0,2005.0,34.4,29.0,0.0004580852038479157,0.2497318172066081,0.5569620253164557,0.11435314310233854,0.0055782021025531005,0.0,12,0.0
2157.0,2012,1939.0,2004.0,38.9,30.6,0.0013908205841446453,0.2636282394995532,0.5507149240393209,0.12421805183199285,0.004468275245755138,1.0,12,0.0
2194.0,2013,1939.0,2005.0,41.9,25.0,0.00045578851412944393,0.2757809157038939,0.5162601626016261,0.1433461703038083,0.002567394094993581,4.0,12,0.0
2197.0,2014,1939.0,2005.0,9.9,23.0,0.0009103322712790167,0.2748525695029486,0.5360151642796968,0.11604886267902274,0.008003369839932602,4.0,12,0.0
2164.0,2015,1939.0,2007.0,1669.0,23.0,0.0009242144177449168,0.2528661042613022,0.5567813108371188,0.127406446030716,0.0,3.0,12,0.0
2176.0,2016,1939.0,2007.0,1844.0,22.0,0.0004595588235294117,0.14656522712016112,0.5970015663459387,0.15104050123070034,0.0,4.0,12,0.0
