Total Housing Units,Year,Median Year Structure Built,Median Year Moved In,Percent with Bachelor's degree,Median rent burden,Evictions per units,Percent Black,Percent White,Percent Asian,Percent Native,Neighbors Mean,Number Stops,num shuttle stops
2044.1584,2017,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,3.0,12,0.0
1926.0,2014,1939.0,2007.0,5.3,24.1,0.0005192107995846313,0.09794437726723096,0.7230955259975816,0.1049576783555018,0.004594921402660218,0.0,8,0.0
1951.0,2016,1939.0,2010.0,1729.0,22.7,0.002050230650948232,0.10648148148148147,0.7048611111111112,0.10648148148148147,0.0023148148148148147,1.0,8,0.0
2044.1584,2017,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,4.0,8,0.0
2533.0,2012,1939.0,2005.0,40.4,26.7,0.0011843663639952626,0.047812620983352684,0.7559039876113047,0.08420441347270616,0.007936507936507936,0.0,22,0.0
2513.0,2013,1939.0,2006.0,42.6,25.5,0.0019896538002387586,0.04613348459065986,0.7708451503119682,0.08829646435999244,0.007562866326337681,3.0,22,0.0
2518.0,2014,1939.0,2007.0,6.1,24.6,0.0011914217633042098,0.12510800069120442,0.6580266113703128,0.11335752548816312,0.008640055296353897,8.0,22,0.0
2488.0,2015,1939.0,2009.0,1768.0,24.2,0.00040192926045016077,0.11527680448493342,0.6967414155571128,0.09618079887876664,0.0019271198318149968,8.0,22,0.0
2527.0,2016,1939.0,2010.0,2153.0,22.5,0.001978630787495053,0.11154499151103564,0.7039049235993209,0.09168081494057724,0.0018675721561969441,4.0,22,0.0
2044.1584,2017,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,6.0,22,0.0
2044.1584,2018,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,10.0,22,0.0
2702.0,2012,1939.0,2005.0,45.2,25.8,0.0007401924500370098,0.059418931583880036,0.7467666354264293,0.0894095595126523,0.0,0.0,15,0.0
2683.0,2013,1939.0,2006.0,50.9,25.1,0.0014908684308609765,0.04061003724064551,0.7494236566767157,0.11012590884908673,0.0,2.0,15,0.0
2672.0,2014,1939.0,2007.0,6.0,24.6,0.0014970059880239526,0.047679248690626695,0.7534766118836915,0.11107097706339172,0.0032508578652700017,6.0,15,0.0
2683.0,2015,1939.0,2010.0,2339.0,24.5,0.0018635855385762208,0.016459400146305782,0.7648134601316752,0.1320409656181419,0.0031089978054133147,8.0,15,0.0
2563.0,2011,1939.0,2005.0,37.7,25.4,0.0007803355442840423,0.09562235222917087,0.7090982449061932,0.1272947347185798,0.0012104095218882388,0.0,13,0.0
2529.0,2012,1939.0,2005.0,41.2,24.7,0.0007908264136022142,0.08766545175522733,0.7176290044120468,0.1358143103779014,0.0009591406100134279,2.0,13,0.0
2499.0,2013,1939.0,2007.0,47.5,24.3,0.001600640256102441,0.016956077630234934,0.8241062308478039,0.1160367722165475,0.001634320735444331,4.0,13,0.0
2533.0,2015,1939.0,2010.0,2055.0,20.2,0.0007895775759968418,0.040892968912998116,0.8399749634884206,0.07135405800125183,0.0018777383684539953,4.0,13,0.0
2538.0,2016,1939.0,2011.0,2077.0,19.3,0.0011820330969267141,0.05243676742751388,0.8147234217561177,0.06888751799300842,0.0,2.0,13,0.0
2044.1584,2018,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,3.0,13,0.0
1745.0,2011,1939.0,2005.0,38.4,27.0,0.001146131805157593,0.17782691092861655,0.6099178774478837,0.1010739102969046,0.016424510423247,0.0,12,0.0
1747.0,2012,1939.0,2004.0,38.0,28.3,0.0005724098454493418,0.1540454938093867,0.606104232651886,0.11200691045205874,0.031960840771667144,2.0,12,0.0
1747.0,2014,1939.0,2005.0,6.3,26.6,0.0005724098454493418,0.15770501652147792,0.6212075698407931,0.13757885250826074,0.009612496245118654,1.0,12,0.0
1774.0,2015,1939.0,2007.0,1391.0,26.3,0.0011273957158962795,0.12928611579539068,0.6776278808319279,0.11439010680157392,0.005621135469364812,1.0,12,0.0
1783.0,2016,1939.0,2007.0,1383.0,26.5,0.0016825574873808188,0.06590346534653466,0.7936262376237624,0.08292079207920793,0.0,3.0,12,0.0
1963.0,2012,1939.0,2004.0,38.0,28.4,0.0005094243504839531,0.18005808325266215,0.6105195224265892,0.11777992900935785,0.006131010003226848,0.0,7,0.0
1969.0,2014,1939.0,2005.0,6.7,23.4,0.0005078720162519045,0.0933378424078458,0.6175177544808927,0.19039567128846804,0.017923571187013862,1.0,7,0.0
1986.0,2015,1939.0,2005.0,1020.0,22.7,0.0010070493454179257,0.07173696446363334,0.6300232480903354,0.12288276320159415,0.01693789438724676,1.0,7,0.0
1796.0,2011,1939.0,2004.0,37.4,23.5,0.0011135857461024498,0.041227526348419086,0.7870427774333539,0.10384376937383756,0.0,0.0,20,0.0
1779.0,2013,1939.0,2004.0,42.8,25.3,0.0005621135469364812,0.02537744940571796,0.8181818181818182,0.08191455187921619,0.0,2.0,20,0.0
1764.0,2015,1939.0,2008.0,1096.0,22.6,0.0011337868480725626,0.04720455306327419,0.7840642785403414,0.10311349179779042,0.0,1.0,20,0.0
1772.0,2016,1939.0,2008.0,1010.0,21.7,0.000564334085778781,0.054007567939456484,0.7719298245614035,0.11661506707946336,0.0,2.0,20,0.0
2372.0,2011,1939.0,2005.0,42.2,25.5,0.0004215851602023609,0.05861309851403412,0.7982938910291689,0.08613098514034123,0.0,0.0,21,1.0
2386.0,2012,1939.0,2004.0,43.3,26.6,0.00041911148365465214,0.051256026389241316,0.8061405734585131,0.09540725704136006,0.0,1.0,21,1.0
2370.0,2014,1939.0,2008.0,5.5,27.2,0.0016877637130801688,0.03214933886440238,0.8211044853513093,0.12056002074150896,0.0,1.0,21,1.0
2355.0,2016,1939.0,2011.0,1379.0,22.7,0.0008492569002123143,0.01035615054306643,0.824703207880778,0.12477898459206872,0.0,4.0,21,1.0
2044.1584,2017,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,2.0,21,1.0
1923.0,2012,1939.0,2006.0,39.4,20.1,0.0026001040041601664,0.0508280982295831,0.8101085094231868,0.04797258709308967,0.0,0.0,23,0.0
1933.0,2013,1939.0,2008.0,42.9,22.6,0.0010346611484738748,0.03620040544454098,0.8398494063133507,0.048363741673906745,0.0,5.0,23,0.0
1966.0,2014,1939.0,2010.0,7.3,22.2,0.001017293997965412,0.030081529378689912,0.8585886983412988,0.03739105988192297,0.006184987348889514,7.0,23,0.0
1970.0,2016,1939.0,2011.0,1267.0,22.4,0.0005076142131979697,0.0437860513896172,0.8308862087047719,0.04352385946512848,0.009176717357105402,2.0,23,0.0
2044.1584,2017,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,1.0,23,0.0
2044.1584,2018,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,2.0,23,0.0
1835.0,2012,1939.0,2005.0,53.5,22.2,0.0016348773841961856,0.05793871866295264,0.7849582172701949,0.049860724233983286,0.0,0.0,19,0.0
1857.0,2014,1939.0,2008.0,6.4,23.9,0.002154011847065159,0.03055411703780425,0.7933713102019679,0.07198342827550493,0.0,3.0,19,0.0
1839.0,2015,1939.0,2011.0,1200.0,25.5,0.0016313213703099511,0.030021253985122214,0.7962274176408076,0.06934112646121147,0.0,4.0,19,0.0
1829.0,2016,1939.0,2011.0,1199.0,25.8,0.0032804811372334607,0.01702127659574468,0.8172872340425532,0.08218085106382979,0.0,7.0,19,0.0
2044.1584,2018,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,6.0,19,0.0
4764.0,2013,1990.0,2007.0,22.0,34.0,0.0002099076406381192,0.14689833429063756,0.27627800114876505,0.4586444572085009,0.013497989661114302,0.0,39,0.0
2044.1584,2018,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,0.0,39,0.0
2044.1584,2017,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,0.0,35,0.0
2376.0,2014,1983.0,2008.0,7.0,31.7,0.0004208754208754209,0.08567448339911772,0.4583236591595078,0.3064778267935918,0.0,0.0,19,0.0
2520.0,2015,1989.0,2010.0,1100.0,32.3,0.0003968253968253968,0.1370345891165455,0.44437100682969816,0.26657854152897115,0.0,1.0,19,0.0
1566.0,2015,2001.0,2011.0,940.0,23.9,0.0006385696040868455,0.14948932219127206,0.4726090993500464,0.20365212008666048,0.0071185391519653345,0.0,25,0.0
2044.1584,2017,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,0.0,16,0.0
3446.0,2011,1941.0,2005.0,35.7,27.4,0.0008705745792222867,0.07514656244448392,0.5969088648072481,0.17534197903712914,0.007639012257949902,0.0,6,0.0
3457.0,2012,1939.0,2004.0,38.7,28.5,0.0011570726063060456,0.06492614221916868,0.6027138440398488,0.21470285125386465,0.0,3.0,6,0.0
3423.0,2013,1939.0,2005.0,38.1,26.2,0.00029214139643587484,0.08091424758091424,0.6221221221221221,0.16900233566900233,0.0,7.0,6,0.0
3417.0,2015,1939.0,2008.0,2122.0,23.8,0.0014632718759145448,0.05924050632911392,0.6351054852320676,0.18430379746835449,0.0,1.0,6,0.0
3425.0,2016,1939.0,2010.0,2136.0,23.7,0.00029197080291970805,0.037751538333610515,0.6708797605188758,0.16364543489106936,0.002660901380342591,5.0,6,0.0
2044.1584,2017,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,6.0,6,0.0
2044.1584,2018,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,3.0,6,0.0
1816.0,2012,1939.0,2004.0,43.5,20.0,0.0005506607929515419,0.018995492594977462,0.7720540888602705,0.13811976819059885,0.009336767546683838,0.0,14,3.0
1806.0,2013,1939.0,2004.0,41.9,20.5,0.0005537098560354374,0.01465901848311026,0.7441045251752709,0.12746972594008926,0.010834926704907584,1.0,14,3.0
1813.0,2014,1939.0,2004.0,5.5,21.6,0.001654715940430226,0.020052596975673898,0.7373438527284681,0.131163708086785,0.01183431952662722,2.0,14,3.0
2044.1584,2017,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,0.0,14,3.0
1826.0,2011,1942.0,2005.0,44.2,23.2,0.0016429353778751367,0.005427408412483039,0.8782225237449118,0.09294436906377204,0.0,0.0,28,0.0
1804.0,2012,1939.0,2004.0,39.1,21.9,0.0005543237250554324,0.032439176543980035,0.8502807236431691,0.07361197754210855,0.0028072364316905803,3.0,28,0.0
1812.0,2013,1942.0,2005.0,34.6,22.7,0.0027593818984547464,0.04399030135088327,0.8313127814340145,0.07100796674748874,0.002424662279182543,4.0,28,0.0
1852.0,2014,1942.0,2007.0,6.8,23.2,0.0010799136069114474,0.04012944983818769,0.8061488673139159,0.0715210355987055,0.011326860841423949,6.0,28,0.0
1838.0,2015,1939.0,2008.0,1135.0,22.2,0.000544069640914037,0.03759158967824148,0.775087607518318,0.10927046830200696,0.011150047785919085,7.0,28,0.0
1831.0,2016,1939.0,2010.0,1021.0,25.1,0.0005461496450027307,0.029185375240538807,0.7437459910198846,0.1433611289288005,0.012187299550994226,3.0,28,0.0
2044.1584,2017,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,2.0,28,0.0
2044.1584,2018,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,2.0,28,0.0
2619.0,2011,1967.0,2004.0,39.0,25.6,0.0003818251240931654,0.019592055823939882,0.7705314009661836,0.16586151368760066,0.0,0.0,20,0.0
2600.0,2012,1968.0,2003.0,39.0,26.2,0.0003846153846153846,0.016555473190017298,0.8013343217197925,0.1309612058314801,0.0,1.0,20,0.0
2619.0,2013,1967.0,2004.0,34.8,25.3,0.0007636502481863308,0.02695610687022901,0.7514312977099237,0.15267175572519084,0.0,2.0,20,0.0
2642.0,2014,1966.0,2005.0,6.0,25.8,0.0003785011355034065,0.028827519379844964,0.7630813953488372,0.1431686046511628,0.0,3.0,20,0.0
2719.0,2015,1966.0,2007.0,1391.0,26.8,0.0018389113644722325,0.025389755011135856,0.7514476614699331,0.12583518930957685,0.0,3.0,20,0.0
2044.1584,2017,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,5.0,20,0.0
2044.1584,2018,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,1.0,20,0.0
1410.0,2012,1939.0,2002.0,35.3,28.2,0.0007092198581560284,0.0062370062370062365,0.8278586278586278,0.10145530145530146,0.0058212058212058215,0.0,18,0.0
1441.0,2013,1939.0,2003.0,32.4,24.0,0.0006939625260235947,0.004807692307692308,0.8657852564102564,0.05368589743589743,0.006009615384615385,1.0,18,0.0
1441.0,2014,1939.0,2004.0,5.5,25.8,0.0006939625260235947,0.02343159486016629,0.8458049886621315,0.057823129251700675,0.0049130763416477706,2.0,18,0.0
1444.0,2015,1939.0,2006.0,720.0,24.6,0.002770083102493075,0.02373995617238861,0.8371073776479182,0.07815924032140248,0.005113221329437546,2.0,18,0.0
1447.0,2016,1939.0,2007.0,787.0,23.3,0.000691085003455425,0.02041522491349481,0.8460207612456747,0.07439446366782007,0.003114186851211073,5.0,18,0.0
2044.1584,2017,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,5.0,18,0.0
2044.1584,2018,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,3.0,18,0.0
2873.0,2011,1939.0,2005.0,41.4,25.8,0.0006961364427427776,0.020567222342498376,0.8452045897380386,0.04979432777657502,0.007577397705130981,0.0,19,0.0
2908.0,2013,1939.0,2004.0,37.7,25.0,0.000687757909215956,0.015111111111111113,0.8191111111111111,0.0811111111111111,0.011777777777777778,2.0,19,0.0
2931.0,2014,1939.0,2004.0,6.7,23.0,0.002729443875810304,0.01888430649012373,0.7927067505969178,0.07792489689602779,0.015628391578033432,2.0,19,0.0
2922.0,2015,1939.0,2006.0,1337.0,22.8,0.0006844626967830253,0.022098262175498817,0.8163484230851749,0.09568762068225704,0.0025745548165629693,10.0,19,0.0
2923.0,2016,1939.0,2008.0,1609.0,22.5,0.00034211426616489907,0.02632620744259699,0.7682106096595408,0.1169833729216152,0.003562945368171021,10.0,19,0.0
2044.1584,2017,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,3.0,19,0.0
2044.1584,2018,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,5.0,19,0.0
2859.0,2011,1939.0,2005.0,40.9,22.9,0.0006995452955578874,0.013047363717605004,0.8212689901697945,0.06827524575513852,0.004468275245755138,0.0,4,2.0
2852.0,2012,1939.0,2004.0,45.9,20.8,0.0017531556802244039,0.0162900683131897,0.7836748992818356,0.0905587668593449,0.003152916447714136,2.0,4,2.0
2866.0,2013,1939.0,2006.0,51.8,20.7,0.00034891835310537326,0.009422439364857793,0.7838073634618741,0.08288256848717501,0.005060198918164368,7.0,4,2.0
2854.0,2014,1939.0,2008.0,5.9,22.5,0.001051156271899089,0.009213193292795284,0.7407407407407407,0.11553344389165285,0.004790860512253547,6.0,4,2.0
2929.0,2015,1939.0,2010.0,2393.0,22.9,0.0010242403550699897,0.012065550153070412,0.7023230686115614,0.1446065189987394,0.005222402305060328,4.0,4,2.0
2951.0,2016,1939.0,2006.5289389067527,2426.0,21.9,0.0010166045408336157,0.013155349197136778,0.6863996904623718,0.1567034242600116,0.00522344747533372,6.0,4,2.0
2044.1584,2017,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,6.0,4,2.0
2044.1584,2018,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,6.0,4,2.0
2709.0,2011,1939.0,2005.0,28.7,28.6,0.0007382798080472499,0.026693724633156408,0.7154230408991571,0.10490165469871997,0.016859194505151418,0.0,7,0.0
2710.0,2012,1939.0,2004.0,25.2,28.7,0.0003690036900369004,0.033539412673879436,0.6675425038639876,0.13647604327666152,0.015919629057187017,2.0,7,0.0
2763.0,2013,1939.0,2004.0,26.1,27.0,0.0014477017734346724,0.02862280833208452,0.6644687546830511,0.1269294170537989,0.015435336430391128,3.0,7,0.0
2753.0,2014,1939.0,2006.0,5.1,29.1,0.000726480203414457,0.03154318990617923,0.6357165965706891,0.13102555807182142,0.014881915237787126,5.0,7,0.0
2778.0,2015,1939.0,2006.0,1547.0,24.6,0.0014398848092152627,0.024595366550301492,0.5490320533164075,0.12757854649317674,0.010155506188511585,6.0,7,0.0
2879.0,2016,1939.0,2007.0,1853.0,24.6,0.0038207711010767626,0.028607755880483164,0.5440241576605213,0.15972663699936426,0.014144945963127781,6.0,7,0.0
2044.1584,2017,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,15.0,7,0.0
2044.1584,2018,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,14.0,7,0.0
1932.0,2011,1939.0,2004.0,32.8,27.9,0.0015527950310559005,0.003998400639744102,0.73390643742503,0.15093962415033987,0.004798080767692923,0.0,15,2.0
1915.0,2012,1939.0,2003.0,29.2,26.4,0.001566579634464752,0.0044498381877022646,0.7328074433656958,0.13612459546925568,0.0186084142394822,3.0,15,2.0
1916.0,2013,1939.0,2004.0,28.7,27.2,0.003131524008350731,0.00482994566311129,0.6536526464077279,0.14107466291004225,0.014087341517407929,6.0,15,2.0
1885.0,2014,1939.0,2005.0,4.8,30.7,0.0005305039787798408,0.011645140800338773,0.5847977980097395,0.13529536311666313,0.025831039593478718,9.0,15,2.0
1927.0,2015,1939.0,2006.0,1005.0,27.5,0.0015568240788790867,0.0142438206954336,0.6074570590699623,0.09656472559698366,0.02534562211981567,7.0,15,2.0
1963.0,2016,1939.0,2008.0,1158.0,25.3,0.0025471217524197657,0.014004465191800285,0.5632230566267505,0.13984168865435356,0.030241526283742638,4.0,15,2.0
2044.1584,2017,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,8.0,15,2.0
2044.1584,2018,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,7.0,15,2.0
2236.0,2011,1939.0,2005.0,51.0,28.5,0.0004472271914132378,0.0,0.7998139967449429,0.16321785631248548,0.0027900488258544524,0.0,3,4.0
2224.0,2013,1939.0,2005.0,48.5,28.9,0.0013489208633093526,0.00021743857360295715,0.7610350076103499,0.1395955642530985,0.002391824309632529,1.0,3,4.0
2215.0,2014,1939.0,2007.0,6.6,23.8,0.0004514672686230248,0.005706760316066725,0.7484635645302897,0.12686567164179105,0.005706760316066725,3.0,3,4.0
2274.0,2015,1939.0,2007.0,1976.0,23.9,0.0017590149516270893,0.005039439088518843,0.7206397896581945,0.12269938650306747,0.004820333041191937,4.0,3,4.0
2044.1584,2017,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,4.0,3,4.0
2019.0,2012,1939.0,2004.0,28.7,22.5,0.0009905894006934123,0.019288577154308616,0.8597194388777555,0.08266533066132263,0.0,0.0,12,0.0
2029.0,2013,1939.0,2004.0,34.1,23.5,0.0014785608674223755,0.014421838784445015,0.8323461241308266,0.0921967550862735,0.0012876641771825909,2.0,12,0.0
2041.0,2014,1939.0,2006.0,6.6,23.1,0.0004899559039686428,0.018782870022539443,0.7713498622589532,0.12021036814425246,0.004257450538442275,5.0,12,0.0
2030.0,2015,1939.0,2007.0,1334.0,23.0,0.0019704433497536944,0.015562248995983937,0.7911646586345381,0.12198795180722892,0.004769076305220886,4.0,12,0.0
2113.0,2016,1939.0,2010.0,1231.0,21.4,0.000946521533364884,0.013636363636363636,0.775598086124402,0.1284688995215311,0.004066985645933014,5.0,12,0.0
2044.1584,2017,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,6.0,12,0.0
2044.1584,2018,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,4.0,12,0.0
1573.0,2011,1939.0,2005.0,37.5,21.6,0.0006357279084551813,0.006405933917734322,0.8823331085637222,0.06979096426163182,0.004045853000674309,0.0,26,0.0
1550.0,2013,1939.0,2005.0,35.3,22.0,0.0012903225806451613,0.0018261504747991235,0.8254200146092038,0.10518626734842952,0.0,1.0,26,0.0
1561.0,2014,1939.0,2006.0,6.1,23.0,0.0012812299807815502,0.011611541168191415,0.8180858550316679,0.09746657283603097,0.0,2.0,26,0.0
1530.0,2015,1939.0,2007.0,932.0,21.4,0.00130718954248366,0.01052262364082778,0.8141003156787092,0.1118905647141354,0.0,4.0,26,0.0
1563.0,2016,1939.0,2010.0,922.0,20.7,0.0006397952655150353,0.010974822466107164,0.7956746287927695,0.09683666881859264,0.00032278889606197545,4.0,26,0.0
2044.1584,2017,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,3.0,26,0.0
2044.1584,2018,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,4.0,26,0.0
1285.0,2014,1939.0,2006.0,5.3,19.4,0.0015564202334630351,0.0,0.8046458492003047,0.12033511043412032,0.0,0.0,17,1.0
1287.0,2015,1939.0,2009.0,755.0,18.8,0.003108003108003108,0.0,0.7726418639609169,0.12927470875610672,0.0,2.0,17,1.0
1297.0,2016,1939.0,2010.0,868.0,18.2,0.0007710100231303008,0.0,0.7542372881355932,0.14075165806927045,0.0,6.0,17,1.0
1810.0,2011,1939.0,2005.0,39.8,21.3,0.0005524861878453039,0.00886786875554242,0.8037245048773278,0.08926987880579368,0.00443393437777121,0.0,13,0.0
1799.0,2012,1939.0,2004.0,39.3,21.0,0.0011117287381878821,0.004546746234725774,0.7899971582836033,0.11139528275078148,0.004262574595055414,1.0,13,0.0
1816.0,2014,1939.0,2007.0,5.1,21.0,0.002202643171806168,0.0026019080659150052,0.784908933217693,0.13616652211621855,0.003758311650766117,2.0,13,0.0
1806.0,2015,1939.0,2011.0,1187.0,19.9,0.0011074197120708748,0.0037868542061130646,0.7963213416283473,0.13226940762780634,0.004327833378414931,4.0,13,0.0
1823.0,2016,1939.0,2011.0,1100.0,20.0,0.0010970927043335162,0.006423982869379015,0.764186295503212,0.15792291220556745,0.00936830835117773,6.0,13,0.0
2044.1584,2017,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,4.0,13,0.0
2044.1584,2018,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,4.0,13,0.0
2730.0,2011,1939.0,2005.0,35.4,22.5,0.0003663003663003663,0.030474040632054174,0.7642964635063958,0.11681715575620767,0.0,0.0,12,0.0
2712.0,2014,1939.0,2006.0,6.1,25.6,0.002949852507374631,0.0382140768180932,0.7716903879898616,0.10489374147007212,0.0,0.0,12,0.0
2689.0,2015,1939.0,2009.0,1641.0,21.7,0.0011156563778356263,0.030110017371163863,0.8245512449334106,0.10615711252653927,0.0,8.0,12,0.0
2697.0,2016,1939.0,2010.0,1547.0,22.9,0.0003707823507601038,0.030894308943089432,0.8058943089430894,0.11544715447154473,0.002845528455284553,11.0,12,0.0
2044.1584,2017,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,4.0,12,0.0
2228.0,2014,1970.0,2010.0,6.2,28.7,0.00044883303411131066,0.06666666666666668,0.5963091118800461,0.19515570934256046,0.017070357554786617,0.0,23,0.0
2227.0,2015,1971.0,2012.0,1078.0,28.9,0.000898069151324652,0.08828213879408417,0.5874857792946531,0.2056882821387941,0.013196814562002276,1.0,23,0.0
2044.1584,2017,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,2.0,23,0.0
2044.1584,2018,1944.2644230769226,2006.5289389067527,508.8582399999994,28.240319999999965,0.0012669595937409494,0.04388550035077282,0.5149930959273683,0.3350392738745711,0.003473798967250809,2.0,23,0.0
2062.0,2011,1968.0,1998.0,30.8,25.8,0.0004849660523763337,0.054317897371714635,0.6483103879849812,0.20600750938673346,0.0,0.0,36,1.0
1975.0,2013,1970.0,2002.0,32.0,28.2,0.0005063291139240507,0.12732589048378526,0.5946305156831473,0.20228601807549176,0.0023923444976076554,1.0,36,1.0
1942.0,2014,1969.0,2006.0,5.8,31.8,0.0005149330587023687,0.12355969600392253,0.6217210100514832,0.17185584702132875,0.002451581269919098,1.0,36,1.0
1927.0,2016,1967.0,2008.0,1058.0,33.0,0.0005189413596263622,0.08866634098680996,0.6082071323888617,0.19394235466536394,0.001954079140205179,1.0,36,1.0
1948.0,2011,1939.0,2005.0,33.8,21.0,0.001540041067761807,0.01075011944577162,0.7718585762064023,0.11825131390348782,0.00358337314859054,0.0,27,0.0
