,Eviction ID,Address,City,State,Eviction Notice Source Zipcode,File Date,Non Payment,Breach,Nuisance,Illegal Use,Failure to Sign Renewal,Access Denial,Unapproved Subtenant,Owner Move In,Demolition,Capital Improvement,Substantial Rehab,Ellis Act WithDrawal,Condo Conversion,Roommate Same Unit,Other Cause,Late Payments,Lead Remediation,Development,Good Samaritan Ends,Constraints Date,Supervisor District,Neighborhoods - Analysis Boundaries,Location,Year,Latitude,Longitude,Geoid
29899,M162638,1300 Block Of De Haro  Street,San Francisco,CA,94107.0,08/10/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,09/30/2021,10.0,Potrero Hill,"(37.752368962241505, -122.4002895278677)",2016,37.752368962241505, -122.4002895278677,06075061400
29941,M111873,500 Block Of Argonaut  Avenue,San Francisco,CA,94134.0,11/29/2011,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11/22/2014,10.0,Visitacion Valley,"(37.70897803109439, -122.41471072616447)",2011,37.70897803109439, -122.41471072616447,06075026404
29971,M132054,900 Block Of Jones  Street,San Francisco,CA,94109.0,12/20/2013,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12/09/2016,3.0,Nob Hill,"(37.79000485836851, -122.41375378376867)",2013,37.79000485836851, -122.41375378376867,06075011901
29984,M151994,700 Block Of 39th  Avenue,San Francisco,CA,94121.0,08/03/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,07/27/2018,1.0,Outer Richmond,"(37.774681208482534, -122.49945592176411)",2015,37.774681208482534, -122.49945592176411,06075047901
29988,M150690,400 Block Of Octavia  Street,San Francisco,CA,94102.0,03/31/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,03/31/2018,5.0,Hayes Valley,"(37.775926133866605, -122.4245790825777)",2015,37.775926133866605, -122.4245790825777,06075016200
30002,M140744,1500 Block Of Waller  Street,San Francisco,CA,94117.0,04/15/2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,04/07/2017,5.0,Haight Ashbury,"(37.76871504288925, -122.44999892491523)",2014,37.76871504288925, -122.44999892491523,06075016600
30007,M163613,1300 Block Of 42nd  Avenue,San Francisco,CA,94122.0,11/21/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,01/17/2022,4.0,Sunset/Parkside,"(37.76154737706498, -122.5016359992922)",2016,37.76154737706498, -122.5016359992922,06075035100
30047,M182608,100 Block Of Hartford  Street,San Francisco,CA,94114.0,09/24/2018,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11/20/2023,8.0,Castro/Upper Market,"(37.76015119898467, -122.43389303175076)",2018,37.76015119898467, -122.43389303175076,06075020600
30058,M182605,1200 Block Of 41st  Avenue,San Francisco,CA,94122.0,09/10/2018,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11/07/2023,4.0,Sunset/Parkside,"(37.76346716977734, -122.50069529991866)",2018,37.76346716977734, -122.50069529991866,06075035100
30102,M182603,1200 Block Of Castro  Street,San Francisco,CA,94114.0,09/10/2018,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11/06/2023,8.0,Noe Valley,"(37.751693878740696, -122.4341951387571)",2018,37.751693878740696, -122.4341951387571,06075021200
30104,M182601,1200 Block Of 41st  Avenue,San Francisco,CA,94122.0,09/07/2018,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11/06/2023,4.0,Sunset/Parkside,"(37.76346716977734, -122.50069529991866)",2018,37.76346716977734, -122.50069529991866,06075035100
30114,M182606,4200 Block Of Cesar Chavez  Street,San Francisco,CA,94131.0,09/14/2018,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11/04/2023,8.0,Noe Valley,"(37.74716284146999, -122.43514537006929)",2018,37.74716284146999, -122.43514537006929,06075021600
30116,M182604,1200 Block Of Larkin  Street,San Francisco,CA,94109.0,09/10/2018,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,10/30/2023,3.0,Nob Hill,"(37.78961151651001, -122.41872822036272)",2018,37.78961151651001, -122.41872822036272,06075011100
30119,M152887,200 Block Of Monterey  Boulevard,San Francisco,CA,94131.0,10/26/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12/31/2020,7.0,West of Twin Peaks,"(37.73147514700338, -122.44088420355993)",2015,37.73147514700338, -122.44088420355993,06075031100
30148,M121576,900 Block Of Minnesota  Street,San Francisco,CA,94107.0,09/12/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,09/11/2015,10.0,Potrero Hill,"(37.759121018973055, -122.3904011596981)",2012,37.759121018973055, -122.3904011596981,06075022600
30196,M182600,1200 Block Of 29th  Avenue,San Francisco,CA,94122.0,09/06/2018,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,09/26/2023,4.0,Sunset/Parkside,"(37.76402730275357, -122.48797215747368)",2018,37.76402730275357, -122.48797215747368,06075032700
30198,M182609,2000 Block Of Taylor  Street,San Francisco,CA,94133.0,09/24/2018,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11/18/2023,3.0,Russian Hill,"(37.801448044454936, -122.41451342444383)",2018,37.801448044454936, -122.41451342444383,06075010300
30201,M182610,3600 Block Of Mission  Street,San Francisco,CA,94110.0,09/27/2018,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11/25/2023,8.0,Bernal Heights,"(37.73812753673646, -122.42406354462032)",2018,37.73812753673646, -122.42406354462032,06075025401
30207,M182437,100 Block Of 8th  Avenue,San Francisco,CA,94118.0,08/22/2018,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,10/13/2023,1.0,Inner Richmond,"(37.78564502076832, -122.4666932955414)",2018,37.78564502076832, -122.4666932955414,06075040200
30211,M182607,1300 Block Of Alemany  Boulevard,San Francisco,CA,94112.0,09/17/2018,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11/12/2023,11.0,Outer Mission,"(37.72947269621943, -122.43359916233416)",2018,37.72947269621943, -122.43359916233416,06075025500
30256,M120744,0 Block Of Downey  Street,San Francisco,CA,94117.0,05/29/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,05/25/2015,5.0,Haight Ashbury,"(37.76803165144563, -122.44744822792255)",2012,37.76803165144563, -122.44744822792255,06075017101
30284,M130600,3600 Block Of 22nd  Street,San Francisco,CA,94110.0,04/11/2013,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,04/09/2016,8.0,Noe Valley,"(37.75485141516467, -122.42941106893136)",2013,37.75485141516467, -122.42941106893136,06075021100
30303,M110013,600 Block Of Vermont  Street,San Francisco,CA,94107.0,01/07/2011,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12/30/2010,10.0,Potrero Hill,"(37.76146906393668, -122.40426561374511)",2011,37.76146906393668, -122.40426561374511,06075022704
30315,M162914,500 Block Of 17th  Avenue,San Francisco,CA,94121.0,09/23/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11/21/2021,1.0,Outer Richmond,"(37.77762661061808, -122.47588768943086)",2016,37.77762661061808, -122.47588768943086,06075047600
30320,M151320,2400 Block Of 17th  Avenue,San Francisco,CA,94116.0,05/29/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,05/27/2018,7.0,West of Twin Peaks,"(37.742210276332635, -122.47355726825343)",2015,37.742210276332635, -122.47355726825343,06075030800
30325,M150980,0 Block Of Gladstone  Drive,San Francisco,CA,94112.0,04/27/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,04/22/2018,9.0,Excelsior,"(37.73038878310412, -122.4201695155157)",2015,37.73038878310412, -122.4201695155157,06075025600
30379,M163278,0 Block Of Hill  Street,San Francisco,CA,94110.0,10/20/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12/18/2021,8.0,Mission,"(37.756091162673115, -122.4221330709865)",2016,37.756091162673115, -122.4221330709865,06075020700
30407,M160702,4100 Block Of Anza  Street,San Francisco,CA,94121.0,02/24/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,04/19/2021,1.0,Outer Richmond,"(37.77774351064302, -122.49262738537188)",2016,37.77774351064302, -122.49262738537188,06075047801
30418,M140442,2700 Block Of Octavia  Street,San Francisco,CA,94123.0,03/11/2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,03/06/2017,2.0,Marina,"(37.797449874022455, -122.42888803766557)",2014,37.797449874022455, -122.42888803766557,06075013000
30420,M163270,2000 Block Of 43rd  Avenue,San Francisco,CA,94116.0,10/11/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12/05/2021,4.0,Sunset/Parkside,"(37.74844664148078, -122.50179491922682)",2016,37.74844664148078, -122.50179491922682,06075035300
30466,M120374,500 Block Of 5th  Avenue,San Francisco,CA,94118.0,05/02/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,05/01/2015,1.0,Inner Richmond,"(37.77820749712347, -122.46307756956175)",2012,37.77820749712347, -122.46307756956175,06075045100
30490,M120375,1800 Block Of Stockton  Street,San Francisco,CA,94133.0,05/03/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,04/13/2015,3.0,North Beach,"(37.802760935346946, -122.40972366039976)",2012,37.802760935346946, -122.40972366039976,06075010400
30524,M160980,0 Block Of Gladys  Street,San Francisco,CA,94110.0,03/14/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,05/09/2021,9.0,Bernal Heights,"(37.739476571996995, -122.42286568427075)",2016,37.739476571996995, -122.42286568427075,06075025401
30545,M150812,300 Block Of Rolph  Street,San Francisco,CA,94112.0,04/10/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,04/02/2018,11.0,Excelsior,"(37.71316042988817, -122.43563308574412)",2015,37.71316042988817, -122.43563308574412,06075026302
30552,M122123,2400 Block Of Moraga  Street,San Francisco,CA,94122.0,12/06/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11/30/2015,4.0,Sunset/Parkside,"(37.75561921696878, -122.48892612034122)",2012,37.75561921696878, -122.48892612034122,06075032700
30557,M130282,100 Block Of Fair Oaks  Street,San Francisco,CA,94114.0,03/06/2013,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,02/28/2016,8.0,Mission,"(37.75430025438847, -122.42428197882117)",2013,37.75430025438847, -122.42428197882117,06075021000
30567,M161836,700 Block Of Niagara  Avenue,San Francisco,CA,94112.0,05/31/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,07/27/2021,11.0,Oceanview/Merced/Ingleside,"(37.72069641062481, -122.45048402604843)",2016,37.72069641062481, -122.45048402604843,06075031202
30573,M110969,300 Block Of Franconia  Street,San Francisco,CA,94112.0,11/07/2011,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11/05/2014,9.0,Bernal Heights,"(37.74378652677182, -122.40800351143129)",2011,37.74378652677182, -122.40800351143129,06075025100
30589,M182602,200 Block Of Chenery  Street,San Francisco,CA,94131.0,09/10/2018,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11/06/2023,8.0,Glen Park,"(37.7378049834203, -122.42690727300938)",2018,37.7378049834203, -122.42690727300938,06075021800
30593,M150333,2200 Block Of Webster  Street,San Francisco,CA,94115.0,02/13/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,02/12/2018,2.0,Pacific Heights,"(37.79135110848035, -122.43271893998309)",2015,37.79135110848035, -122.43271893998309,06075013500
30597,M163922,0 Block Of Liberty  Street,San Francisco,CA,94110.0,12/30/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,02/27/2022,8.0,Mission,"(37.75758097713706, -122.42227531093765)",2016,37.75758097713706, -122.42227531093765,06075020700
30600,M140757,1200 Block Of 39th  Avenue,San Francisco,CA,94122.0,04/25/2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,03/31/2017,4.0,Sunset/Parkside,"(37.763558828455295, -122.49855221894525)",2014,37.763558828455295, -122.49855221894525,06075035100
30609,M130308,1600 Block Of Page  Street,San Francisco,CA,94117.0,04/11/2013,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,04/08/2016,5.0,Haight Ashbury,"(37.770887034905705, -122.44795597494296)",2013,37.770887034905705, -122.44795597494296,06075016600
30616,M130638,400 Block Of Avalon  Avenue,San Francisco,CA,94112.0,05/17/2013,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,05/10/2016,11.0,Excelsior,"(37.72604418420368, -122.42891686770498)",2013,37.72604418420368, -122.42891686770498,06075026001
30638,M130910,600 Block Of Ofarrell  Street,San Francisco,CA,94109.0,05/31/2013,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,05/29/2016,6.0,Tenderloin,"(37.78543647979161, -122.41533612916494)",2013,37.78543647979161, -122.41533612916494,06075012201
30677,M170919,0 Block Of Holyoke  Street,San Francisco,CA,94134.0,04/05/2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,06/02/2022,9.0,Portola,"(37.73044420042706, -122.41031086630379)",2017,37.73044420042706, -122.41031086630379,06075025701
30706,M163715,2700 Block Of 42nd  Avenue,San Francisco,CA,94116.0,12/06/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,01/31/2022,4.0,Sunset/Parkside,"(37.73562450681447, -122.49981851065613)",2016,37.73562450681447, -122.49981851065613,06075035300
30731,M182838,2900 Block Of Franklin  Street,San Francisco,CA,94123.0,10/11/2018,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12/04/2023,2.0,Marina,"(37.80157496720597, -122.42634704460313)",2018,37.80157496720597, -122.42634704460313,06075012901
30738,M182843,200 Block Of 4th  Avenue,San Francisco,CA,94118.0,10/12/2018,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12/04/2023,1.0,Inner Richmond,"(37.783975803643855, -122.46227844344496)",2018,37.783975803643855, -122.46227844344496,06075040100
30741,M110210,1800 Block Of Grant  Avenue,San Francisco,CA,94133.0,03/10/2011,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,02/28/2014,3.0,North Beach,"(37.80367069449082, -122.40826390853233)",2011,37.80367069449082, -122.40826390853233,06075010400
30793,M162766,500 Block Of Vallejo  Street,San Francisco,CA,94133.0,08/29/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,10/22/2021,3.0,North Beach,"(37.79894462859046, -122.40629456140721)",2016,37.79894462859046, -122.40629456140721,06075010600
30825,M160812,600 Block Of Broderick  Street,San Francisco,CA,94117.0,03/01/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,04/29/2021,5.0,Hayes Valley,"(37.77618748448153, -122.43968203839862)",2016,37.77618748448153, -122.43968203839862,06075016400
30861,M141784,3600 Block Of Folsom  Street,San Francisco,CA,94110.0,09/11/2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,09/03/2017,9.0,Bernal Heights,"(37.7408837365778, -122.41332882658769)",2014,37.7408837365778, -122.41332882658769,06075025200
30884,M120358,200 Block Of Mississippi  Street,San Francisco,CA,94107.0,04/11/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,04/05/2015,10.0,Potrero Hill,"(37.76332623396425, -122.39472105837558)",2012,37.76332623396425, -122.39472105837558,06075022702
30885,M171565,800 Block Of 35th  Avenue,San Francisco,CA,94121.0,06/19/2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,08/15/2022,1.0,Outer Richmond,"(37.773016984462785, -122.49490209473957)",2017,37.773016984462785, -122.49490209473957,06075047801
30930,M150366,1400 Block Of 6th  Avenue,San Francisco,CA,94122.0,03/09/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,03/06/2018,5.0,Inner Sunset,"(37.761387052056335, -122.46283787591564)",2015,37.761387052056335, -122.46283787591564,06075030102
30986,M150338,0 Block Of Ashton  Avenue,San Francisco,CA,94112.0,02/20/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,02/13/2018,11.0,Oceanview/Merced/Ingleside,"(37.71938895342892, -122.4621853304998)",2015,37.71938895342892, -122.4621853304998,Nan
30988,M171435,2400 Block Of 41st  Avenue,San Francisco,CA,94116.0,05/31/2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,07/30/2022,4.0,Sunset/Parkside,"(37.74107837609042, -122.49912772663623)",2017,37.74107837609042, -122.49912772663623,06075035300
31026,M161376,3500 Block Of 20th  Street,San Francisco,CA,94110.0,04/25/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,06/20/2021,9.0,Mission,"(37.758510056055016, -122.42016882580018)",2016,37.758510056055016, -122.42016882580018,06075020800
31044,M151160,1400 Block Of 34th  Avenue,San Francisco,CA,94122.0,05/13/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,05/14/2018,4.0,Sunset/Parkside,"(37.76006066557268, -122.49293341760966)",2015,37.76006066557268, -122.49293341760966,06075032700
31063,M131365,700 Block Of 6th  Avenue,San Francisco,CA,94118.0,08/21/2013,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,08/20/2016,1.0,Inner Richmond,"(37.774499665807255, -122.46374328194274)",2013,37.774499665807255, -122.46374328194274,06075045100
31111,M162643,100 Block Of Madison  Street,San Francisco,CA,94134.0,08/15/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,10/10/2021,9.0,Excelsior,"(37.727532049080644, -122.42315499723462)",2016,37.727532049080644, -122.42315499723462,06075025600
31147,M150009,1700 Block Of 9th  Avenue,San Francisco,CA,94122.0,01/09/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,09/09/2017,7.0,Inner Sunset,"(37.75564263247201, -122.46579506836834)",2015,37.75564263247201, -122.46579506836834,06075030301
31167,M182768,2100 Block Of 18th  Avenue,San Francisco,CA,94116.0,10/02/2018,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11/26/2023,7.0,West of Twin Peaks,"(37.74775653160711, -122.47502119132817)",2018,37.74775653160711, -122.47502119132817,06075030400
31180,M182769,100 Block Of Bridgeview  Drive,San Francisco,CA,94124.0,10/09/2018,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11/30/2023,10.0,Bayview Hunters Point,"(37.73534513229761, -122.39673291003527)",2018,37.73534513229761, -122.39673291003527,06075023003
31196,M171064,4400 Block Of Mission  Street,San Francisco,CA,94112.0,04/24/2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,06/18/2022,11.0,Outer Mission,"(37.72602729908411, -122.43386225789438)",2017,37.72602729908411, -122.43386225789438,06075025500
31201,M170607,700 Block Of Elizabeth  Street,San Francisco,CA,94114.0,03/21/2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,06/13/2022,8.0,Noe Valley,"(37.751949045780904, -122.43746921401286)",2017,37.751949045780904, -122.43746921401286,06075021200
31222,M161065,300 Block Of 11th  Avenue,San Francisco,CA,94118.0,03/28/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,04/21/2021,1.0,Inner Richmond,"(37.78173210261678, -122.4697675953297)",2016,37.78173210261678, -122.4697675953297,06075040200
31238,M172128,2200 Block Of Sacramento  Street,San Francisco,CA,94115.0,08/28/2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,10/24/2022,2.0,Pacific Heights,"(37.7903015380394, -122.42990368277982)",2017,37.7903015380394, -122.42990368277982,06075013500
31242,M170990,300 Block Of Morse  Street,San Francisco,CA,94112.0,04/20/2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,06/18/2022,11.0,Excelsior,"(37.71252649139972, -122.44083152808768)",2017,37.71252649139972, -122.44083152808768,06075026301
31247,M162769,2500 Block Of Harrison  Street,San Francisco,CA,94110.0,08/31/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,10/29/2021,9.0,Mission,"(37.756635107116296, -122.41220397600615)",2016,37.756635107116296, -122.41220397600615,06075022803
31260,M151838,0 Block Of Paramount  Terrace,San Francisco,CA,94118.0,07/20/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,07/18/2018,1.0,Lone Mountain/USF,"(37.776214129328764, -122.45539287072411)",2015,37.776214129328764, -122.45539287072411,06075015600
31282,M110219,1500 Block Of Kirkwood  Avenue,San Francisco,CA,94124.0,04/06/2011,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,04/04/2014,10.0,Bayview Hunters Point,"(37.73757558367031, -122.3887988956976)",2011,37.73757558367031, -122.3887988956976,06075061200
31302,M182844,800 Block Of 33rd  Avenue,San Francisco,CA,94121.0,10/15/2018,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12/11/2023,1.0,Outer Richmond,"(37.77310826342239, -122.49290116787745)",2018,37.77310826342239, -122.49290116787745,06075047801
31303,M182846,0 Block Of Rae  Avenue,San Francisco,CA,94112.0,10/26/2018,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12/21/2023,11.0,Outer Mission,"(37.71208546198652, -122.44803010864575)",2018,37.71208546198652, -122.44803010864575,06075026200
31305,M182845,300 Block Of Bartlett  Street,San Francisco,CA,94110.0,10/17/2018,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12/14/2023,9.0,Mission,"(37.75136772260972, -122.41954748942733)",2018,37.75136772260972, -122.41954748942733,06075020900
31332,M120773,1400 Block Of 27th  Avenue,San Francisco,CA,94122.0,07/30/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,07/25/2015,4.0,Sunset/Parkside,"(37.7603914239108, -122.48543378963788)",2012,37.7603914239108, -122.48543378963788,06075032602
31340,M150851,100 Block Of Ramsell  Street,San Francisco,CA,94132.0,04/16/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,04/10/2018,11.0,Oceanview/Merced/Ingleside,"(37.71360961322444, -122.46612170193971)",2015,37.71360961322444, -122.46612170193971,06075031302
31341,M141330,2400 Block Of 47th  Avenue,San Francisco,CA,94116.0,07/10/2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,07/03/2017,4.0,Sunset/Parkside,"(37.740784648249466, -122.50569443103865)",2014,37.740784648249466, -122.50569443103865,06075035400
31343,M141767,1400 Block Of Sanchez  Street,San Francisco,CA,94131.0,08/18/2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,08/14/2017,8.0,Noe Valley,"(37.74555836121765, -122.42914541132923)",2014,37.74555836121765, -122.42914541132923,06075021500
31353,M140439,100 Block Of 23rd  Avenue,San Francisco,CA,94121.0,03/10/2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,03/05/2017,1.0,Outer Richmond,"(37.784910095836416, -122.48286830211705)",2014,37.784910095836416, -122.48286830211705,06075042601
31355,M131153,400 Block Of Victoria  Street,San Francisco,CA,94132.0,06/26/2013,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,06/13/2016,11.0,Oceanview/Merced/Ingleside,"(37.718801389192656, -122.46541872139643)",2013,37.718801389192656, -122.46541872139643,06075031301
31371,M130004,500 Block Of Capp  Street,San Francisco,CA,94110.0,01/03/2013,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,01/02/2016,9.0,Mission,"(37.75790376258155, -122.41781931827798)",2013,37.75790376258155, -122.41781931827798,06075020800
31460,M163156,800 Block Of 30th  Avenue,San Francisco,CA,94121.0,10/06/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12/04/2021,1.0,Outer Richmond,"(37.773255461614156, -122.48967873349997)",2016,37.773255461614156, -122.48967873349997,06075047801
31475,M130601,2500 Block Of 24th  Street,San Francisco,CA,94110.0,04/12/2013,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,04/02/2016,10.0,Mission,"(37.75303785037022, -122.40484197232242)",2013,37.75303785037022, -122.40484197232242,06075022903
31495,M170056,3200 Block Of 19th  Street,San Francisco,CA,94110.0,01/09/2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,02/28/2022,9.0,Mission,"(37.760345375043265, -122.4164720349687)",2017,37.760345375043265, -122.4164720349687,06075022801
31531,M161688,3600 Block Of 16th  Street,San Francisco,CA,94114.0,05/17/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,07/13/2021,8.0,Castro/Upper Market,"(37.76422501068214, -122.434199642664)",2016,37.76422501068214, -122.434199642664,06075016900
31536,M140029,500 Block Of Guerrerro  Street,San Francisco,CA,94110.0,02/20/2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,02/14/2017,8.0,Mission,"(37.76275138772905, -122.42403688753322)",2014,37.76275138772905, -122.42403688753322,06075020700
31550,M171908,100 Block Of Naples  Street,San Francisco,CA,94112.0,07/26/2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,09/22/2022,11.0,Excelsior,"(37.72632644696793, -122.42715321680285)",2017,37.72632644696793, -122.42715321680285,06075026002
31564,M151667,2100 Block Of 29th  Avenue,San Francisco,CA,94116.0,07/08/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,07/06/2018,4.0,Sunset/Parkside,"(37.74724288870941, -122.48665914311631)",2015,37.74724288870941, -122.48665914311631,06075032901
31619,M140447,500 Block Of Diamond  Street,San Francisco,CA,94114.0,03/17/2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,03/04/2017,8.0,Noe Valley,"(37.75395303997945, -122.4364941637476)",2014,37.75395303997945, -122.4364941637476,06075021200
31637,M171911,2000 Block Of 20th  Avenue,San Francisco,CA,94116.0,07/26/2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,09/22/2022,4.0,Sunset/Parkside,"(37.74953353388782, -122.477149351811)",2017,37.74953353388782, -122.477149351811,06075032801
31659,M162023,400 Block Of Lombard  Street,San Francisco,CA,94133.0,06/13/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,08/10/2021,3.0,North Beach,"(37.80338893453761, -122.40895816625141)",2016,37.80338893453761, -122.40895816625141,06075010400
31674,M151278,3000 Block Of 21st  Street,San Francisco,CA,94110.0,05/22/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,05/18/2018,9.0,Mission,"(37.757144758402994, -122.41616767066303)",2015,37.757144758402994, -122.41616767066303,06075022803
