Id2,Geography,Estimate; Total:,Estimate; Total: - White alone,Estimate; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone
6075016000,"Census Tract 160, San Francisco County, California",2552,1396,119,24,743,0
6075016100,"Census Tract 161, San Francisco County, California",5085,1437,1673,47,1601,0
6075016200,"Census Tract 162, San Francisco County, California",2604,1694,106,0,454,0
6075016300,"Census Tract 163, San Francisco County, California",4748,2545,1305,38,551,0
6075016400,"Census Tract 164, San Francisco County, California",4135,2990,405,19,434,0
6075016500,"Census Tract 165, San Francisco County, California",5787,3808,724,50,656,0
6075016600,"Census Tract 166, San Francisco County, California",5537,4172,264,18,615,16
6075016700,"Census Tract 167, San Francisco County, California",4960,4186,137,8,455,0
6075016801,"Census Tract 168.01, San Francisco County, California",3329,2068,525,32,458,77
6075016802,"Census Tract 168.02, San Francisco County, California",2957,1826,276,53,563,18
6075016900,"Census Tract 169, San Francisco County, California",3021,2389,109,0,289,37
6075017000,"Census Tract 170, San Francisco County, California",3857,3167,124,0,465,0
6075017101,"Census Tract 171.01, San Francisco County, California",3557,3054,107,22,133,0
6075017102,"Census Tract 171.02, San Francisco County, California",3862,3064,118,0,278,0
6075017601,"Census Tract 176.01, San Francisco County, California",7220,2138,963,57,3473,39
6075017700,"Census Tract 177, San Francisco County, California",1654,895,34,79,132,0
6075017801,"Census Tract 178.01, San Francisco County, California",3066,821,171,0,2001,0
6075017802,"Census Tract 178.02, San Francisco County, California",4307,1974,369,0,1320,18
6075017902,"Census Tract 179.02, San Francisco County, California",3083,1155,719,50,493,32
6075018000,"Census Tract 180, San Francisco County, California",3232,1528,514,20,672,29
6075020100,"Census Tract 201, San Francisco County, California",5257,2717,228,80,1003,77
6075020200,"Census Tract 202, San Francisco County, California",5962,3870,354,0,811,0
6075020300,"Census Tract 203, San Francisco County, California",3042,2243,61,36,399,0
6075020401,"Census Tract 204.01, San Francisco County, California",3090,2491,124,35,221,0
6075020402,"Census Tract 204.02, San Francisco County, California",4128,3150,119,0,591,0
6075020500,"Census Tract 205, San Francisco County, California",2646,2238,62,13,153,0
6075020600,"Census Tract 206, San Francisco County, California",4607,3652,87,72,359,46
6075020700,"Census Tract 207, San Francisco County, California",5427,4020,50,26,627,0
6075020800,"Census Tract 208, San Francisco County, California",6182,3930,195,92,810,0
6075020900,"Census Tract 209, San Francisco County, California",4723,2762,55,122,639,0
6075021000,"Census Tract 210, San Francisco County, California",4556,3410,26,26,578,0
6075021100,"Census Tract 211, San Francisco County, California",3993,3080,75,17,480,0
6075021200,"Census Tract 212, San Francisco County, California",2842,2325,33,0,277,0
6075021300,"Census Tract 213, San Francisco County, California",2626,2113,0,0,316,0
6075021400,"Census Tract 214, San Francisco County, California",3459,2715,9,13,471,0
6075021500,"Census Tract 215, San Francisco County, California",5129,3958,196,0,538,15
6075021600,"Census Tract 216, San Francisco County, California",4335,2585,289,74,846,11
6075021700,"Census Tract 217, San Francisco County, California",4079,2536,504,10,701,0
6075021800,"Census Tract 218, San Francisco County, California",4238,3322,75,17,334,0
6075022600,"Census Tract 226, San Francisco County, California",1866,1145,154,0,484,0
6075022702,"Census Tract 227.02, San Francisco County, California",2297,1724,56,0,301,0
6075022704,"Census Tract 227.04, San Francisco County, California",3314,2451,32,11,568,0
6075022801,"Census Tract 228.01, San Francisco County, California",4988,3123,197,0,736,18
6075022802,"Census Tract 228.02, San Francisco County, California",2220,1188,85,9,400,0
6075022803,"Census Tract 228.03, San Francisco County, California",4930,2950,99,27,415,0
6075022901,"Census Tract 229.01, San Francisco County, California",5024,2581,199,35,488,0
6075022902,"Census Tract 229.02, San Francisco County, California",2460,1635,217,0,186,20
6075022903,"Census Tract 229.03, San Francisco County, California",3097,1686,68,4,423,0
6075023001,"Census Tract 230.01, San Francisco County, California",4835,759,707,0,3185,0
6075023003,"Census Tract 230.03, San Francisco County, California",4369,658,1504,11,1835,0
6075023102,"Census Tract 231.02, San Francisco County, California",4870,462,3216,0,627,272
6075023103,"Census Tract 231.03, San Francisco County, California",2934,373,1485,0,91,314
6075023200,"Census Tract 232, San Francisco County, California",4319,1108,1966,161,713,28
6075023300,"Census Tract 233, San Francisco County, California",3367,494,335,0,2257,0
6075023400,"Census Tract 234, San Francisco County, California",3699,465,811,43,836,75
6075025100,"Census Tract 251, San Francisco County, California",3402,2269,230,6,596,0
6075025200,"Census Tract 252, San Francisco County, California",5957,3885,226,3,600,22
6075025300,"Census Tract 253, San Francisco County, California",4718,3045,180,12,563,0
6075025401,"Census Tract 254.01, San Francisco County, California",3351,1757,295,9,325,23
6075025402,"Census Tract 254.02, San Francisco County, California",3287,1807,67,0,784,81
6075025403,"Census Tract 254.03, San Francisco County, California",5125,2366,458,35,1209,0
6075025500,"Census Tract 255, San Francisco County, California",8696,3048,69,124,3271,0
6075025600,"Census Tract 256, San Francisco County, California",5578,1557,143,14,3139,0
6075025701,"Census Tract 257.01, San Francisco County, California",5116,1442,291,31,2967,6
6075025702,"Census Tract 257.02, San Francisco County, California",4831,961,157,8,2832,0
6075025800,"Census Tract 258, San Francisco County, California",1994,496,108,0,996,0
6075025900,"Census Tract 259, San Francisco County, California",3996,1079,357,9,1992,0
6075026001,"Census Tract 260.01, San Francisco County, California",5448,1766,163,17,2023,71
6075026002,"Census Tract 260.02, San Francisco County, California",3549,1314,145,10,1324,0
6075026003,"Census Tract 260.03, San Francisco County, California",5097,1788,35,45,2402,1
6075026004,"Census Tract 260.04, San Francisco County, California",4658,1637,78,0,2360,0
6075026100,"Census Tract 261, San Francisco County, California",7047,1738,81,31,4074,30
6075026200,"Census Tract 262, San Francisco County, California",7867,1861,91,56,4917,0
6075026301,"Census Tract 263.01, San Francisco County, California",4672,1286,48,35,2353,19
6075026302,"Census Tract 263.02, San Francisco County, California",5295,1607,118,0,2699,171
6075026303,"Census Tract 263.03, San Francisco County, California",5365,1681,113,7,2844,0
6075026401,"Census Tract 264.01, San Francisco County, California",3802,348,492,0,2524,0
6075026402,"Census Tract 264.02, San Francisco County, California",4155,650,516,0,2555,0
6075026403,"Census Tract 264.03, San Francisco County, California",3833,406,169,6,2794,0
6075026404,"Census Tract 264.04, San Francisco County, California",2476,411,462,3,1358,0
6075030101,"Census Tract 301.01, San Francisco County, California",4728,3215,100,0,1001,0
6075030102,"Census Tract 301.02, San Francisco County, California",5229,3552,99,86,1022,18
6075030201,"Census Tract 302.01, San Francisco County, California",4184,2516,8,0,1362,32
6075030202,"Census Tract 302.02, San Francisco County, California",4296,2521,84,0,1111,0
6075030301,"Census Tract 303.01, San Francisco County, California",5648,2951,47,0,2232,0
6075030302,"Census Tract 303.02, San Francisco County, California",3936,1807,28,0,1864,0
6075030400,"Census Tract 304, San Francisco County, California",5411,2593,111,7,2279,0
6075030500,"Census Tract 305, San Francisco County, California",2825,1673,216,26,594,2
6075030600,"Census Tract 306, San Francisco County, California",2353,1546,14,0,618,0
6075030700,"Census Tract 307, San Francisco County, California",6905,4037,62,18,1779,0
6075030800,"Census Tract 308, San Francisco County, California",5646,3345,100,0,1716,29
6075030900,"Census Tract 309, San Francisco County, California",6619,3258,179,0,2708,45
6075031000,"Census Tract 310, San Francisco County, California",3744,1952,160,4,1185,0
6075031100,"Census Tract 311, San Francisco County, California",6602,3559,468,0,2000,0
6075031201,"Census Tract 312.01, San Francisco County, California",7169,1586,375,33,4367,0
6075031202,"Census Tract 312.02, San Francisco County, California",2982,496,543,13,1507,31
6075031301,"Census Tract 313.01, San Francisco County, California",4363,973,973,129,1941,0
6075031302,"Census Tract 313.02, San Francisco County, California",6301,1377,904,0,3033,0
6075031400,"Census Tract 314, San Francisco County, California",6578,1579,1016,10,3105,0
6075032601,"Census Tract 326.01, San Francisco County, California",4766,1746,35,0,2498,0
6075032602,"Census Tract 326.02, San Francisco County, California",4540,1774,12,5,2366,0
6075032700,"Census Tract 327, San Francisco County, California",7130,2610,1,0,4094,0
6075032801,"Census Tract 328.01, San Francisco County, California",4111,1200,22,6,2670,0
6075032802,"Census Tract 328.02, San Francisco County, California",3986,825,84,0,2771,13
6075032901,"Census Tract 329.01, San Francisco County, California",5582,1799,47,0,3297,7
6075032902,"Census Tract 329.02, San Francisco County, California",3995,1242,67,16,2437,0
6075033000,"Census Tract 330, San Francisco County, California",8770,3680,65,48,4537,0
6075033100,"Census Tract 331, San Francisco County, California",4677,1741,1,0,2884,0
6075033201,"Census Tract 332.01, San Francisco County, California",3702,1998,287,14,657,0
6075033203,"Census Tract 332.03, San Francisco County, California",3931,1884,273,0,1330,0
6075033204,"Census Tract 332.04, San Francisco County, California",3736,1684,303,0,1282,0
6075035100,"Census Tract 351, San Francisco County, California",8031,2958,84,0,4487,2
6075035201,"Census Tract 352.01, San Francisco County, California",5439,2015,1,0,2888,180
6075035202,"Census Tract 352.02, San Francisco County, California",4551,2057,19,0,1880,37
6075035300,"Census Tract 353, San Francisco County, California",7885,2049,94,0,5291,9
6075035400,"Census Tract 354, San Francisco County, California",6330,2433,88,0,3314,0
6075040100,"Census Tract 401, San Francisco County, California",4346,2789,51,0,1328,9
6075040200,"Census Tract 402, San Francisco County, California",5045,2558,135,0,1855,0
6075042601,"Census Tract 426.01, San Francisco County, California",4111,1846,133,0,1760,0
6075042602,"Census Tract 426.02, San Francisco County, California",3487,1953,47,24,977,222
6075042700,"Census Tract 427, San Francisco County, California",5370,2693,143,18,2078,130
6075042800,"Census Tract 428, San Francisco County, California",2357,1716,10,0,525,0
6075045100,"Census Tract 451, San Francisco County, California",5053,2614,131,0,1981,30
6075045200,"Census Tract 452, San Francisco County, California",6896,3652,22,6,2730,43
6075047600,"Census Tract 476, San Francisco County, California",5586,2306,55,18,2794,0
6075047701,"Census Tract 477.01, San Francisco County, California",4016,1600,26,0,2128,87
6075047702,"Census Tract 477.02, San Francisco County, California",4221,1725,54,4,2261,0
6075047801,"Census Tract 478.01, San Francisco County, California",4001,1395,40,0,2193,0
6075047802,"Census Tract 478.02, San Francisco County, California",3952,1329,0,28,2330,0
6075047901,"Census Tract 479.01, San Francisco County, California",6571,3490,159,0,2461,21
6075047902,"Census Tract 479.02, San Francisco County, California",3669,1842,52,0,1375,0
6075060100,"Census Tract 601, San Francisco County, California",3451,2885,50,0,384,0
6075060400,"Census Tract 604, San Francisco County, California",1854,1121,45,0,327,0
6075060502,"Census Tract 605.02, San Francisco County, California",3184,563,562,56,906,424
6075060700,"Census Tract 607, San Francisco County, California",9804,4019,484,0,4487,0
6075061000,"Census Tract 610, San Francisco County, California",4474,826,551,19,2258,67
6075061100,"Census Tract 611, San Francisco County, California",4488,230,22,16,4012,0
6075061200,"Census Tract 612, San Francisco County, California",4023,878,935,67,1017,0
6075061400,"Census Tract 614, San Francisco County, California",5625,3862,290,0,846,136
6075061500,"Census Tract 615, San Francisco County, California",12391,7506,257,115,3960,0
6075980200,"Census Tract 9802, San Francisco County, California",299,215,17,0,55,0
6075980300,"Census Tract 9803, San Francisco County, California",45,40,0,0,0,0
6075980401,"Census Tract 9804.01, San Francisco County, California",0,0,0,0,0,0
6075980501,"Census Tract 9805.01, San Francisco County, California",850,100,155,0,361,105
6075980600,"Census Tract 9806, San Francisco County, California",401,97,226,0,70,0
6075980900,"Census Tract 9809, San Francisco County, California",246,124,32,0,42,7
6075990100,"Census Tract 9901, San Francisco County, California",0,0,0,0,0,0
