Id2,Geography,Estimate; Total
6075030102,"Census Tract 301.02, San Francisco County, California",2432
6075030201,"Census Tract 302.01, San Francisco County, California",1931
6075030202,"Census Tract 302.02, San Francisco County, California",2245
6075030301,"Census Tract 303.01, San Francisco County, California",2596
6075030302,"Census Tract 303.02, San Francisco County, California",1396
6075030400,"Census Tract 304, San Francisco County, California",2029
6075030500,"Census Tract 305, San Francisco County, California",1072
6075030600,"Census Tract 306, San Francisco County, California",905
6075030700,"Census Tract 307, San Francisco County, California",2798
6075030800,"Census Tract 308, San Francisco County, California",2296
6075030900,"Census Tract 309, San Francisco County, California",2467
6075031000,"Census Tract 310, San Francisco County, California",1355
6075031100,"Census Tract 311, San Francisco County, California",2623
6075031201,"Census Tract 312.01, San Francisco County, California",1777
6075031202,"Census Tract 312.02, San Francisco County, California",894
6075031301,"Census Tract 313.01, San Francisco County, California",1318
6075031302,"Census Tract 313.02, San Francisco County, California",1971
6075031400,"Census Tract 314, San Francisco County, California",1942
6075032601,"Census Tract 326.01, San Francisco County, California",1818
6075032602,"Census Tract 326.02, San Francisco County, California",1778
6075032700,"Census Tract 327, San Francisco County, California",2480
6075032801,"Census Tract 328.01, San Francisco County, California",1490
6075032802,"Census Tract 328.02, San Francisco County, California",1462
6075032901,"Census Tract 329.01, San Francisco County, California",1810
6075032902,"Census Tract 329.02, San Francisco County, California",1348
6075033000,"Census Tract 330, San Francisco County, California",2802
6075033100,"Census Tract 331, San Francisco County, California",1541
6075033201,"Census Tract 332.01, San Francisco County, California",817
6075033203,"Census Tract 332.03, San Francisco County, California",1598
6075033204,"Census Tract 332.04, San Francisco County, California",1722
6075035100,"Census Tract 351, San Francisco County, California",2874
6075035201,"Census Tract 352.01, San Francisco County, California",1987
6075035202,"Census Tract 352.02, San Francisco County, California",1899
6075035300,"Census Tract 353, San Francisco County, California",2530
6075035400,"Census Tract 354, San Francisco County, California",2402
6075040100,"Census Tract 401, San Francisco County, California",2095
6075040200,"Census Tract 402, San Francisco County, California",2533
6075042601,"Census Tract 426.01, San Francisco County, California",1829
6075042602,"Census Tract 426.02, San Francisco County, California",1578
6075042700,"Census Tract 427, San Francisco County, California",2587
6075042800,"Census Tract 428, San Francisco County, California",1033
6075045100,"Census Tract 451, San Francisco County, California",2300
6075045200,"Census Tract 452, San Francisco County, California",2982
6075047600,"Census Tract 476, San Francisco County, California",2397
6075047701,"Census Tract 477.01, San Francisco County, California",2076
6075047702,"Census Tract 477.02, San Francisco County, California",1635
6075047801,"Census Tract 478.01, San Francisco County, California",1808
6075047802,"Census Tract 478.02, San Francisco County, California",1685
6075047901,"Census Tract 479.01, San Francisco County, California",2784
6075047902,"Census Tract 479.02, San Francisco County, California",1634
6075060100,"Census Tract 601, San Francisco County, California",1260
6075060400,"Census Tract 604, San Francisco County, California",1472
6075060502,"Census Tract 605.02, San Francisco County, California",1024
6075060700,"Census Tract 607, San Francisco County, California",3913
6075061000,"Census Tract 610, San Francisco County, California",1281
6075061100,"Census Tract 611, San Francisco County, California",2430
6075061200,"Census Tract 612, San Francisco County, California",1223
6075061400,"Census Tract 614, San Francisco County, California",2610
6075061500,"Census Tract 615, San Francisco County, California",7461
6075980200,"Census Tract 9802, San Francisco County, California",76
6075980300,"Census Tract 9803, San Francisco County, California",23
6075980401,"Census Tract 9804.01, San Francisco County, California",0
6075980501,"Census Tract 9805.01, San Francisco County, California",234
6075980600,"Census Tract 9806, San Francisco County, California",148
6075980900,"Census Tract 9809, San Francisco County, California",209
6075990100,"Census Tract 9901, San Francisco County, California",0
