Id2,Geography,Estimate; Total
6075015700,"Census Tract 157, San Francisco County, California",2632
6075015800,"Census Tract 158, San Francisco County, California",3420
6075015900,"Census Tract 159, San Francisco County, California",2211
6075016000,"Census Tract 160, San Francisco County, California",1620
6075016100,"Census Tract 161, San Francisco County, California",3007
6075016200,"Census Tract 162, San Francisco County, California",1506
6075016300,"Census Tract 163, San Francisco County, California",2099
6075016400,"Census Tract 164, San Francisco County, California",1964
6075016500,"Census Tract 165, San Francisco County, California",2552
6075016600,"Census Tract 166, San Francisco County, California",2670
6075016700,"Census Tract 167, San Francisco County, California",2547
6075016800,"Census Tract 168, San Francisco County, California",3577
6075016900,"Census Tract 169, San Francisco County, California",1831
6075017000,"Census Tract 170, San Francisco County, California",2391
6075017100,"Census Tract 171, San Francisco County, California",3701
6075017601,"Census Tract 176.01, San Francisco County, California",3422
6075017602,"Census Tract 176.02, San Francisco County, California",1107
6075017700,"Census Tract 177, San Francisco County, California",793
6075017800,"Census Tract 178, San Francisco County, California",3993
6075017901,"Census Tract 179.01, San Francisco County, California",5228
6075017902,"Census Tract 179.02, San Francisco County, California",909
6075018000,"Census Tract 180, San Francisco County, California",1061
6075020100,"Census Tract 201, San Francisco County, California",2800
6075020200,"Census Tract 202, San Francisco County, California",3152
6075020300,"Census Tract 203, San Francisco County, California",1817
6075020400,"Census Tract 204, San Francisco County, California",4372
6075020500,"Census Tract 205, San Francisco County, California",1522
6075020600,"Census Tract 206, San Francisco County, California",2876
6075020700,"Census Tract 207, San Francisco County, California",3054
6075020800,"Census Tract 208, San Francisco County, California",2630
6075020900,"Census Tract 209, San Francisco County, California",1906
6075021000,"Census Tract 210, San Francisco County, California",2170
6075021100,"Census Tract 211, San Francisco County, California",2181
6075021200,"Census Tract 212, San Francisco County, California",1575
6075021300,"Census Tract 213, San Francisco County, California",1356
6075021400,"Census Tract 214, San Francisco County, California",1862
6075021500,"Census Tract 215, San Francisco County, California",2731
6075021600,"Census Tract 216, San Francisco County, California",2405
6075021700,"Census Tract 217, San Francisco County, California",2037
6075021800,"Census Tract 218, San Francisco County, California",1978
6075022600,"Census Tract 226, San Francisco County, California",806
6075022701,"Census Tract 227.01, San Francisco County, California",1628
6075022702,"Census Tract 227.02, San Francisco County, California",1116
6075022703,"Census Tract 227.03, San Francisco County, California",2595
6075022801,"Census Tract 228.01, San Francisco County, California",1558
6075022802,"Census Tract 228.02, San Francisco County, California",667
6075022803,"Census Tract 228.03, San Francisco County, California",1623
6075022901,"Census Tract 229.01, San Francisco County, California",1492
6075022902,"Census Tract 229.02, San Francisco County, California",848
6075022903,"Census Tract 229.03, San Francisco County, California",1145
6075023001,"Census Tract 230.01, San Francisco County, California",1391
6075023002,"Census Tract 230.02, San Francisco County, California",747
6075023003,"Census Tract 230.03, San Francisco County, California",1135
6075023101,"Census Tract 231.01, San Francisco County, California",400
6075023102,"Census Tract 231.02, San Francisco County, California",1325
6075023103,"Census Tract 231.03, San Francisco County, California",1397
6075023200,"Census Tract 232, San Francisco County, California",1344
6075023300,"Census Tract 233, San Francisco County, California",594
6075023400,"Census Tract 234, San Francisco County, California",981
6075025100,"Census Tract 251, San Francisco County, California",1430
6075025200,"Census Tract 252, San Francisco County, California",2333
6075025300,"Census Tract 253, San Francisco County, California",1935
6075025401,"Census Tract 254.01, San Francisco County, California",1376
6075025402,"Census Tract 254.02, San Francisco County, California",1168
6075025403,"Census Tract 254.03, San Francisco County, California",1470
6075025500,"Census Tract 255, San Francisco County, California",2337
6075025600,"Census Tract 256, San Francisco County, California",1450
6075025700,"Census Tract 257, San Francisco County, California",2500
6075025800,"Census Tract 258, San Francisco County, California",626
6075025900,"Census Tract 259, San Francisco County, California",1335
6075026001,"Census Tract 260.01, San Francisco County, California",1417
6075026002,"Census Tract 260.02, San Francisco County, California",994
6075026003,"Census Tract 260.03, San Francisco County, California",1275
6075026004,"Census Tract 260.04, San Francisco County, California",1112
6075026100,"Census Tract 261, San Francisco County, California",1617
6075026200,"Census Tract 262, San Francisco County, California",1785
6075026301,"Census Tract 263.01, San Francisco County, California",1105
6075026302,"Census Tract 263.02, San Francisco County, California",1339
6075026303,"Census Tract 263.03, San Francisco County, California",1173
6075026401,"Census Tract 264.01, San Francisco County, California",977
6075026402,"Census Tract 264.02, San Francisco County, California",1020
6075026403,"Census Tract 264.03, San Francisco County, California",1031
6075026404,"Census Tract 264.04, San Francisco County, California",668
6075030101,"Census Tract 301.01, San Francisco County, California",2104
6075030102,"Census Tract 301.02, San Francisco County, California",2523
6075030201,"Census Tract 302.01, San Francisco County, California",1904
6075030202,"Census Tract 302.02, San Francisco County, California",2112
6075030301,"Census Tract 303.01, San Francisco County, California",2517
6075030302,"Census Tract 303.02, San Francisco County, California",1334
6075030400,"Census Tract 304, San Francisco County, California",1994
6075030500,"Census Tract 305, San Francisco County, California",1049
6075030600,"Census Tract 306, San Francisco County, California",899
6075030700,"Census Tract 307, San Francisco County, California",2733
6075030800,"Census Tract 308, San Francisco County, California",2190
6075030900,"Census Tract 309, San Francisco County, California",2380
6075031000,"Census Tract 310, San Francisco County, California",1306
6075031100,"Census Tract 311, San Francisco County, California",2585
6075031200,"Census Tract 312, San Francisco County, California",2378
6075031300,"Census Tract 313, San Francisco County, California",2945
6075031400,"Census Tract 314, San Francisco County, California",1729
6075032600,"Census Tract 326, San Francisco County, California",3288
6075032700,"Census Tract 327, San Francisco County, California",2400
6075032800,"Census Tract 328, San Francisco County, California",2869
6075032900,"Census Tract 329, San Francisco County, California",2892
6075033000,"Census Tract 330, San Francisco County, California",2684
6075033100,"Census Tract 331, San Francisco County, California",1447
6075033201,"Census Tract 332.01, San Francisco County, California",764
6075033202,"Census Tract 332.02, San Francisco County, California",2945
6075035100,"Census Tract 351, San Francisco County, California",2610
6075035201,"Census Tract 352.01, San Francisco County, California",1953
6075035202,"Census Tract 352.02, San Francisco County, California",1792
6075035300,"Census Tract 353, San Francisco County, California",2304
6075035400,"Census Tract 354, San Francisco County, California",2295
6075040100,"Census Tract 401, San Francisco County, California",2059
6075040200,"Census Tract 402, San Francisco County, California",2417
6075042600,"Census Tract 426, San Francisco County, California",3334
6075042700,"Census Tract 427, San Francisco County, California",2438
6075042800,"Census Tract 428, San Francisco County, California",1044
6075045100,"Census Tract 451, San Francisco County, California",2159
6075045200,"Census Tract 452, San Francisco County, California",2887
6075047600,"Census Tract 476, San Francisco County, California",2294
6075047701,"Census Tract 477.01, San Francisco County, California",1974
6075047702,"Census Tract 477.02, San Francisco County, California",1596
6075047800,"Census Tract 478, San Francisco County, California",3314
6075047901,"Census Tract 479.01, San Francisco County, California",2731
6075047902,"Census Tract 479.02, San Francisco County, California",1511
6075060100,"Census Tract 601, San Francisco County, California",1126
6075060200,"Census Tract 602, San Francisco County, California",81
6075060300,"Census Tract 603, San Francisco County, California",42
6075060400,"Census Tract 604, San Francisco County, California",1550
6075060501,"Census Tract 605.01, San Francisco County, California",181
6075060502,"Census Tract 605.02, San Francisco County, California",975
6075060600,"Census Tract 606, San Francisco County, California",148
6075060700,"Census Tract 607, San Francisco County, California",2444
6075060900,"Census Tract 609, San Francisco County, California",222
6075061000,"Census Tract 610, San Francisco County, California",855
