Id2,Geography,Estimate; Total
6075016802,"Census Tract 168.02, San Francisco County, California",2090
6075016900,"Census Tract 169, San Francisco County, California",1788
6075017000,"Census Tract 170, San Francisco County, California",2374
6075017101,"Census Tract 171.01, San Francisco County, California",1972
6075017102,"Census Tract 171.02, San Francisco County, California",1850
6075017601,"Census Tract 176.01, San Francisco County, California",5931
6075017700,"Census Tract 177, San Francisco County, California",813
6075017801,"Census Tract 178.01, San Francisco County, California",2596
6075017802,"Census Tract 178.02, San Francisco County, California",2742
6075017902,"Census Tract 179.02, San Francisco County, California",736
6075018000,"Census Tract 180, San Francisco County, California",1415
6075020100,"Census Tract 201, San Francisco County, California",3468
6075020200,"Census Tract 202, San Francisco County, California",3438
6075020300,"Census Tract 203, San Francisco County, California",1923
6075020401,"Census Tract 204.01, San Francisco County, California",1852
6075020402,"Census Tract 204.02, San Francisco County, California",2738
6075020500,"Census Tract 205, San Francisco County, California",1443
6075020600,"Census Tract 206, San Francisco County, California",2936
6075020700,"Census Tract 207, San Francisco County, California",2887
6075020800,"Census Tract 208, San Francisco County, California",2858
6075020900,"Census Tract 209, San Francisco County, California",1983
6075021000,"Census Tract 210, San Francisco County, California",2301
6075021100,"Census Tract 211, San Francisco County, California",2119
6075021200,"Census Tract 212, San Francisco County, California",1565
6075021300,"Census Tract 213, San Francisco County, California",1295
6075021400,"Census Tract 214, San Francisco County, California",1838
6075021500,"Census Tract 215, San Francisco County, California",2705
6075021600,"Census Tract 216, San Francisco County, California",2237
6075021700,"Census Tract 217, San Francisco County, California",1911
6075021800,"Census Tract 218, San Francisco County, California",1913
6075022600,"Census Tract 226, San Francisco County, California",1193
6075022702,"Census Tract 227.02, San Francisco County, California",1085
6075022704,"Census Tract 227.04, San Francisco County, California",1787
6075022801,"Census Tract 228.01, San Francisco County, California",2004
6075022802,"Census Tract 228.02, San Francisco County, California",718
6075022803,"Census Tract 228.03, San Francisco County, California",1643
6075022901,"Census Tract 229.01, San Francisco County, California",1612
6075022902,"Census Tract 229.02, San Francisco County, California",901
6075022903,"Census Tract 229.03, San Francisco County, California",1260
6075023001,"Census Tract 230.01, San Francisco County, California",1428
6075023003,"Census Tract 230.03, San Francisco County, California",1295
6075023102,"Census Tract 231.02, San Francisco County, California",1582
6075023103,"Census Tract 231.03, San Francisco County, California",1032
6075023200,"Census Tract 232, San Francisco County, California",1363
6075023300,"Census Tract 233, San Francisco County, California",1100
6075023400,"Census Tract 234, San Francisco County, California",1030
6075025100,"Census Tract 251, San Francisco County, California",1391
6075025200,"Census Tract 252, San Francisco County, California",2318
6075025300,"Census Tract 253, San Francisco County, California",1951
6075025401,"Census Tract 254.01, San Francisco County, California",1413
6075025402,"Census Tract 254.02, San Francisco County, California",1167
6075025403,"Census Tract 254.03, San Francisco County, California",1567
6075025500,"Census Tract 255, San Francisco County, California",2772
6075025600,"Census Tract 256, San Francisco County, California",1738
6075025701,"Census Tract 257.01, San Francisco County, California",1511
6075025702,"Census Tract 257.02, San Francisco County, California",1355
6075025800,"Census Tract 258, San Francisco County, California",647
6075025900,"Census Tract 259, San Francisco County, California",1492
6075026001,"Census Tract 260.01, San Francisco County, California",1699
6075026002,"Census Tract 260.02, San Francisco County, California",1048
6075026003,"Census Tract 260.03, San Francisco County, California",1446
6075026004,"Census Tract 260.04, San Francisco County, California",1308
6075026100,"Census Tract 261, San Francisco County, California",2048
6075026200,"Census Tract 262, San Francisco County, California",2113
6075026301,"Census Tract 263.01, San Francisco County, California",1415
6075026302,"Census Tract 263.02, San Francisco County, California",1591
6075026303,"Census Tract 263.03, San Francisco County, California",1373
6075026401,"Census Tract 264.01, San Francisco County, California",1077
6075026402,"Census Tract 264.02, San Francisco County, California",1253
6075026403,"Census Tract 264.03, San Francisco County, California",1217
6075026404,"Census Tract 264.04, San Francisco County, California",736
6075030101,"Census Tract 301.01, San Francisco County, California",2239
6075030102,"Census Tract 301.02, San Francisco County, California",2402
6075030201,"Census Tract 302.01, San Francisco County, California",1983
6075030202,"Census Tract 302.02, San Francisco County, California",2163
6075030301,"Census Tract 303.01, San Francisco County, California",2624
6075030302,"Census Tract 303.02, San Francisco County, California",1497
6075030400,"Census Tract 304, San Francisco County, California",2088
6075030500,"Census Tract 305, San Francisco County, California",1067
6075030600,"Census Tract 306, San Francisco County, California",915
6075030700,"Census Tract 307, San Francisco County, California",2862
6075030800,"Census Tract 308, San Francisco County, California",2422
6075030900,"Census Tract 309, San Francisco County, California",2442
6075031000,"Census Tract 310, San Francisco County, California",1382
6075031100,"Census Tract 311, San Francisco County, California",2653
6075031201,"Census Tract 312.01, San Francisco County, California",2088
6075031202,"Census Tract 312.02, San Francisco County, California",922
6075031301,"Census Tract 313.01, San Francisco County, California",1358
6075031302,"Census Tract 313.02, San Francisco County, California",2003
6075031400,"Census Tract 314, San Francisco County, California",1967
6075032601,"Census Tract 326.01, San Francisco County, California",1912
6075032602,"Census Tract 326.02, San Francisco County, California",1813
6075032700,"Census Tract 327, San Francisco County, California",2646
6075032801,"Census Tract 328.01, San Francisco County, California",1586
6075032802,"Census Tract 328.02, San Francisco County, California",1601
6075032901,"Census Tract 329.01, San Francisco County, California",1869
6075032902,"Census Tract 329.02, San Francisco County, California",1447
6075033000,"Census Tract 330, San Francisco County, California",2898
6075033100,"Census Tract 331, San Francisco County, California",1567
6075033201,"Census Tract 332.01, San Francisco County, California",739
6075033203,"Census Tract 332.03, San Francisco County, California",1569
6075033204,"Census Tract 332.04, San Francisco County, California",1731
6075035100,"Census Tract 351, San Francisco County, California",2977
6075035201,"Census Tract 352.01, San Francisco County, California",2035
6075035202,"Census Tract 352.02, San Francisco County, California",1950
6075035300,"Census Tract 353, San Francisco County, California",2625
6075035400,"Census Tract 354, San Francisco County, California",2612
6075040100,"Census Tract 401, San Francisco County, California",2025
6075040200,"Census Tract 402, San Francisco County, California",2597
6075042601,"Census Tract 426.01, San Francisco County, California",1905
6075042602,"Census Tract 426.02, San Francisco County, California",1612
6075042700,"Census Tract 427, San Francisco County, California",2687
6075042800,"Census Tract 428, San Francisco County, California",1045
6075045100,"Census Tract 451, San Francisco County, California",2272
6075045200,"Census Tract 452, San Francisco County, California",3018
6075047600,"Census Tract 476, San Francisco County, California",2429
6075047701,"Census Tract 477.01, San Francisco County, California",2068
6075047702,"Census Tract 477.02, San Francisco County, California",1705
6075047801,"Census Tract 478.01, San Francisco County, California",1791
6075047802,"Census Tract 478.02, San Francisco County, California",1625
6075047901,"Census Tract 479.01, San Francisco County, California",2858
6075047902,"Census Tract 479.02, San Francisco County, California",1635
6075060100,"Census Tract 601, San Francisco County, California",1352
6075060400,"Census Tract 604, San Francisco County, California",1084
6075060502,"Census Tract 605.02, San Francisco County, California",1072
6075060700,"Census Tract 607, San Francisco County, California",5895
6075061000,"Census Tract 610, San Francisco County, California",1686
6075061100,"Census Tract 611, San Francisco County, California",2284
6075061200,"Census Tract 612, San Francisco County, California",1277
6075061400,"Census Tract 614, San Francisco County, California",2653
6075061500,"Census Tract 615, San Francisco County, California",9705
6075980200,"Census Tract 9802, San Francisco County, California",71
6075980300,"Census Tract 9803, San Francisco County, California",66
6075980401,"Census Tract 9804.01, San Francisco County, California",0
6075980501,"Census Tract 9805.01, San Francisco County, California",301
6075980600,"Census Tract 9806, San Francisco County, California",249
6075980900,"Census Tract 9809, San Francisco County, California",178
6075990100,"Census Tract 9901, San Francisco County, California",0
