Id2,Geography,Estimate; Total
6075021700,"Census Tract 217, San Francisco County, California",1942
6075021800,"Census Tract 218, San Francisco County, California",1927
6075022600,"Census Tract 226, San Francisco County, California",949
6075022702,"Census Tract 227.02, San Francisco County, California",1064
6075022704,"Census Tract 227.04, San Francisco County, California",1702
6075022801,"Census Tract 228.01, San Francisco County, California",2001
6075022802,"Census Tract 228.02, San Francisco County, California",663
6075022803,"Census Tract 228.03, San Francisco County, California",1691
6075022901,"Census Tract 229.01, San Francisco County, California",1554
6075022902,"Census Tract 229.02, San Francisco County, California",895
6075022903,"Census Tract 229.03, San Francisco County, California",1162
6075023001,"Census Tract 230.01, San Francisco County, California",1430
6075023003,"Census Tract 230.03, San Francisco County, California",1211
6075023102,"Census Tract 231.02, San Francisco County, California",1566
6075023103,"Census Tract 231.03, San Francisco County, California",1125
6075023200,"Census Tract 232, San Francisco County, California",1339
6075023300,"Census Tract 233, San Francisco County, California",1023
6075023400,"Census Tract 234, San Francisco County, California",1075
6075025100,"Census Tract 251, San Francisco County, California",1389
6075025200,"Census Tract 252, San Francisco County, California",2270
6075025300,"Census Tract 253, San Francisco County, California",1962
6075025401,"Census Tract 254.01, San Francisco County, California",1413
6075025402,"Census Tract 254.02, San Francisco County, California",1192
6075025403,"Census Tract 254.03, San Francisco County, California",1572
6075025500,"Census Tract 255, San Francisco County, California",2631
6075025600,"Census Tract 256, San Francisco County, California",1725
6075025701,"Census Tract 257.01, San Francisco County, California",1431
6075025702,"Census Tract 257.02, San Francisco County, California",1303
6075025800,"Census Tract 258, San Francisco County, California",660
6075025900,"Census Tract 259, San Francisco County, California",1466
6075026001,"Census Tract 260.01, San Francisco County, California",1653
6075026002,"Census Tract 260.02, San Francisco County, California",1025
6075026003,"Census Tract 260.03, San Francisco County, California",1432
6075026004,"Census Tract 260.04, San Francisco County, California",1260
6075026100,"Census Tract 261, San Francisco County, California",1997
6075026200,"Census Tract 262, San Francisco County, California",2058
6075026301,"Census Tract 263.01, San Francisco County, California",1381
6075026302,"Census Tract 263.02, San Francisco County, California",1537
6075026303,"Census Tract 263.03, San Francisco County, California",1327
6075026401,"Census Tract 264.01, San Francisco County, California",1102
6075026402,"Census Tract 264.02, San Francisco County, California",1212
6075026403,"Census Tract 264.03, San Francisco County, California",1166
6075026404,"Census Tract 264.04, San Francisco County, California",740
6075030101,"Census Tract 301.01, San Francisco County, California",2169
6075030102,"Census Tract 301.02, San Francisco County, California",2345
6075030201,"Census Tract 302.01, San Francisco County, California",1957
6075030202,"Census Tract 302.02, San Francisco County, California",2204
6075030301,"Census Tract 303.01, San Francisco County, California",2574
6075030302,"Census Tract 303.02, San Francisco County, California",1430
6075030400,"Census Tract 304, San Francisco County, California",2049
6075030500,"Census Tract 305, San Francisco County, California",1071
6075030600,"Census Tract 306, San Francisco County, California",910
6075030700,"Census Tract 307, San Francisco County, California",2804
6075030800,"Census Tract 308, San Francisco County, California",2382
6075030900,"Census Tract 309, San Francisco County, California",2480
6075031000,"Census Tract 310, San Francisco County, California",1364
6075031100,"Census Tract 311, San Francisco County, California",2645
6075031201,"Census Tract 312.01, San Francisco County, California",1964
6075031202,"Census Tract 312.02, San Francisco County, California",911
6075031301,"Census Tract 313.01, San Francisco County, California",1405
6075031302,"Census Tract 313.02, San Francisco County, California",1950
6075031400,"Census Tract 314, San Francisco County, California",1987
6075032601,"Census Tract 326.01, San Francisco County, California",1835
6075032602,"Census Tract 326.02, San Francisco County, California",1783
6075032700,"Census Tract 327, San Francisco County, California",2530
6075032801,"Census Tract 328.01, San Francisco County, California",1490
6075032802,"Census Tract 328.02, San Francisco County, California",1526
6075032901,"Census Tract 329.01, San Francisco County, California",1855
6075032902,"Census Tract 329.02, San Francisco County, California",1424
6075033000,"Census Tract 330, San Francisco County, California",2852
6075033100,"Census Tract 331, San Francisco County, California",1555
6075033201,"Census Tract 332.01, San Francisco County, California",759
6075033203,"Census Tract 332.03, San Francisco County, California",1595
6075033204,"Census Tract 332.04, San Francisco County, California",1694
6075035100,"Census Tract 351, San Francisco County, California",2910
6075035201,"Census Tract 352.01, San Francisco County, California",1978
6075035202,"Census Tract 352.02, San Francisco County, California",1904
6075035300,"Census Tract 353, San Francisco County, California",2593
6075035400,"Census Tract 354, San Francisco County, California",2473
6075040100,"Census Tract 401, San Francisco County, California",2053
6075040200,"Census Tract 402, San Francisco County, California",2614
6075042601,"Census Tract 426.01, San Francisco County, California",1825
6075042602,"Census Tract 426.02, San Francisco County, California",1553
6075042700,"Census Tract 427, San Francisco County, California",2634
6075042800,"Census Tract 428, San Francisco County, California",1031
6075045100,"Census Tract 451, San Francisco County, California",2355
6075045200,"Census Tract 452, San Francisco County, California",2962
6075047600,"Census Tract 476, San Francisco County, California",2412
6075047701,"Census Tract 477.01, San Francisco County, California",2056
6075047702,"Census Tract 477.02, San Francisco County, California",1700
6075047801,"Census Tract 478.01, San Francisco County, California",1825
6075047802,"Census Tract 478.02, San Francisco County, California",1645
6075047901,"Census Tract 479.01, San Francisco County, California",2789
6075047902,"Census Tract 479.02, San Francisco County, California",1645
6075060100,"Census Tract 601, San Francisco County, California",1317
6075060400,"Census Tract 604, San Francisco County, California",1080
6075060502,"Census Tract 605.02, San Francisco County, California",1077
