Id2,Geography,Estimate; Total
6075025402,"Census Tract 254.02, San Francisco County, California",1148
6075025403,"Census Tract 254.03, San Francisco County, California",1572
6075025500,"Census Tract 255, San Francisco County, California",2741
6075025600,"Census Tract 256, San Francisco County, California",1719
6075025701,"Census Tract 257.01, San Francisco County, California",1484
6075025702,"Census Tract 257.02, San Francisco County, California",1347
6075025800,"Census Tract 258, San Francisco County, California",646
6075025900,"Census Tract 259, San Francisco County, California",1511
6075026001,"Census Tract 260.01, San Francisco County, California",1677
6075026002,"Census Tract 260.02, San Francisco County, California",1030
6075026003,"Census Tract 260.03, San Francisco County, California",1446
6075026004,"Census Tract 260.04, San Francisco County, California",1276
6075026100,"Census Tract 261, San Francisco County, California",2002
6075026200,"Census Tract 262, San Francisco County, California",2118
6075026301,"Census Tract 263.01, San Francisco County, California",1421
6075026302,"Census Tract 263.02, San Francisco County, California",1540
6075026303,"Census Tract 263.03, San Francisco County, California",1346
6075026401,"Census Tract 264.01, San Francisco County, California",1082
6075026402,"Census Tract 264.02, San Francisco County, California",1226
6075026403,"Census Tract 264.03, San Francisco County, California",1174
6075026404,"Census Tract 264.04, San Francisco County, California",721
6075030101,"Census Tract 301.01, San Francisco County, California",2235
6075030102,"Census Tract 301.02, San Francisco County, California",2397
6075030201,"Census Tract 302.01, San Francisco County, California",1982
6075030202,"Census Tract 302.02, San Francisco County, California",2198
6075030301,"Census Tract 303.01, San Francisco County, California",2596
6075030302,"Census Tract 303.02, San Francisco County, California",1480
6075030400,"Census Tract 304, San Francisco County, California",2052
6075030500,"Census Tract 305, San Francisco County, California",1069
6075030600,"Census Tract 306, San Francisco County, California",903
6075030700,"Census Tract 307, San Francisco County, California",2810
6075030800,"Census Tract 308, San Francisco County, California",2420
6075030900,"Census Tract 309, San Francisco County, California",2475
6075031000,"Census Tract 310, San Francisco County, California",1367
6075031100,"Census Tract 311, San Francisco County, California",2667
6075031201,"Census Tract 312.01, San Francisco County, California",2066
6075031202,"Census Tract 312.02, San Francisco County, California",919
6075031301,"Census Tract 313.01, San Francisco County, California",1367
6075031302,"Census Tract 313.02, San Francisco County, California",1998
6075031400,"Census Tract 314, San Francisco County, California",1981
6075032601,"Census Tract 326.01, San Francisco County, California",1905
6075032602,"Census Tract 326.02, San Francisco County, California",1791
6075032700,"Census Tract 327, San Francisco County, California",2622
6075032801,"Census Tract 328.01, San Francisco County, California",1578
6075032802,"Census Tract 328.02, San Francisco County, California",1598
6075032901,"Census Tract 329.01, San Francisco County, California",1874
6075032902,"Census Tract 329.02, San Francisco County, California",1439
6075033000,"Census Tract 330, San Francisco County, California",2891
6075033100,"Census Tract 331, San Francisco County, California",1556
6075033201,"Census Tract 332.01, San Francisco County, California",761
6075033203,"Census Tract 332.03, San Francisco County, California",1610
6075033204,"Census Tract 332.04, San Francisco County, California",1689
6075035100,"Census Tract 351, San Francisco County, California",2920
6075035201,"Census Tract 352.01, San Francisco County, California",2022
6075035202,"Census Tract 352.02, San Francisco County, California",1922
6075035300,"Census Tract 353, San Francisco County, California",2594
6075035400,"Census Tract 354, San Francisco County, California",2594
6075040100,"Census Tract 401, San Francisco County, California",2047
6075040200,"Census Tract 402, San Francisco County, California",2617
6075042601,"Census Tract 426.01, San Francisco County, California",1892
6075042602,"Census Tract 426.02, San Francisco County, California",1555
6075042700,"Census Tract 427, San Francisco County, California",2659
6075042800,"Census Tract 428, San Francisco County, California",1031
6075045100,"Census Tract 451, San Francisco County, California",2259
6075045200,"Census Tract 452, San Francisco County, California",3033
6075047600,"Census Tract 476, San Francisco County, California",2413
6075047701,"Census Tract 477.01, San Francisco County, California",2048
6075047702,"Census Tract 477.02, San Francisco County, California",1699
6075047801,"Census Tract 478.01, San Francisco County, California",1787
6075047802,"Census Tract 478.02, San Francisco County, California",1622
6075047901,"Census Tract 479.01, San Francisco County, California",2819
6075047902,"Census Tract 479.02, San Francisco County, California",1643
6075060100,"Census Tract 601, San Francisco County, California",1369
6075060400,"Census Tract 604, San Francisco County, California",1022
6075060502,"Census Tract 605.02, San Francisco County, California",1078
6075060700,"Census Tract 607, San Francisco County, California",5536
6075061000,"Census Tract 610, San Francisco County, California",1629
6075061100,"Census Tract 611, San Francisco County, California",2250
6075061200,"Census Tract 612, San Francisco County, California",1246
6075061400,"Census Tract 614, San Francisco County, California",2625
6075061500,"Census Tract 615, San Francisco County, California",9224
6075980200,"Census Tract 9802, San Francisco County, California",86
6075980300,"Census Tract 9803, San Francisco County, California",76
6075980401,"Census Tract 9804.01, San Francisco County, California",0
6075980501,"Census Tract 9805.01, San Francisco County, California",297
6075980600,"Census Tract 9806, San Francisco County, California",196
6075980900,"Census Tract 9809, San Francisco County, California",156
6075990100,"Census Tract 9901, San Francisco County, California",0
