Id2,Geography,Estimate; Total:,Estimate; Total: - White alone,Estimate; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone
6075021200,"Census Tract 212, San Francisco County, California",2905,2653,32,10,160,0
6075021300,"Census Tract 213, San Francisco County, California",2715,2319,13,19,166,0
6075021400,"Census Tract 214, San Francisco County, California",3610,3053,23,13,249,0
6075021500,"Census Tract 215, San Francisco County, California",5393,4418,11,0,648,0
6075021600,"Census Tract 216, San Francisco County, California",4321,2835,491,0,762,0
6075021700,"Census Tract 217, San Francisco County, California",4037,2692,169,37,810,0
6075021800,"Census Tract 218, San Francisco County, California",4462,3690,11,15,445,0
6075022600,"Census Tract 226, San Francisco County, California",1314,1094,52,48,58,0
6075022701,"Census Tract 227.01, San Francisco County, California",3470,3056,29,0,269,0
6075022702,"Census Tract 227.02, San Francisco County, California",2187,1841,0,0,188,0
6075022703,"Census Tract 227.03, San Francisco County, California",6254,3088,1702,199,447,243
6075022801,"Census Tract 228.01, San Francisco County, California",4779,3462,122,0,303,0
6075022802,"Census Tract 228.02, San Francisco County, California",2319,1575,49,207,250,0
6075022803,"Census Tract 228.03, San Francisco County, California",4747,3308,29,8,529,0
6075022901,"Census Tract 229.01, San Francisco County, California",4519,3151,288,0,759,0
6075022902,"Census Tract 229.02, San Francisco County, California",2687,2179,13,0,148,0
6075022903,"Census Tract 229.03, San Francisco County, California",3226,2476,22,61,358,0
6075023001,"Census Tract 230.01, San Francisco County, California",4772,776,1159,109,2587,0
6075023002,"Census Tract 230.02, San Francisco County, California",2170,662,674,0,521,0
6075023003,"Census Tract 230.03, San Francisco County, California",3647,883,1038,7,1393,14
6075023101,"Census Tract 231.01, San Francisco County, California",1120,285,329,0,286,0
6075023102,"Census Tract 231.02, San Francisco County, California",3372,677,2247,0,296,38
6075023103,"Census Tract 231.03, San Francisco County, California",4093,518,2455,31,293,361
6075023200,"Census Tract 232, San Francisco County, California",4810,1609,2245,59,401,0
6075023300,"Census Tract 233, San Francisco County, California",2595,327,289,0,1669,0
6075023400,"Census Tract 234, San Francisco County, California",3293,1240,1059,0,416,132
6075025100,"Census Tract 251, San Francisco County, California",3646,2869,69,15,425,0
6075025200,"Census Tract 252, San Francisco County, California",6076,4850,343,14,519,39
6075025300,"Census Tract 253, San Francisco County, California",4907,4000,199,16,343,23
6075025401,"Census Tract 254.01, San Francisco County, California",4074,2801,122,55,428,14
6075025402,"Census Tract 254.02, San Francisco County, California",2935,2146,108,4,555,87
6075025403,"Census Tract 254.03, San Francisco County, California",4573,2297,347,90,1062,0
6075025500,"Census Tract 255, San Francisco County, California",7990,4120,58,0,3030,0
6075025600,"Census Tract 256, San Francisco County, California",5475,1745,61,10,3079,26
6075025700,"Census Tract 257, San Francisco County, California",8463,2292,297,119,5048,0
6075025800,"Census Tract 258, San Francisco County, California",2182,745,93,23,1294,20
6075025900,"Census Tract 259, San Francisco County, California",4498,1667,694,0,1708,21
6075026001,"Census Tract 260.01, San Francisco County, California",5609,2733,70,60,2265,11
6075026002,"Census Tract 260.02, San Francisco County, California",4678,2758,165,21,1257,0
6075026003,"Census Tract 260.03, San Francisco County, California",4421,1872,39,18,1530,0
6075026004,"Census Tract 260.04, San Francisco County, California",3808,1270,0,68,1831,0
6075026100,"Census Tract 261, San Francisco County, California",6190,1866,52,32,3662,53
6075026200,"Census Tract 262, San Francisco County, California",7021,2395,212,27,3638,20
6075026301,"Census Tract 263.01, San Francisco County, California",4028,1629,0,0,2009,0
6075026302,"Census Tract 263.02, San Francisco County, California",4347,1547,213,128,2032,0
6075026303,"Census Tract 263.03, San Francisco County, California",4983,1093,136,37,2633,361
6075026401,"Census Tract 264.01, San Francisco County, California",4199,760,632,0,2676,5
6075026402,"Census Tract 264.02, San Francisco County, California",4350,684,435,9,2847,0
6075026403,"Census Tract 264.03, San Francisco County, California",3771,368,236,58,3015,0
6075026404,"Census Tract 264.04, San Francisco County, California",2575,441,610,0,1125,97
6075030101,"Census Tract 301.01, San Francisco County, California",4343,3027,0,29,772,0
6075030102,"Census Tract 301.02, San Francisco County, California",4720,3371,54,0,1018,0
6075030201,"Census Tract 302.01, San Francisco County, California",3877,2296,21,15,1323,32
6075030202,"Census Tract 302.02, San Francisco County, California",4770,3269,188,7,1094,0
6075030301,"Census Tract 303.01, San Francisco County, California",6169,2953,112,77,2814,0
6075030302,"Census Tract 303.02, San Francisco County, California",3836,1956,0,11,1714,0
6075030400,"Census Tract 304, San Francisco County, California",5320,3005,64,0,1908,0
6075030500,"Census Tract 305, San Francisco County, California",3588,1621,356,14,971,0
6075030600,"Census Tract 306, San Francisco County, California",2110,1794,10,0,274,0
6075030700,"Census Tract 307, San Francisco County, California",6333,3850,67,7,1899,0
6075030800,"Census Tract 308, San Francisco County, California",5625,3484,0,0,1885,8
6075030900,"Census Tract 309, San Francisco County, California",6748,3965,200,35,2413,15
6075031000,"Census Tract 310, San Francisco County, California",3363,2233,76,0,892,0
6075031100,"Census Tract 311, San Francisco County, California",7218,4187,351,38,2191,0
6075031200,"Census Tract 312, San Francisco County, California",9314,1989,864,0,5523,26
6075031300,"Census Tract 313, San Francisco County, California",9168,2063,1870,0,4214,0
6075031400,"Census Tract 314, San Francisco County, California",6262,1814,1512,33,2569,0
6075032600,"Census Tract 326, San Francisco County, California",8842,3410,0,27,5083,0
6075032700,"Census Tract 327, San Francisco County, California",6683,2720,23,8,3649,11
6075032800,"Census Tract 328, San Francisco County, California",8736,2903,35,0,5528,0
6075032900,"Census Tract 329, San Francisco County, California",9734,3573,102,6,5876,0
6075033000,"Census Tract 330, San Francisco County, California",7771,3680,104,0,3620,57
6075033100,"Census Tract 331, San Francisco County, California",3922,1680,0,0,2180,0
6075033201,"Census Tract 332.01, San Francisco County, California",3293,1608,411,0,874,0
6075033202,"Census Tract 332.02, San Francisco County, California",5952,2995,498,76,2009,123
6075035100,"Census Tract 351, San Francisco County, California",8240,2464,0,0,5370,0
6075035201,"Census Tract 352.01, San Francisco County, California",5278,2094,107,6,2950,82
6075035202,"Census Tract 352.02, San Francisco County, California",4677,2414,116,10,1920,40
6075035300,"Census Tract 353, San Francisco County, California",7227,2026,58,0,4710,0
6075035400,"Census Tract 354, San Francisco County, California",6876,2938,119,0,3068,266
6075040100,"Census Tract 401, San Francisco County, California",4658,2514,411,81,1317,0
6075040200,"Census Tract 402, San Francisco County, California",5388,2472,32,6,2580,0
6075042600,"Census Tract 426, San Francisco County, California",7595,3653,141,0,3338,73
6075042700,"Census Tract 427, San Francisco County, California",5978,3090,88,7,2471,0
6075042800,"Census Tract 428, San Francisco County, California",2662,1963,16,0,497,6
6075045100,"Census Tract 451, San Francisco County, California",4970,2312,58,42,2452,0
6075045200,"Census Tract 452, San Francisco County, California",6546,3299,38,47,2784,0
6075047600,"Census Tract 476, San Francisco County, California",5068,2440,0,0,2404,33
6075047701,"Census Tract 477.01, San Francisco County, California",4180,1363,67,16,1985,84
6075047702,"Census Tract 477.02, San Francisco County, California",4080,1909,47,6,1808,0
6075047800,"Census Tract 478, San Francisco County, California",8942,3523,251,0,4611,12
6075047901,"Census Tract 479.01, San Francisco County, California",6664,2971,357,37,2697,23
6075047902,"Census Tract 479.02, San Francisco County, California",3750,1962,11,0,1386,0
6075060100,"Census Tract 601, San Francisco County, California",2627,2227,40,52,161,0
6075060200,"Census Tract 602, San Francisco County, California",443,245,131,0,0,0
6075060300,"Census Tract 603, San Francisco County, California",50,22,0,0,9,0
6075060400,"Census Tract 604, San Francisco County, California",2753,1563,161,0,879,0
6075060501,"Census Tract 605.01, San Francisco County, California",640,241,83,6,242,0
6075060502,"Census Tract 605.02, San Francisco County, California",2933,544,1066,87,1129,42
6075060600,"Census Tract 606, San Francisco County, California",269,38,196,0,9,0
6075060700,"Census Tract 607, San Francisco County, California",4475,2471,183,0,1637,0
6075060900,"Census Tract 609, San Francisco County, California",406,200,56,0,81,0
6075061000,"Census Tract 610, San Francisco County, California",3273,1073,564,0,1432,72
