Id2,Geography,Estimate; Total:,Estimate; Total: - White alone,Estimate; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone
6075020500,"Census Tract 205, San Francisco County, California",2890,2445,59,9,215,0
6075020600,"Census Tract 206, San Francisco County, California",5052,3881,133,18,591,60
6075020700,"Census Tract 207, San Francisco County, California",5169,3548,68,27,810,0
6075020800,"Census Tract 208, San Francisco County, California",6292,3423,180,89,1005,11
6075020900,"Census Tract 209, San Francisco County, California",4927,2775,69,149,689,0
6075021000,"Census Tract 210, San Francisco County, California",4618,3111,118,20,510,0
6075021100,"Census Tract 211, San Francisco County, California",4180,3242,57,17,537,0
6075021200,"Census Tract 212, San Francisco County, California",3098,2465,34,1,300,0
6075021300,"Census Tract 213, San Francisco County, California",2714,2047,0,0,382,0
6075021400,"Census Tract 214, San Francisco County, California",3736,2855,24,35,590,40
6075021500,"Census Tract 215, San Francisco County, California",4920,3965,152,14,568,22
6075021600,"Census Tract 216, San Francisco County, California",4551,2725,319,65,763,0
6075021700,"Census Tract 217, San Francisco County, California",4094,2490,363,8,794,0
6075021800,"Census Tract 218, San Francisco County, California",4112,3217,120,18,418,0
6075022600,"Census Tract 226, San Francisco County, California",2082,1367,172,0,407,0
6075022702,"Census Tract 227.02, San Francisco County, California",2239,1706,59,0,319,0
6075022704,"Census Tract 227.04, San Francisco County, California",3411,2496,48,9,577,0
6075022801,"Census Tract 228.01, San Francisco County, California",5278,2765,126,0,841,0
6075022802,"Census Tract 228.02, San Francisco County, California",2402,1351,74,7,321,0
6075022803,"Census Tract 228.03, San Francisco County, California",4637,2741,92,22,560,0
6075022901,"Census Tract 229.01, San Francisco County, California",5691,3126,203,44,371,0
6075022902,"Census Tract 229.02, San Francisco County, California",2712,1748,114,0,217,22
6075022903,"Census Tract 229.03, San Francisco County, California",3148,1448,67,37,404,0
6075023001,"Census Tract 230.01, San Francisco County, California",5204,576,528,11,3831,0
6075023003,"Census Tract 230.03, San Francisco County, California",4330,621,1260,1,2034,0
6075023102,"Census Tract 231.02, San Francisco County, California",4653,305,2904,0,612,262
6075023103,"Census Tract 231.03, San Francisco County, California",2904,171,1430,0,179,387
6075023200,"Census Tract 232, San Francisco County, California",4414,907,1587,9,491,43
6075023300,"Census Tract 233, San Francisco County, California",3203,426,272,0,2062,0
6075023400,"Census Tract 234, San Francisco County, California",3176,290,677,0,768,186
6075025100,"Census Tract 251, San Francisco County, California",3620,2336,253,48,642,0
6075025200,"Census Tract 252, San Francisco County, California",5845,4300,131,16,618,20
6075025300,"Census Tract 253, San Francisco County, California",4349,2667,93,35,499,0
6075025401,"Census Tract 254.01, San Francisco County, California",4044,1859,298,2,444,0
6075025402,"Census Tract 254.02, San Francisco County, California",2965,1711,50,0,839,0
6075025403,"Census Tract 254.03, San Francisco County, California",5315,1930,504,43,1327,0
6075025500,"Census Tract 255, San Francisco County, California",9446,3334,114,0,3939,0
6075025600,"Census Tract 256, San Francisco County, California",5504,1502,145,72,3135,0
6075025701,"Census Tract 257.01, San Francisco County, California",5116,908,187,10,3085,6
6075025702,"Census Tract 257.02, San Francisco County, California",4739,560,120,8,3041,23
6075025800,"Census Tract 258, San Francisco County, California",2061,667,145,38,867,0
6075025900,"Census Tract 259, San Francisco County, California",4498,1447,336,9,2015,0
6075026001,"Census Tract 260.01, San Francisco County, California",5901,1682,228,31,2183,99
6075026002,"Census Tract 260.02, San Francisco County, California",3359,1284,174,12,1243,0
6075026003,"Census Tract 260.03, San Francisco County, California",5261,1763,64,56,1850,2
6075026004,"Census Tract 260.04, San Francisco County, California",4924,1552,128,57,2482,14
6075026100,"Census Tract 261, San Francisco County, California",7156,1271,71,26,4125,50
6075026200,"Census Tract 262, San Francisco County, California",7671,1153,63,55,4923,0
6075026301,"Census Tract 263.01, San Francisco County, California",4830,1372,29,33,2674,30
6075026302,"Census Tract 263.02, San Francisco County, California",4717,1005,129,0,2705,0
6075026303,"Census Tract 263.03, San Francisco County, California",4844,897,39,5,2743,0
6075026401,"Census Tract 264.01, San Francisco County, California",3710,304,321,0,2577,22
6075026402,"Census Tract 264.02, San Francisco County, California",4734,552,382,20,2439,0
6075026403,"Census Tract 264.03, San Francisco County, California",3868,656,89,6,2546,0
6075026404,"Census Tract 264.04, San Francisco County, California",2823,375,494,0,1432,202
6075030101,"Census Tract 301.01, San Francisco County, California",4936,3219,115,45,1068,16
6075030102,"Census Tract 301.02, San Francisco County, California",5073,3572,72,23,1093,0
6075030201,"Census Tract 302.01, San Francisco County, California",4327,2351,38,0,1493,0
6075030202,"Census Tract 302.02, San Francisco County, California",4621,2565,105,0,1298,0
6075030301,"Census Tract 303.01, San Francisco County, California",6024,2811,167,0,2498,0
6075030302,"Census Tract 303.02, San Francisco County, California",4143,1833,64,0,2047,0
6075030400,"Census Tract 304, San Francisco County, California",5568,2774,140,9,2133,27
6075030500,"Census Tract 305, San Francisco County, California",2950,1553,224,14,739,19
6075030600,"Census Tract 306, San Francisco County, California",2424,1346,21,0,750,0
6075030700,"Census Tract 307, San Francisco County, California",6673,4062,114,19,1877,0
6075030800,"Census Tract 308, San Francisco County, California",6136,3554,298,30,1808,55
6075030900,"Census Tract 309, San Francisco County, California",6891,3267,93,0,3006,29
6075031000,"Census Tract 310, San Francisco County, California",3601,1856,67,6,1193,0
6075031100,"Census Tract 311, San Francisco County, California",6885,3578,454,0,2091,13
6075031201,"Census Tract 312.01, San Francisco County, California",7331,1427,530,45,4364,0
6075031202,"Census Tract 312.02, San Francisco County, California",3220,400,522,6,1850,26
6075031301,"Census Tract 313.01, San Francisco County, California",4477,937,909,33,2102,0
6075031302,"Census Tract 313.02, San Francisco County, California",5989,1203,587,0,3273,0
6075031400,"Census Tract 314, San Francisco County, California",6990,1562,951,10,3591,12
6075032601,"Census Tract 326.01, San Francisco County, California",4908,1864,58,0,2546,0
6075032602,"Census Tract 326.02, San Francisco County, California",4662,1524,19,3,2728,0
6075032700,"Census Tract 327, San Francisco County, California",7113,2436,1,0,3912,56
6075032801,"Census Tract 328.01, San Francisco County, California",4207,1492,32,5,2483,0
6075032802,"Census Tract 328.02, San Francisco County, California",4383,982,131,8,2918,14
6075032901,"Census Tract 329.01, San Francisco County, California",5757,1795,49,0,3392,42
6075032902,"Census Tract 329.02, San Francisco County, California",4463,1173,64,0,3008,0
6075033000,"Census Tract 330, San Francisco County, California",8165,3460,53,33,4277,0
6075033100,"Census Tract 331, San Francisco County, California",4042,1715,34,0,2253,0
6075033201,"Census Tract 332.01, San Francisco County, California",4165,1939,261,0,879,24
6075033203,"Census Tract 332.03, San Francisco County, California",4212,1901,254,0,1436,0
6075033204,"Census Tract 332.04, San Francisco County, California",4262,1749,342,32,1569,0
6075035100,"Census Tract 351, San Francisco County, California",8868,3383,89,18,4757,1
6075035201,"Census Tract 352.01, San Francisco County, California",5841,2290,8,1,3210,9
6075035202,"Census Tract 352.02, San Francisco County, California",4650,2119,102,0,1907,55
6075035300,"Census Tract 353, San Francisco County, California",7514,1898,60,12,4949,14
6075035400,"Census Tract 354, San Francisco County, California",6473,2124,183,0,3724,0
6075040100,"Census Tract 401, San Francisco County, California",4525,2663,40,0,1602,24
6075040200,"Census Tract 402, San Francisco County, California",5563,2947,98,0,1987,0
6075042601,"Census Tract 426.01, San Francisco County, California",4175,2098,111,6,1493,0
6075042602,"Census Tract 426.02, San Francisco County, California",3090,1816,28,0,1013,0
6075042700,"Census Tract 427, San Francisco County, California",4897,2204,139,0,2200,26
6075042800,"Census Tract 428, San Francisco County, California",2456,1870,14,0,423,0
6075045100,"Census Tract 451, San Francisco County, California",5093,2603,151,8,1871,37
6075045200,"Census Tract 452, San Francisco County, California",7322,3902,55,12,2643,29
6075047600,"Census Tract 476, San Francisco County, California",5647,2480,73,1,2862,45
6075047701,"Census Tract 477.01, San Francisco County, California",4322,1793,10,0,2206,56
6075047702,"Census Tract 477.02, San Francisco County, California",4218,1748,76,0,2168,0
6075047801,"Census Tract 478.01, San Francisco County, California",4023,1329,55,10,2213,0
6075047802,"Census Tract 478.02, San Francisco County, California",3937,1437,0,28,2137,10
6075047901,"Census Tract 479.01, San Francisco County, California",6860,3282,184,0,2961,0
6075047902,"Census Tract 479.02, San Francisco County, California",3701,1772,39,0,1414,0
6075060100,"Census Tract 601, San Francisco County, California",3828,3351,10,0,223,0
6075060400,"Census Tract 604, San Francisco County, California",1662,1045,63,0,369,0
6075060502,"Census Tract 605.02, San Francisco County, California",3430,431,681,44,1184,109
6075060700,"Census Tract 607, San Francisco County, California",10529,4393,728,71,4282,0
6075061000,"Census Tract 610, San Francisco County, California",4730,843,711,12,2444,0
6075061100,"Census Tract 611, San Francisco County, California",4686,178,27,18,4271,0
6075061200,"Census Tract 612, San Francisco County, California",4249,840,790,78,1141,8
6075061400,"Census Tract 614, San Francisco County, California",6035,3263,566,15,932,65
6075061500,"Census Tract 615, San Francisco County, California",13057,7187,162,33,4797,4
6075980200,"Census Tract 9802, San Francisco County, California",320,179,32,0,87,0
6075980300,"Census Tract 9803, San Francisco County, California",89,84,0,0,0,0
6075980401,"Census Tract 9804.01, San Francisco County, California",0,0,0,0,0,0
6075980501,"Census Tract 9805.01, San Francisco County, California",853,52,187,0,411,113
6075980600,"Census Tract 9806, San Francisco County, California",476,182,241,0,44,0
6075980900,"Census Tract 9809, San Francisco County, California",260,171,18,0,37,9
6075990100,"Census Tract 9901, San Francisco County, California",0,0,0,0,0,0
