Id2,Geography,Estimate; Total:,Estimate; Total: - White alone,Estimate; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone
6075020402,"Census Tract 204.02, San Francisco County, California",4490,3374,114,0,565,0
6075020500,"Census Tract 205, San Francisco County, California",2738,2292,65,14,214,0
6075020600,"Census Tract 206, San Francisco County, California",4661,3805,103,12,446,27
6075020700,"Census Tract 207, San Francisco County, California",5553,3900,67,29,803,0
6075020800,"Census Tract 208, San Francisco County, California",6302,3460,155,64,804,11
6075020900,"Census Tract 209, San Francisco County, California",4774,2900,68,121,461,0
6075021000,"Census Tract 210, San Francisco County, California",4564,3289,23,22,560,0
6075021100,"Census Tract 211, San Francisco County, California",3984,3152,62,19,486,0
6075021200,"Census Tract 212, San Francisco County, California",2851,2321,30,0,319,0
6075021300,"Census Tract 213, San Francisco County, California",2661,2056,0,0,344,0
6075021400,"Census Tract 214, San Francisco County, California",3697,2944,14,16,489,42
6075021500,"Census Tract 215, San Francisco County, California",5181,4272,156,0,550,22
6075021600,"Census Tract 216, San Francisco County, California",4395,2582,388,58,904,0
6075021700,"Census Tract 217, San Francisco County, California",3975,2343,398,9,787,0
6075021800,"Census Tract 218, San Francisco County, California",4144,3282,122,11,336,0
6075022600,"Census Tract 226, San Francisco County, California",1889,1260,185,0,352,0
6075022702,"Census Tract 227.02, San Francisco County, California",2342,1748,72,0,332,0
6075022704,"Census Tract 227.04, San Francisco County, California",3250,2360,36,8,615,0
6075022801,"Census Tract 228.01, San Francisco County, California",5252,2954,190,0,839,27
6075022802,"Census Tract 228.02, San Francisco County, California",2355,1423,94,8,310,0
6075022803,"Census Tract 228.03, San Francisco County, California",4832,2896,144,25,541,0
6075022901,"Census Tract 229.01, San Francisco County, California",5347,2808,158,26,414,0
6075022902,"Census Tract 229.02, San Francisco County, California",2547,1715,141,0,159,21
6075022903,"Census Tract 229.03, San Francisco County, California",3111,1529,104,6,322,0
6075023001,"Census Tract 230.01, San Francisco County, California",5080,612,613,11,3672,0
6075023003,"Census Tract 230.03, San Francisco County, California",4387,843,1347,11,1857,0
6075023102,"Census Tract 231.02, San Francisco County, California",4667,542,2611,0,742,272
6075023103,"Census Tract 231.03, San Francisco County, California",2922,259,1410,0,134,414
6075023200,"Census Tract 232, San Francisco County, California",4355,1146,1907,0,449,39
6075023300,"Census Tract 233, San Francisco County, California",3218,483,235,0,2217,0
6075023400,"Census Tract 234, San Francisco County, California",2976,423,625,53,747,180
6075025100,"Census Tract 251, San Francisco County, California",3422,2245,287,7,548,0
6075025200,"Census Tract 252, San Francisco County, California",5948,4059,85,4,732,20
6075025300,"Census Tract 253, San Francisco County, California",4574,2832,111,46,558,0
6075025401,"Census Tract 254.01, San Francisco County, California",3309,1838,224,10,317,0
6075025402,"Census Tract 254.02, San Francisco County, California",3080,1975,75,0,721,0
6075025403,"Census Tract 254.03, San Francisco County, California",5154,2196,461,31,1195,0
6075025500,"Census Tract 255, San Francisco County, California",9303,3265,91,0,3667,0
6075025600,"Census Tract 256, San Francisco County, California",5648,1466,169,74,3247,0
6075025701,"Census Tract 257.01, San Francisco County, California",5074,1060,228,17,2886,7
6075025702,"Census Tract 257.02, San Francisco County, California",4911,688,114,9,3145,0
6075025800,"Census Tract 258, San Francisco County, California",2035,393,120,28,1137,0
6075025900,"Census Tract 259, San Francisco County, California",4249,1399,275,9,2061,0
6075026001,"Census Tract 260.01, San Francisco County, California",5751,1643,196,17,2135,72
6075026002,"Census Tract 260.02, San Francisco County, California",3497,1255,168,12,1199,0
6075026003,"Census Tract 260.03, San Francisco County, California",4976,1606,64,79,2165,2
6075026004,"Census Tract 260.04, San Francisco County, California",5015,1847,78,56,2442,0
6075026100,"Census Tract 261, San Francisco County, California",6934,1288,128,30,3974,40
6075026200,"Census Tract 262, San Francisco County, California",7746,1441,90,69,4914,0
6075026301,"Census Tract 263.01, San Francisco County, California",4750,1256,53,42,2700,23
6075026302,"Census Tract 263.02, San Francisco County, California",4785,1156,113,0,2727,0
6075026303,"Census Tract 263.03, San Francisco County, California",5218,993,102,4,2974,0
6075026401,"Census Tract 264.01, San Francisco County, California",3937,298,425,0,2765,28
6075026402,"Census Tract 264.02, San Francisco County, California",4407,505,671,0,2510,0
6075026403,"Census Tract 264.03, San Francisco County, California",3655,348,77,7,2609,0
6075026404,"Census Tract 264.04, San Francisco County, California",2377,339,498,2,1219,99
6075030101,"Census Tract 301.01, San Francisco County, California",4895,3235,135,47,1004,0
6075030102,"Census Tract 301.02, San Francisco County, California",5095,3567,110,22,1026,0
6075030201,"Census Tract 302.01, San Francisco County, California",4233,2576,23,0,1230,0
6075030202,"Census Tract 302.02, San Francisco County, California",4467,2850,97,0,1003,0
6075030301,"Census Tract 303.01, San Francisco County, California",6101,2840,175,0,2634,0
6075030302,"Census Tract 303.02, San Francisco County, California",4171,1886,23,0,2009,0
6075030400,"Census Tract 304, San Francisco County, California",5373,2668,128,4,2175,0
6075030500,"Census Tract 305, San Francisco County, California",2820,1658,200,16,577,17
6075030600,"Census Tract 306, San Francisco County, California",2243,1338,31,0,639,0
6075030700,"Census Tract 307, San Francisco County, California",6952,4169,109,20,1956,0
6075030800,"Census Tract 308, San Francisco County, California",5681,3369,182,0,1713,39
6075030900,"Census Tract 309, San Francisco County, California",6788,3264,149,0,2969,42
6075031000,"Census Tract 310, San Francisco County, California",3674,1916,105,4,1214,0
6075031100,"Census Tract 311, San Francisco County, California",6616,3569,518,0,1908,0
6075031201,"Census Tract 312.01, San Francisco County, California",7110,1421,468,36,4406,0
6075031202,"Census Tract 312.02, San Francisco County, California",3213,536,572,31,1597,85
6075031301,"Census Tract 313.01, San Francisco County, California",4594,951,1032,114,2101,0
6075031302,"Census Tract 313.02, San Francisco County, California",6376,1485,786,0,3220,0
6075031400,"Census Tract 314, San Francisco County, California",6968,1600,965,10,3463,12
6075032601,"Census Tract 326.01, San Francisco County, California",4638,1836,26,0,2381,0
6075032602,"Census Tract 326.02, San Francisco County, California",4523,1631,22,3,2471,0
6075032700,"Census Tract 327, San Francisco County, California",6950,2461,2,0,4006,0
6075032801,"Census Tract 328.01, San Francisco County, California",4171,1209,34,6,2679,0
6075032802,"Census Tract 328.02, San Francisco County, California",4060,837,0,9,2984,8
6075032901,"Census Tract 329.01, San Francisco County, California",5608,1741,48,0,3341,15
6075032902,"Census Tract 329.02, San Francisco County, California",4264,999,55,0,2972,0
6075033000,"Census Tract 330, San Francisco County, California",8227,3343,56,37,4530,0
6075033100,"Census Tract 331, San Francisco County, California",4630,1572,35,0,2979,0
6075033201,"Census Tract 332.01, San Francisco County, California",3967,2070,298,0,786,24
6075033203,"Census Tract 332.03, San Francisco County, California",3935,1922,223,0,1352,0
6075033204,"Census Tract 332.04, San Francisco County, California",3933,1649,325,35,1349,0
6075035100,"Census Tract 351, San Francisco County, California",8691,3142,102,17,4895,2
6075035201,"Census Tract 352.01, San Francisco County, California",5775,2221,1,2,3171,8
6075035202,"Census Tract 352.02, San Francisco County, California",4571,2041,26,0,1925,59
6075035300,"Census Tract 353, San Francisco County, California",7395,1882,75,14,4864,14
6075035400,"Census Tract 354, San Francisco County, California",7022,2507,187,0,3758,0
6075040100,"Census Tract 401, San Francisco County, California",4491,2753,51,0,1509,13
6075040200,"Census Tract 402, San Francisco County, California",5711,2885,145,0,2133,0
6075042601,"Census Tract 426.01, San Francisco County, California",4027,1995,122,0,1532,0
6075042602,"Census Tract 426.02, San Francisco County, California",3375,1675,64,28,999,253
6075042700,"Census Tract 427, San Francisco County, California",5049,2366,180,0,2109,24
6075042800,"Census Tract 428, San Francisco County, California",2491,1757,13,0,580,0
6075045100,"Census Tract 451, San Francisco County, California",4964,2598,240,11,1902,29
6075045200,"Census Tract 452, San Francisco County, California",7259,4054,17,7,2639,21
6075047600,"Census Tract 476, San Francisco County, California",5451,2397,39,1,2613,38
6075047701,"Census Tract 477.01, San Francisco County, California",4259,1688,30,0,2240,54
6075047702,"Census Tract 477.02, San Francisco County, California",4121,1670,68,4,2191,0
6075047801,"Census Tract 478.01, San Francisco County, California",4186,1780,71,7,1962,0
6075047802,"Census Tract 478.02, San Francisco County, California",4065,1330,0,34,2329,0
6075047901,"Census Tract 479.01, San Francisco County, California",6865,3303,190,0,2868,0
6075047902,"Census Tract 479.02, San Francisco County, California",3722,1784,44,0,1487,0
6075060100,"Census Tract 601, San Francisco County, California",3681,3222,0,0,310,0
6075060400,"Census Tract 604, San Francisco County, California",1634,1004,66,0,349,0
6075060502,"Census Tract 605.02, San Francisco County, California",3417,440,653,56,1011,476
6075060700,"Census Tract 607, San Francisco County, California",9979,4230,509,0,4382,0
6075061000,"Census Tract 610, San Francisco County, California",4587,859,419,19,2226,34
6075061100,"Census Tract 611, San Francisco County, California",4527,168,29,15,4134,0
6075061200,"Census Tract 612, San Francisco County, California",4296,792,880,70,1100,8
6075061400,"Census Tract 614, San Francisco County, California",6140,3679,469,13,954,70
6075061500,"Census Tract 615, San Francisco County, California",12511,7293,154,31,4267,0
6075980200,"Census Tract 9802, San Francisco County, California",330,207,34,0,73,0
6075980300,"Census Tract 9803, San Francisco County, California",78,73,0,0,0,0
6075980401,"Census Tract 9804.01, San Francisco County, California",0,0,0,0,0,0
6075980501,"Census Tract 9805.01, San Francisco County, California",880,91,186,0,391,121
6075980600,"Census Tract 9806, San Francisco County, California",487,179,226,0,73,0
6075980900,"Census Tract 9809, San Francisco County, California",271,142,29,0,50,8
6075990100,"Census Tract 9901, San Francisco County, California",0,0,0,0,0,0
