Id2,Geography,Estimate; Total:,Estimate; Total: - White alone,Estimate; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone
6075015200,"Census Tract 152, San Francisco County, California",4385,2919,236,0,1112,0
6075015300,"Census Tract 153, San Francisco County, California",2210,1492,171,0,393,16
6075015400,"Census Tract 154, San Francisco County, California",5877,3907,99,1,1393,111
6075015500,"Census Tract 155, San Francisco County, California",3740,2220,115,0,1280,47
6075015600,"Census Tract 156, San Francisco County, California",3236,1801,68,0,1122,0
6075015700,"Census Tract 157, San Francisco County, California",9377,5408,355,0,2305,98
6075015801,"Census Tract 158.01, San Francisco County, California",4129,1653,1463,0,683,0
6075015802,"Census Tract 158.02, San Francisco County, California",3506,2336,292,19,404,11
6075015900,"Census Tract 159, San Francisco County, California",4432,1752,324,399,1831,14
6075016000,"Census Tract 160, San Francisco County, California",2807,1352,190,0,962,0
6075016100,"Census Tract 161, San Francisco County, California",5562,1301,1954,0,1641,0
6075016200,"Census Tract 162, San Francisco County, California",3236,2060,143,0,814,6
6075016300,"Census Tract 163, San Francisco County, California",4671,2754,654,0,733,0
6075016400,"Census Tract 164, San Francisco County, California",3915,2697,398,10,486,0
6075016500,"Census Tract 165, San Francisco County, California",5760,4115,407,0,663,0
6075016600,"Census Tract 166, San Francisco County, California",5787,4399,230,31,774,20
6075016700,"Census Tract 167, San Francisco County, California",5036,4174,216,0,377,0
6075016801,"Census Tract 168.01, San Francisco County, California",3424,2622,147,0,341,0
6075016802,"Census Tract 168.02, San Francisco County, California",3390,2094,187,62,536,0
6075016900,"Census Tract 169, San Francisco County, California",3133,2340,162,0,417,21
6075017000,"Census Tract 170, San Francisco County, California",4113,3364,29,0,513,20
6075017101,"Census Tract 171.01, San Francisco County, California",3743,2965,164,50,245,0
6075017102,"Census Tract 171.02, San Francisco County, California",3719,2971,68,1,397,0
6075017601,"Census Tract 176.01, San Francisco County, California",8432,2838,851,81,3583,39
6075017700,"Census Tract 177, San Francisco County, California",1822,723,61,119,372,0
6075017801,"Census Tract 178.01, San Francisco County, California",3472,1092,154,0,2169,0
6075017802,"Census Tract 178.02, San Francisco County, California",5108,1920,633,6,1567,17
6075017902,"Census Tract 179.02, San Francisco County, California",3129,1235,547,101,392,37
6075018000,"Census Tract 180, San Francisco County, California",2972,1422,414,5,718,13
6075020100,"Census Tract 201, San Francisco County, California",5911,2983,349,68,947,71
6075020200,"Census Tract 202, San Francisco County, California",6087,3498,413,15,1077,45
6075020300,"Census Tract 203, San Francisco County, California",3413,2393,124,17,438,0
6075020401,"Census Tract 204.01, San Francisco County, California",3290,2457,57,35,499,0
6075020402,"Census Tract 204.02, San Francisco County, California",4646,3239,98,0,727,0
6075020500,"Census Tract 205, San Francisco County, California",2973,2425,66,0,346,0
6075020600,"Census Tract 206, San Francisco County, California",4953,3796,120,0,532,61
6075020700,"Census Tract 207, San Francisco County, California",5011,3501,71,23,601,0
6075020800,"Census Tract 208, San Francisco County, California",6305,3520,170,122,1026,12
6075020900,"Census Tract 209, San Francisco County, California",4816,2542,101,17,681,0
6075021000,"Census Tract 210, San Francisco County, California",4835,3431,137,18,508,0
6075021100,"Census Tract 211, San Francisco County, California",4246,3276,24,27,520,0
6075021200,"Census Tract 212, San Francisco County, California",3091,2369,41,1,366,0
6075021300,"Census Tract 213, San Francisco County, California",2592,1941,12,0,387,0
6075021400,"Census Tract 214, San Francisco County, California",3806,2975,25,41,566,37
6075021500,"Census Tract 215, San Francisco County, California",5155,3892,193,13,528,0
6075021600,"Census Tract 216, San Francisco County, California",4372,2677,279,77,697,0
6075021700,"Census Tract 217, San Francisco County, California",4235,2427,425,0,1014,0
6075021800,"Census Tract 218, San Francisco County, California",4075,3073,142,18,446,0
6075022600,"Census Tract 226, San Francisco County, California",2361,1544,173,0,463,0
6075022702,"Census Tract 227.02, San Francisco County, California",2264,1652,66,0,317,0
6075022704,"Census Tract 227.04, San Francisco County, California",3365,2566,27,9,533,0
6075022801,"Census Tract 228.01, San Francisco County, California",5361,2668,76,0,835,0
6075022802,"Census Tract 228.02, San Francisco County, California",2335,1162,84,9,348,0
6075022803,"Census Tract 228.03, San Francisco County, California",4677,2715,94,0,601,0
6075022901,"Census Tract 229.01, San Francisco County, California",5392,2657,104,44,389,0
6075022902,"Census Tract 229.02, San Francisco County, California",2597,1243,111,0,293,21
6075022903,"Census Tract 229.03, San Francisco County, California",3481,1551,70,44,408,0
6075023001,"Census Tract 230.01, San Francisco County, California",5178,491,537,13,3888,0
6075023003,"Census Tract 230.03, San Francisco County, California",3921,556,949,1,1867,0
6075023102,"Census Tract 231.02, San Francisco County, California",4537,195,2802,0,672,274
6075023103,"Census Tract 231.03, San Francisco County, California",2722,178,1467,0,244,324
6075023200,"Census Tract 232, San Francisco County, California",4456,939,1359,6,557,24
6075023300,"Census Tract 233, San Francisco County, California",3429,494,310,0,2023,0
6075023400,"Census Tract 234, San Francisco County, California",3432,334,856,0,598,266
6075025100,"Census Tract 251, San Francisco County, California",3788,2549,260,47,530,14
6075025200,"Census Tract 252, San Francisco County, California",5809,4467,104,17,569,19
6075025300,"Census Tract 253, San Francisco County, California",4634,2877,108,29,474,0
6075025401,"Census Tract 254.01, San Francisco County, California",4171,2019,116,1,485,0
6075025402,"Census Tract 254.02, San Francisco County, California",3249,1612,106,74,1013,0
6075025403,"Census Tract 254.03, San Francisco County, California",5054,1845,509,26,1294,0
6075025500,"Census Tract 255, San Francisco County, California",9366,3025,98,0,3884,0
6075025600,"Census Tract 256, San Francisco County, California",5503,1342,140,85,3145,0
6075025701,"Census Tract 257.01, San Francisco County, California",5301,858,152,11,3403,5
6075025702,"Census Tract 257.02, San Francisco County, California",4698,514,142,14,2768,61
6075025800,"Census Tract 258, San Francisco County, California",1853,439,148,45,909,0
6075025900,"Census Tract 259, San Francisco County, California",4897,1488,416,18,2302,0
6075026001,"Census Tract 260.01, San Francisco County, California",5940,1853,183,33,2208,0
6075026002,"Census Tract 260.02, San Francisco County, California",3570,1230,241,17,1313,0
6075026003,"Census Tract 260.03, San Francisco County, California",5342,1220,71,38,2335,0
6075026004,"Census Tract 260.04, San Francisco County, California",5043,1250,93,52,2304,12
6075026100,"Census Tract 261, San Francisco County, California",7310,1095,93,19,4374,15
6075026200,"Census Tract 262, San Francisco County, California",7806,1058,60,53,5300,0
6075026301,"Census Tract 263.01, San Francisco County, California",5084,1074,17,27,3218,0
6075026302,"Census Tract 263.02, San Francisco County, California",5149,1077,119,0,2955,0
6075026303,"Census Tract 263.03, San Francisco County, California",4783,955,14,6,2562,0
6075026401,"Census Tract 264.01, San Francisco County, California",3587,273,308,0,2398,14
6075026402,"Census Tract 264.02, San Francisco County, California",5120,715,412,17,2506,0
6075026403,"Census Tract 264.03, San Francisco County, California",3945,587,74,6,2606,28
6075026404,"Census Tract 264.04, San Francisco County, California",3061,427,414,0,1596,153
6075030101,"Census Tract 301.01, San Francisco County, California",4893,3057,81,28,1152,29
6075030102,"Census Tract 301.02, San Francisco County, California",5090,3673,77,16,977,0
6075030201,"Census Tract 302.01, San Francisco County, California",4454,2197,28,0,1696,0
6075030202,"Census Tract 302.02, San Francisco County, California",4384,2393,141,0,1299,0
6075030301,"Census Tract 303.01, San Francisco County, California",5907,2694,120,0,2543,0
6075030302,"Census Tract 303.02, San Francisco County, California",4108,1709,138,0,2111,0
6075030400,"Census Tract 304, San Francisco County, California",5626,2864,150,6,2040,37
6075030500,"Census Tract 305, San Francisco County, California",3116,1572,304,7,801,20
6075030600,"Census Tract 306, San Francisco County, California",2420,1373,24,0,662,0
6075030700,"Census Tract 307, San Francisco County, California",6964,4083,210,44,1970,0
6075030800,"Census Tract 308, San Francisco County, California",6768,3859,284,20,2295,38
6075030900,"Census Tract 309, San Francisco County, California",6942,3312,173,0,2991,0
6075031000,"Census Tract 310, San Francisco County, California",3799,2015,71,5,1255,0
6075031100,"Census Tract 311, San Francisco County, California",6726,3760,160,0,1861,12
6075031201,"Census Tract 312.01, San Francisco County, California",7477,1696,404,45,4333,0
6075031202,"Census Tract 312.02, San Francisco County, California",3451,370,569,6,2006,28
6075031301,"Census Tract 313.01, San Francisco County, California",4397,1040,780,41,2063,0
6075031302,"Census Tract 313.02, San Francisco County, California",6225,1211,641,0,3695,0
6075031400,"Census Tract 314, San Francisco County, California",6915,1248,1036,42,3758,15
6075032601,"Census Tract 326.01, San Francisco County, California",5178,1830,87,23,2684,0
6075032602,"Census Tract 326.02, San Francisco County, California",5047,1546,10,0,2923,0
6075032700,"Census Tract 327, San Francisco County, California",7215,2619,1,0,3869,79
6075032801,"Census Tract 328.01, San Francisco County, California",4505,1522,102,5,2681,0
6075032802,"Census Tract 328.02, San Francisco County, California",4226,1062,104,8,2738,10
6075032901,"Census Tract 329.01, San Francisco County, California",5878,1680,41,0,3590,34
6075032902,"Census Tract 329.02, San Francisco County, California",4423,1152,57,0,3037,0
6075033000,"Census Tract 330, San Francisco County, California",8390,3149,59,45,4739,0
6075033100,"Census Tract 331, San Francisco County, California",3978,1439,30,0,2339,0
6075033201,"Census Tract 332.01, San Francisco County, California",4281,1759,307,15,944,22
6075033203,"Census Tract 332.03, San Francisco County, California",3580,1686,315,0,1240,0
6075033204,"Census Tract 332.04, San Francisco County, California",4678,1725,406,20,1621,0
6075035100,"Census Tract 351, San Francisco County, California",9020,2938,59,52,5034,0
6075035201,"Census Tract 352.01, San Francisco County, California",6180,2372,8,1,3390,0
6075035202,"Census Tract 352.02, San Francisco County, California",4911,2177,124,0,1971,201
6075035300,"Census Tract 353, San Francisco County, California",7510,2164,72,13,4697,19
6075035400,"Census Tract 354, San Francisco County, California",7075,2461,129,0,3552,0
6075040100,"Census Tract 401, San Francisco County, California",4670,2695,58,0,1740,18
6075040200,"Census Tract 402, San Francisco County, California",5633,3220,12,0,1884,0
6075042601,"Census Tract 426.01, San Francisco County, California",3956,2032,246,7,1439,0
6075042602,"Census Tract 426.02, San Francisco County, California",3157,1818,29,0,1029,0
6075042700,"Census Tract 427, San Francisco County, California",5397,2157,274,0,2608,29
6075042800,"Census Tract 428, San Francisco County, California",2497,1894,13,0,453,0
6075045100,"Census Tract 451, San Francisco County, California",5139,2732,106,7,1902,0
6075045200,"Census Tract 452, San Francisco County, California",7113,3397,264,0,2728,0
6075047600,"Census Tract 476, San Francisco County, California",5660,2431,72,1,2756,60
6075047701,"Census Tract 477.01, San Francisco County, California",4342,1865,0,0,2012,75
6075047702,"Census Tract 477.02, San Francisco County, California",4054,1823,21,0,1980,0
6075047801,"Census Tract 478.01, San Francisco County, California",4134,1738,46,10,2009,0
6075047802,"Census Tract 478.02, San Francisco County, California",3892,1361,12,34,2185,11
6075047901,"Census Tract 479.01, San Francisco County, California",7113,3129,166,0,3405,0
6075047902,"Census Tract 479.02, San Francisco County, California",3858,1737,21,0,1550,0
6075060100,"Census Tract 601, San Francisco County, California",4117,3450,13,0,206,0
6075060400,"Census Tract 604, San Francisco County, California",1616,1001,77,6,402,0
6075060502,"Census Tract 605.02, San Francisco County, California",3446,342,641,51,1307,125
6075060700,"Census Tract 607, San Francisco County, California",11425,4835,786,86,4618,0
6075061000,"Census Tract 610, San Francisco County, California",4813,929,731,0,2540,0
6075061100,"Census Tract 611, San Francisco County, California",4572,271,37,19,4178,53
6075061200,"Census Tract 612, San Francisco County, California",4451,809,999,9,1313,9
6075061400,"Census Tract 614, San Francisco County, California",6124,2904,690,24,1171,0
6075061500,"Census Tract 615, San Francisco County, California",13864,7341,304,35,5307,52
6075980200,"Census Tract 9802, San Francisco County, California",304,148,48,0,93,0
6075980300,"Census Tract 9803, San Francisco County, California",84,74,0,0,5,0
6075980401,"Census Tract 9804.01, San Francisco County, California",0,0,0,0,0,0
6075980501,"Census Tract 9805.01, San Francisco County, California",782,35,147,0,340,118
6075980600,"Census Tract 9806, San Francisco County, California",513,166,230,0,108,0
6075980900,"Census Tract 9809, San Francisco County, California",242,176,4,0,35,0
6075990100,"Census Tract 9901, San Francisco County, California",0,0,0,0,0,0
