Id2,Geography,Estimate; Total:,Estimate; Total: - White alone,Estimate; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone
6075012602,"Census Tract 126.02, San Francisco County, California",3259,2883,0,0,236,0
6075012700,"Census Tract 127, San Francisco County, California",3682,3125,68,0,372,0
6075012800,"Census Tract 128, San Francisco County, California",4634,3697,59,0,523,0
6075012901,"Census Tract 129.01, San Francisco County, California",2399,1843,3,1,421,0
6075012902,"Census Tract 129.02, San Francisco County, California",3284,2576,39,0,543,0
6075013000,"Census Tract 130, San Francisco County, California",4143,3570,0,36,441,0
6075013101,"Census Tract 131.01, San Francisco County, California",3750,2644,97,0,775,0
6075013102,"Census Tract 131.02, San Francisco County, California",2809,2579,3,0,163,0
6075013200,"Census Tract 132, San Francisco County, California",4377,3629,86,0,631,0
6075013300,"Census Tract 133, San Francisco County, California",4314,3484,50,0,542,0
6075013400,"Census Tract 134, San Francisco County, California",3635,3030,137,18,322,16
6075013500,"Census Tract 135, San Francisco County, California",2569,2069,50,0,326,3
6075015100,"Census Tract 151, San Francisco County, California",2067,1329,12,0,630,0
6075015200,"Census Tract 152, San Francisco County, California",3966,2800,124,0,941,0
6075015300,"Census Tract 153, San Francisco County, California",2193,1530,108,0,355,0
6075015400,"Census Tract 154, San Francisco County, California",5937,3827,190,0,1706,0
6075015500,"Census Tract 155, San Francisco County, California",3939,2103,315,0,1189,0
6075015600,"Census Tract 156, San Francisco County, California",2762,1527,52,0,978,0
6075015700,"Census Tract 157, San Francisco County, California",7557,4232,613,0,1995,60
6075015801,"Census Tract 158.01, San Francisco County, California",3847,1851,1315,0,442,0
6075015802,"Census Tract 158.02, San Francisco County, California",2849,1976,275,32,347,13
6075015900,"Census Tract 159, San Francisco County, California",4404,1632,698,0,1716,0
6075016000,"Census Tract 160, San Francisco County, California",2447,1311,46,16,859,0
6075016100,"Census Tract 161, San Francisco County, California",4907,1323,1811,31,1244,0
6075016200,"Census Tract 162, San Francisco County, California",2391,1637,103,0,326,12
6075016300,"Census Tract 163, San Francisco County, California",4674,2413,1289,12,670,0
6075016400,"Census Tract 164, San Francisco County, California",4023,2889,431,17,342,0
6075016500,"Census Tract 165, San Francisco County, California",5289,4077,244,40,467,16
6075016600,"Census Tract 166, San Francisco County, California",5639,4226,229,0,621,117
6075016700,"Census Tract 167, San Francisco County, California",4895,4034,83,8,568,0
6075016801,"Census Tract 168.01, San Francisco County, California",3610,2254,508,80,457,62
6075016802,"Census Tract 168.02, San Francisco County, California",3089,1900,593,40,308,20
6075016900,"Census Tract 169, San Francisco County, California",3113,2547,79,0,255,31
6075017000,"Census Tract 170, San Francisco County, California",3641,2997,172,0,398,0
6075017101,"Census Tract 171.01, San Francisco County, California",3453,2900,125,0,167,0
6075017102,"Census Tract 171.02, San Francisco County, California",3728,3055,93,0,187,0
6075017601,"Census Tract 176.01, San Francisco County, California",6964,1924,1023,94,3194,39
6075017700,"Census Tract 177, San Francisco County, California",1534,885,25,42,224,0
6075017801,"Census Tract 178.01, San Francisco County, California",3042,668,142,0,2123,0
6075017802,"Census Tract 178.02, San Francisco County, California",4175,2275,302,0,1020,0
6075017902,"Census Tract 179.02, San Francisco County, California",2654,1134,609,26,480,17
6075018000,"Census Tract 180, San Francisco County, California",3616,1834,657,29,608,20
6075020100,"Census Tract 201, San Francisco County, California",5492,2787,363,80,865,28
6075020200,"Census Tract 202, San Francisco County, California",5994,3729,485,0,1013,18
6075020300,"Census Tract 203, San Francisco County, California",3138,2335,46,34,400,14
6075020401,"Census Tract 204.01, San Francisco County, California",2887,2400,127,7,205,0
6075020402,"Census Tract 204.02, San Francisco County, California",4192,3150,113,0,640,0
6075020500,"Census Tract 205, San Francisco County, California",2496,2161,12,15,134,0
6075020600,"Census Tract 206, San Francisco County, California",4500,3686,68,53,365,2
6075020700,"Census Tract 207, San Francisco County, California",5731,4492,54,29,475,0
6075020800,"Census Tract 208, San Francisco County, California",6673,4434,191,103,847,0
6075020900,"Census Tract 209, San Francisco County, California",4969,3248,24,70,701,0
6075021000,"Census Tract 210, San Francisco County, California",4599,3500,1,11,642,0
6075021100,"Census Tract 211, San Francisco County, California",3883,3232,56,5,358,0
6075021200,"Census Tract 212, San Francisco County, California",2738,2260,5,0,288,0
6075021300,"Census Tract 213, San Francisco County, California",2477,2134,0,15,188,0
6075021400,"Census Tract 214, San Francisco County, California",3359,2647,29,0,483,0
6075021500,"Census Tract 215, San Francisco County, California",4958,3840,138,0,628,11
6075021600,"Census Tract 216, San Francisco County, California",4149,2409,379,23,792,14
6075021700,"Census Tract 217, San Francisco County, California",3762,2237,479,9,761,0
6075021800,"Census Tract 218, San Francisco County, California",4133,3124,60,27,390,0
6075022600,"Census Tract 226, San Francisco County, California",1743,1120,141,0,438,0
6075022702,"Census Tract 227.02, San Francisco County, California",2324,1790,60,0,281,0
6075022704,"Census Tract 227.04, San Francisco County, California",3191,2388,28,10,511,0
6075022801,"Census Tract 228.01, San Francisco County, California",4760,3254,222,0,563,12
6075022802,"Census Tract 228.02, San Francisco County, California",2262,1370,91,0,419,0
6075022803,"Census Tract 228.03, San Francisco County, California",5097,3347,126,21,479,0
6075022901,"Census Tract 229.01, San Francisco County, California",4303,2530,221,47,387,0
6075022902,"Census Tract 229.02, San Francisco County, California",2426,1650,189,0,197,0
6075022903,"Census Tract 229.03, San Francisco County, California",3033,2257,79,8,155,0
6075023001,"Census Tract 230.01, San Francisco County, California",5179,777,1125,15,3083,0
6075023003,"Census Tract 230.03, San Francisco County, California",3914,866,1302,24,1380,0
6075023102,"Census Tract 231.02, San Francisco County, California",3950,630,2612,0,359,78
6075023103,"Census Tract 231.03, San Francisco County, California",3959,280,2489,0,66,542
6075023200,"Census Tract 232, San Francisco County, California",4385,1339,1968,173,629,19
6075023300,"Census Tract 233, San Francisco County, California",3484,524,460,0,2028,0
6075023400,"Census Tract 234, San Francisco County, California",3716,975,593,51,503,54
6075025100,"Census Tract 251, San Francisco County, California",3310,2326,154,7,597,0
6075025200,"Census Tract 252, San Francisco County, California",5779,3955,267,19,856,0
6075025300,"Census Tract 253, San Francisco County, California",4462,3070,140,20,547,0
6075025401,"Census Tract 254.01, San Francisco County, California",3760,1997,256,9,550,22
6075025402,"Census Tract 254.02, San Francisco County, California",3358,1837,73,0,944,104
6075025403,"Census Tract 254.03, San Francisco County, California",5383,2636,237,37,1428,0
6075025500,"Census Tract 255, San Francisco County, California",8793,3887,71,82,3120,0
6075025600,"Census Tract 256, San Francisco County, California",5786,1696,86,9,3248,25
6075025701,"Census Tract 257.01, San Francisco County, California",4557,1346,238,30,2634,3
6075025702,"Census Tract 257.02, San Francisco County, California",4313,1239,101,0,2716,0
6075025800,"Census Tract 258, San Francisco County, California",1986,403,88,11,1138,0
6075025900,"Census Tract 259, San Francisco County, California",4005,1210,393,0,1953,0
6075026001,"Census Tract 260.01, San Francisco County, California",5408,2000,176,18,1919,118
6075026002,"Census Tract 260.02, San Francisco County, California",3627,1243,88,10,1332,0
6075026003,"Census Tract 260.03, San Francisco County, California",5042,2307,42,63,1635,1
6075026004,"Census Tract 260.04, San Francisco County, California",4743,1663,86,0,2408,0
6075026100,"Census Tract 261, San Francisco County, California",6759,2017,88,36,3825,29
6075026200,"Census Tract 262, San Francisco County, California",7671,1849,132,50,4755,0
6075026301,"Census Tract 263.01, San Francisco County, California",4300,1079,70,9,2569,21
6075026302,"Census Tract 263.02, San Francisco County, California",5058,1597,153,0,2600,105
6075026303,"Census Tract 263.03, San Francisco County, California",5473,1299,97,8,3165,0
6075026401,"Census Tract 264.01, San Francisco County, California",3849,383,530,0,2464,4
6075026402,"Census Tract 264.02, San Francisco County, California",4203,625,576,0,2563,0
6075026403,"Census Tract 264.03, San Francisco County, California",3650,641,140,74,2463,0
6075026404,"Census Tract 264.04, San Francisco County, California",2437,229,630,2,1286,0
6075030101,"Census Tract 301.01, San Francisco County, California",4795,3187,103,0,1101,0
6075030102,"Census Tract 301.02, San Francisco County, California",4953,3213,91,63,1095,9
6075030201,"Census Tract 302.01, San Francisco County, California",4251,2448,8,0,1559,33
6075030202,"Census Tract 302.02, San Francisco County, California",4101,2661,111,0,997,0
6075030301,"Census Tract 303.01, San Francisco County, California",5551,3108,63,0,2123,0
6075030302,"Census Tract 303.02, San Francisco County, California",4059,1972,25,39,1798,0
6075030400,"Census Tract 304, San Francisco County, California",5515,2706,51,7,2297,0
6075030500,"Census Tract 305, San Francisco County, California",2900,1598,277,54,584,1
6075030600,"Census Tract 306, San Francisco County, California",2257,1436,13,0,655,0
6075030700,"Census Tract 307, San Francisco County, California",6684,4152,39,0,1753,0
6075030800,"Census Tract 308, San Francisco County, California",5508,3122,64,0,1863,17
6075030900,"Census Tract 309, San Francisco County, California",6477,3121,224,0,2780,36
6075031000,"Census Tract 310, San Francisco County, California",3503,1937,124,0,970,0
6075031100,"Census Tract 311, San Francisco County, California",6433,3475,509,0,1938,0
6075031201,"Census Tract 312.01, San Francisco County, California",7628,1537,664,0,4560,0
6075031202,"Census Tract 312.02, San Francisco County, California",2946,472,458,26,1604,34
6075031301,"Census Tract 313.01, San Francisco County, California",4079,1052,630,86,1804,0
6075031302,"Census Tract 313.02, San Francisco County, California",6321,1431,1069,0,2933,0
6075031400,"Census Tract 314, San Francisco County, California",6956,2628,748,12,2780,0
6075032601,"Census Tract 326.01, San Francisco County, California",4738,1720,21,0,2633,0
6075032602,"Census Tract 326.02, San Francisco County, California",4205,1562,18,4,2434,0
6075032700,"Census Tract 327, San Francisco County, California",7140,2504,0,0,4251,14
6075032801,"Census Tract 328.01, San Francisco County, California",3941,1357,12,6,2342,0
6075032802,"Census Tract 328.02, San Francisco County, California",4012,925,86,0,2719,6
6075032901,"Census Tract 329.01, San Francisco County, California",5413,1732,43,0,3337,0
6075032902,"Census Tract 329.02, San Francisco County, California",3780,1005,51,20,2535,0
6075033000,"Census Tract 330, San Francisco County, California",8173,3421,61,36,4162,0
6075033100,"Census Tract 331, San Francisco County, California",4467,1635,0,0,2753,0
6075033201,"Census Tract 332.01, San Francisco County, California",3744,2200,211,13,672,0
6075033203,"Census Tract 332.03, San Francisco County, California",3861,1848,108,0,1397,0
6075033204,"Census Tract 332.04, San Francisco County, California",3588,1489,335,110,1248,0
6075035100,"Census Tract 351, San Francisco County, California",7966,2673,70,0,4755,10
6075035201,"Census Tract 352.01, San Francisco County, California",5169,2119,5,0,2701,127
6075035202,"Census Tract 352.02, San Francisco County, California",4563,2131,42,0,1892,41
6075035300,"Census Tract 353, San Francisco County, California",7917,2094,84,0,5097,0
6075035400,"Census Tract 354, San Francisco County, California",6648,2436,70,0,3596,0
6075040100,"Census Tract 401, San Francisco County, California",4408,2585,104,56,1367,4
6075040200,"Census Tract 402, San Francisco County, California",5540,2450,140,0,2526,0
6075042601,"Census Tract 426.01, San Francisco County, California",4146,1937,53,0,1629,16
6075042602,"Census Tract 426.02, San Francisco County, California",3500,1988,52,17,1041,172
6075042700,"Census Tract 427, San Francisco County, California",5582,3067,133,18,1992,88
6075042800,"Census Tract 428, San Francisco County, California",2459,1842,10,0,443,0
6075045100,"Census Tract 451, San Francisco County, California",4768,2260,118,0,2054,16
6075045200,"Census Tract 452, San Francisco County, California",7145,3263,30,14,3236,199
6075047600,"Census Tract 476, San Francisco County, California",5650,2437,23,16,2710,0
6075047701,"Census Tract 477.01, San Francisco County, California",4011,1514,74,18,2077,118
6075047702,"Census Tract 477.02, San Francisco County, California",4113,1612,37,5,2221,0
6075047801,"Census Tract 478.01, San Francisco County, California",3958,1724,60,0,1775,0
6075047802,"Census Tract 478.02, San Francisco County, California",3860,1432,0,19,2139,0
6075047901,"Census Tract 479.01, San Francisco County, California",6445,3182,150,35,2407,14
6075047902,"Census Tract 479.02, San Francisco County, California",3645,1869,27,0,1425,0
6075060100,"Census Tract 601, San Francisco County, California",2918,2496,29,24,250,0
6075060400,"Census Tract 604, San Francisco County, California",1996,1279,124,0,256,0
6075060502,"Census Tract 605.02, San Francisco County, California",3058,448,857,61,925,318
6075060700,"Census Tract 607, San Francisco County, California",9251,4227,263,0,3889,0
6075061000,"Census Tract 610, San Francisco County, California",4177,974,651,19,1869,165
6075061100,"Census Tract 611, San Francisco County, California",4358,252,18,12,3895,0
6075061200,"Census Tract 612, San Francisco County, California",3995,729,1089,47,1056,0
6075061400,"Census Tract 614, San Francisco County, California",5488,3566,425,321,522,195
6075061500,"Census Tract 615, San Francisco County, California",12038,7186,202,57,3946,0
6075980200,"Census Tract 9802, San Francisco County, California",324,236,30,0,41,0
6075980300,"Census Tract 9803, San Francisco County, California",39,39,0,0,0,0
6075980401,"Census Tract 9804.01, San Francisco County, California",0,0,0,0,0,0
6075980501,"Census Tract 9805.01, San Francisco County, California",662,102,118,0,264,91
6075980600,"Census Tract 9806, San Francisco County, California",357,82,206,0,65,0
6075980900,"Census Tract 9809, San Francisco County, California",247,108,42,0,85,5
6075990100,"Census Tract 9901, San Francisco County, California",0,0,0,0,0,0
