Id2,Geography,Estimate; Total:,Estimate; Total: - White alone,Estimate; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone
6075016600,"Census Tract 166, San Francisco County, California",5109,3971,380,0,395,108
6075016700,"Census Tract 167, San Francisco County, California",4957,3515,474,6,631,0
6075016801,"Census Tract 168.01, San Francisco County, California",3166,1931,563,52,320,33
6075016802,"Census Tract 168.02, San Francisco County, California",3205,1856,649,2,427,7
6075016900,"Census Tract 169, San Francisco County, California",3226,2539,133,0,335,21
6075017000,"Census Tract 170, San Francisco County, California",3634,2901,213,0,313,0
6075017101,"Census Tract 171.01, San Francisco County, California",3463,2786,169,0,206,0
6075017102,"Census Tract 171.02, San Francisco County, California",3875,3134,277,0,169,0
6075017601,"Census Tract 176.01, San Francisco County, California",6682,2068,1279,61,2729,58
6075017700,"Census Tract 177, San Francisco County, California",1363,1021,41,22,81,0
6075017801,"Census Tract 178.01, San Francisco County, California",3113,875,153,5,1953,0
6075017802,"Census Tract 178.02, San Francisco County, California",3896,2232,275,0,999,0
6075017902,"Census Tract 179.02, San Francisco County, California",2300,1246,345,10,503,0
6075018000,"Census Tract 180, San Francisco County, California",3395,1624,648,5,660,11
6075020100,"Census Tract 201, San Francisco County, California",5755,2781,428,276,1313,0
6075020200,"Census Tract 202, San Francisco County, California",5629,3360,423,43,987,11
6075020300,"Census Tract 203, San Francisco County, California",2945,2346,49,21,331,10
6075020401,"Census Tract 204.01, San Francisco County, California",2948,2589,16,0,274,0
6075020402,"Census Tract 204.02, San Francisco County, California",3726,2871,73,0,618,0
6075020500,"Census Tract 205, San Francisco County, California",2515,2114,38,0,255,0
6075020600,"Census Tract 206, San Francisco County, California",4619,3904,95,35,230,1
6075020700,"Census Tract 207, San Francisco County, California",5595,4595,73,25,382,0
6075020800,"Census Tract 208, San Francisco County, California",6406,4583,171,108,672,0
6075020900,"Census Tract 209, San Francisco County, California",5002,3671,20,24,755,0
6075021000,"Census Tract 210, San Francisco County, California",4301,3440,0,12,702,0
6075021100,"Census Tract 211, San Francisco County, California",4036,3497,22,0,311,0
6075021200,"Census Tract 212, San Francisco County, California",2966,2617,19,12,207,0
6075021300,"Census Tract 213, San Francisco County, California",2529,2194,0,9,178,0
6075021400,"Census Tract 214, San Francisco County, California",3383,2719,30,15,302,0
6075021500,"Census Tract 215, San Francisco County, California",5316,4063,162,0,621,0
6075021600,"Census Tract 216, San Francisco County, California",3980,2528,497,0,688,20
6075021700,"Census Tract 217, San Francisco County, California",3995,2590,217,0,823,0
6075021800,"Census Tract 218, San Francisco County, California",4186,3231,45,15,495,0
6075022600,"Census Tract 226, San Francisco County, California",1481,914,92,25,328,0
6075022702,"Census Tract 227.02, San Francisco County, California",2235,1668,6,0,309,0
6075022704,"Census Tract 227.04, San Francisco County, California",3261,2610,0,10,444,0
6075022801,"Census Tract 228.01, San Francisco County, California",4728,3399,174,0,670,12
6075022802,"Census Tract 228.02, San Francisco County, California",1859,1241,53,23,410,0
6075022803,"Census Tract 228.03, San Francisco County, California",5019,3531,114,7,558,0
6075022901,"Census Tract 229.01, San Francisco County, California",3965,2616,307,12,501,0
6075022902,"Census Tract 229.02, San Francisco County, California",2617,1736,159,0,229,0
6075022903,"Census Tract 229.03, San Francisco County, California",2981,2100,94,52,460,0
6075023001,"Census Tract 230.01, San Francisco County, California",5204,957,1160,29,2884,0
6075023003,"Census Tract 230.03, San Francisco County, California",3872,703,1257,21,1625,0
6075023102,"Census Tract 231.02, San Francisco County, California",3680,606,2366,0,459,38
6075023103,"Census Tract 231.03, San Francisco County, California",3656,400,2480,23,104,355
6075023200,"Census Tract 232, San Francisco County, California",4383,1400,2031,174,452,0
6075023300,"Census Tract 233, San Francisco County, California",2940,354,403,0,1885,0
6075023400,"Census Tract 234, San Francisco County, California",3689,1614,635,31,481,37
6075025100,"Census Tract 251, San Francisco County, California",3208,2285,158,27,386,0
6075025200,"Census Tract 252, San Francisco County, California",5520,3562,320,20,890,39
6075025300,"Census Tract 253, San Francisco County, California",5026,3441,306,26,459,12
6075025401,"Census Tract 254.01, San Francisco County, California",3609,2542,96,22,544,20
6075025402,"Census Tract 254.02, San Francisco County, California",3137,1784,84,0,860,117
6075025403,"Census Tract 254.03, San Francisco County, California",4947,2553,279,87,1178,0
6075025500,"Census Tract 255, San Francisco County, California",8584,3858,23,59,3299,0
6075025600,"Census Tract 256, San Francisco County, California",5735,1519,112,9,3381,19
6075025701,"Census Tract 257.01, San Francisco County, California",4361,1365,52,35,2677,0
6075025702,"Census Tract 257.02, San Francisco County, California",3656,1265,71,0,2109,0
6075025800,"Census Tract 258, San Francisco County, California",2048,620,103,6,1163,0
6075025900,"Census Tract 259, San Francisco County, California",4398,1158,655,0,1939,0
6075026001,"Census Tract 260.01, San Francisco County, California",5832,2471,79,48,2428,11
6075026002,"Census Tract 260.02, San Francisco County, California",4103,1849,86,19,1351,0
6075026003,"Census Tract 260.03, San Francisco County, California",4441,2150,33,30,1149,0
6075026004,"Census Tract 260.04, San Francisco County, California",4319,1298,35,49,2065,0
6075026100,"Census Tract 261, San Francisco County, California",6582,2000,73,30,3720,12
6075026200,"Census Tract 262, San Francisco County, California",7483,2218,146,19,4388,0
6075026301,"Census Tract 263.01, San Francisco County, California",4411,1015,71,1,2835,0
6075026302,"Census Tract 263.02, San Francisco County, California",4725,1367,273,119,2306,90
6075026303,"Census Tract 263.03, San Francisco County, California",5204,1134,171,9,2941,147
6075026401,"Census Tract 264.01, San Francisco County, California",4186,441,558,0,2857,12
6075026402,"Census Tract 264.02, San Francisco County, California",4192,722,651,50,2413,0
6075026403,"Census Tract 264.03, San Francisco County, California",4087,716,124,68,3033,0
6075026404,"Census Tract 264.04, San Francisco County, California",2708,300,532,3,1260,82
6075030101,"Census Tract 301.01, San Francisco County, California",4549,2961,28,0,999,0
6075030102,"Census Tract 301.02, San Francisco County, California",5000,3246,83,46,1143,26
6075030201,"Census Tract 302.01, San Francisco County, California",4231,2268,28,0,1740,51
6075030202,"Census Tract 302.02, San Francisco County, California",4402,2883,138,0,1029,0
6075030301,"Census Tract 303.01, San Francisco County, California",5687,2892,79,10,2467,0
6075030302,"Census Tract 303.02, San Francisco County, California",3773,2304,16,22,1229,0
6075030400,"Census Tract 304, San Francisco County, California",5206,2794,19,0,1941,0
6075030500,"Census Tract 305, San Francisco County, California",3365,1760,366,30,761,2
6075030600,"Census Tract 306, San Francisco County, California",2041,1494,31,0,416,0
6075030700,"Census Tract 307, San Francisco County, California",6575,3932,90,6,1805,0
6075030800,"Census Tract 308, San Francisco County, California",5544,3105,40,0,2045,15
6075030900,"Census Tract 309, San Francisco County, California",6560,4315,274,0,1658,16
6075031000,"Census Tract 310, San Francisco County, California",3292,1986,132,0,935,0
6075031100,"Census Tract 311, San Francisco County, California",6644,3673,174,37,2268,0
6075031201,"Census Tract 312.01, San Francisco County, California",6713,1768,261,0,4168,16
6075031202,"Census Tract 312.02, San Francisco County, California",3088,796,526,7,1551,23
6075031301,"Census Tract 313.01, San Francisco County, California",4074,883,302,95,2145,0
6075031302,"Census Tract 313.02, San Francisco County, California",6190,1459,1271,0,3054,0
6075031400,"Census Tract 314, San Francisco County, California",6817,2316,1237,0,2749,0
6075032601,"Census Tract 326.01, San Francisco County, California",4633,1699,12,23,2720,0
6075032602,"Census Tract 326.02, San Francisco County, California",4630,1285,9,0,3205,0
6075032700,"Census Tract 327, San Francisco County, California",6883,2659,0,0,3879,13
6075032801,"Census Tract 328.01, San Francisco County, California",4007,1343,21,0,2513,0
6075032802,"Census Tract 328.02, San Francisco County, California",3511,903,129,0,2289,0
6075032901,"Census Tract 329.01, San Francisco County, California",5298,1722,122,0,3089,0
6075032902,"Census Tract 329.02, San Francisco County, California",3782,994,0,26,2712,0
6075033000,"Census Tract 330, San Francisco County, California",7977,3617,127,19,3694,26
6075033100,"Census Tract 331, San Francisco County, California",4113,1717,0,0,2308,0
6075033201,"Census Tract 332.01, San Francisco County, California",3727,2109,381,13,640,0
6075033203,"Census Tract 332.03, San Francisco County, California",3332,1538,88,0,1287,73
6075033204,"Census Tract 332.04, San Francisco County, California",3538,1640,330,50,1121,0
6075035100,"Census Tract 351, San Francisco County, California",7897,2499,21,0,4891,0
6075035201,"Census Tract 352.01, San Francisco County, California",5117,1959,10,8,2845,128
6075035202,"Census Tract 352.02, San Francisco County, California",4608,2364,57,9,1888,75
6075035300,"Census Tract 353, San Francisco County, California",7466,2239,0,0,4832,0
6075035400,"Census Tract 354, San Francisco County, California",6413,2922,92,0,2810,169
6075040100,"Census Tract 401, San Francisco County, California",4126,2154,353,71,1208,0
6075040200,"Census Tract 402, San Francisco County, California",5641,2618,60,20,2691,0
6075042601,"Census Tract 426.01, San Francisco County, California",3777,1676,38,0,1634,11
6075042602,"Census Tract 426.02, San Francisco County, California",3642,1488,84,14,1735,154
6075042700,"Census Tract 427, San Francisco County, California",6073,3325,66,22,2268,73
6075042800,"Census Tract 428, San Francisco County, California",2304,1682,12,0,388,0
6075045100,"Census Tract 451, San Francisco County, California",4651,2035,84,18,2288,0
6075045200,"Census Tract 452, San Francisco County, California",6293,2893,20,17,2867,95
6075047600,"Census Tract 476, San Francisco County, California",5281,2634,21,21,2278,0
6075047701,"Census Tract 477.01, San Francisco County, California",4235,1219,103,15,2357,60
6075047702,"Census Tract 477.02, San Francisco County, California",4065,1614,2,14,2220,0
6075047801,"Census Tract 478.01, San Francisco County, California",4777,1991,16,0,2462,16
6075047802,"Census Tract 478.02, San Francisco County, California",4456,1284,72,0,2840,0
6075047901,"Census Tract 479.01, San Francisco County, California",6525,2888,275,45,2829,43
6075047902,"Census Tract 479.02, San Francisco County, California",3642,1793,15,0,1469,0
6075060100,"Census Tract 601, San Francisco County, California",3035,2506,96,28,276,0
6075060400,"Census Tract 604, San Francisco County, California",2412,1495,87,0,548,0
6075060502,"Census Tract 605.02, San Francisco County, California",2755,546,841,86,730,279
6075060700,"Census Tract 607, San Francisco County, California",7092,3264,169,0,3084,0
6075061000,"Census Tract 610, San Francisco County, California",3548,839,717,0,1567,160
6075061100,"Census Tract 611, San Francisco County, California",4429,271,12,0,4073,51
6075061200,"Census Tract 612, San Francisco County, California",3807,1191,926,0,950,0
6075061400,"Census Tract 614, San Francisco County, California",5343,2943,1106,199,577,141
6075061500,"Census Tract 615, San Francisco County, California",10755,6681,355,65,3199,18
6075980200,"Census Tract 9802, San Francisco County, California",280,174,19,0,23,0
6075980300,"Census Tract 9803, San Francisco County, California",33,0,0,0,11,0
6075980401,"Census Tract 9804.01, San Francisco County, California",0,0,0,0,0,0
6075980501,"Census Tract 9805.01, San Francisco County, California",557,84,90,0,238,40
6075980600,"Census Tract 9806, San Francisco County, California",228,60,107,0,33,0
6075980900,"Census Tract 9809, San Francisco County, California",315,181,19,0,94,0
6075990100,"Census Tract 9901, San Francisco County, California",0,0,0,0,0,0
